product,EN-code,SMILES,parent_SMILES
CCO[C@@H]1CCCC[C@H]1N(C(=O)c1ccco1)C(C(=O)NCCc1cccc(F)c1)c1cccnc1,EN300-249084,CCO[C@@H]1CCCC[C@H]1N,CCO[C@@H]1CCCC[C@H]1N
Cc1ccc([C@@H]2C[C@H]2N(C(=O)c2ccco2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)cc1,EN300-261179,Cc1ccc([C@@H]2C[C@H]2N)cc1.Cl,Cc1ccc([C@@H]2C[C@H]2N)cc1
O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(C(=O)c1ccco1)C1(CO)CC(O)C1,EN300-26572999,Cl.NC1(CO)CC(O)C1,NC1(CO)CC(O)C1
O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(CC12COCCN1CCOC2)C(=O)c1ccco1,EN300-322494,Cl.Cl.NCC12COCCN1CCOC2,NCC12COCCN1CCOC2
O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(C(=O)c1ccco1)[C@@H]1Cc2ccccc2[C@H]1O,EN300-755332,Cl.N[C@@H]1Cc2ccccc2[C@H]1O,N[C@@H]1Cc2ccccc2[C@H]1O
O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(Cc1ccsc1C(F)(F)F)C(=O)c1ccco1,EN300-329218,Cl.NCc1ccsc1C(F)(F)F,NCc1ccsc1C(F)(F)F
CC(C)C(N(C(=O)c1ccco1)C(C(=O)NCCc1cccc(F)c1)c1cccnc1)C1(CO)CC=CC1,EN300-262237,CC(C)C(N)C1(CO)CC=CC1.Cl,CC(C)C(N)C1(CO)CC=CC1
CCOC(=O)[C@@H]1CCC[C@H]1N(C(=O)c1ccco1)C(C(=O)NCCc1cccc(F)c1)c1cccnc1,EN300-6759437,CCOC(=O)[C@@H]1CCC[C@H]1N.Cl,CCOC(=O)[C@@H]1CCC[C@H]1N
CC1(N(C(=O)c2ccco2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)CCC(F)(F)C1,EN300-1301341,CC1(N)CCC(F)(F)C1.Cl,CC1(N)CCC(F)(F)C1
CCN1CC(N(C(=O)c2ccco2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)C(C)(C)C1,EN300-399120,CCN1CC(N)C(C)(C)C1.Cl.Cl,CCN1CC(N)C(C)(C)C1
O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(CC12CCC(CC1)CO2)C(=O)c1ccco1,EN300-760961,NCC12CCC(CC1)CO2,NCC12CCC(CC1)CO2
CC1(C)[C@@H](N(C(=O)c2ccco2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)CS1(=O)=O,EN300-258753,CC1(C)[C@@H](N)CS1(=O)=O.Cl,CC1(C)[C@@H](N)CS1(=O)=O
COC(c1ccccc1N(C(=O)c1ccco1)C(C(=O)NCCc1cccc(F)c1)c1cccnc1)C(F)(F)F,EN300-7438080,COC(c1ccccc1N)C(F)(F)F,COC(c1ccccc1N)C(F)(F)F
CCON1CCC(N(C(=O)c2ccco2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)CC1,EN300-6272002,CCON1CCC(N)CC1,CCON1CCC(N)CC1
O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(C(=O)c1ccco1)[C@H]1c2ccccc2C[C@H]1CO,EN300-1716875,N[C@H]1c2ccccc2C[C@H]1CO,N[C@H]1c2ccccc2C[C@H]1CO
O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(C(=O)c1ccco1)C1CCN(C(=O)Nc2ccc(Br)cc2)CC1,EN300-321224,Cl.NC1CCN(C(=O)Nc2ccc(Br)cc2)CC1,NC1CCN(C(=O)Nc2ccc(Br)cc2)CC1
CCC(CC)(CN(C(=O)c1ccco1)C(C(=O)NCCc1cccc(F)c1)c1cccnc1)C(F)(F)F,EN300-333034,CCC(CC)(CN)C(F)(F)F.Cl,CCC(CC)(CN)C(F)(F)F
O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(C(=O)c1ccco1)c1cccc(CC(F)F)c1,EN300-7465652,Cl.Nc1cccc(CC(F)F)c1,Nc1cccc(CC(F)F)c1
CCOC(=O)c1cccc(NC(=O)c2cccc(N(C(=O)c3ccco3)C(C(=O)NCCc3cccc(F)c3)c3cccnc3)c2)c1,EN300-217129,CCOC(=O)c1cccc(NC(=O)c2cccc(N)c2)c1.Cl,CCOC(=O)c1cccc(NC(=O)c2cccc(N)c2)c1
CCn1cc([C@@H]2NC(=O)CC[C@H]2N(C(=O)c2ccco2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)cn1,EN300-395908,CCn1cc([C@@H]2NC(=O)CC[C@H]2N)cn1,CCn1cc([C@@H]2NC(=O)CC[C@H]2N)cn1
CC1(N(C(=O)c2ccco2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)CS(=O)(=O)C1,EN300-1718419,CC1(N)CS(=O)(=O)C1.Cl,CC1(N)CS(=O)(=O)C1
CC(C)C[C@@H]1C[C@H]1N(C(=O)c1ccco1)C(C(=O)NCCc1cccc(F)c1)c1cccnc1,EN300-252472,CC(C)C[C@@H]1C[C@H]1N.Cl,CC(C)C[C@@H]1C[C@H]1N
O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(C(=O)c1ccco1)c1ccccc1N1CCN(CCc2ccncc2)CC1,EN300-65395,Nc1ccccc1N1CCN(CCc2ccncc2)CC1,Nc1ccccc1N1CCN(CCc2ccncc2)CC1
CCn1cc([C@@H]2OCCC[C@H]2N(C(=O)c2ccco2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)cn1,EN300-734957,CCn1cc([C@@H]2OCCC[C@H]2N)cn1.Cl.Cl,CCn1cc([C@@H]2OCCC[C@H]2N)cn1
CC[C@@H]1C[C@H]1N(C(=O)c1ccco1)C(C(=O)NCCc1cccc(F)c1)c1cccnc1,EN300-196960,CC[C@@H]1C[C@H]1N.Cl,CC[C@@H]1C[C@H]1N
O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(CCCCN1CCN(c2cccc(C(F)(F)F)c2)CC1)C(=O)c1ccco1,EN300-36211,NCCCCN1CCN(c2cccc(C(F)(F)F)c2)CC1,NCCCCN1CCN(c2cccc(C(F)(F)F)c2)CC1
O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(C(=O)c1ccco1)[C@@H]1CC[C@H]1O,EN300-257949,N[C@@H]1CC[C@H]1O,N[C@@H]1CC[C@H]1O
O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(CC1CC2(CC(O)C2)C1)C(=O)c1ccco1,EN300-6762616,Cl.NCC1CC2(CC(O)C2)C1,NCC1CC2(CC(O)C2)C1
O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(Cc1ccccc1CN1C(=O)NC2(CCCCC2)C1=O)C(=O)c1ccco1,EN300-70845,NCc1ccccc1CN1C(=O)NC2(CCCCC2)C1=O,NCc1ccccc1CN1C(=O)NC2(CCCCC2)C1=O
O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(C(=O)c1ccco1)[C@@H]1COC[C@H]1O,EN300-246814,N[C@@H]1COC[C@H]1O,N[C@@H]1COC[C@H]1O
CN1C(=O)C[C@H](CN(C(=O)c2ccco2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)[C@H]1c1cnn(-c2ccc(F)cc2)c1,EN300-1692363,CN1C(=O)C[C@H](CN)[C@H]1c1cnn(-c2ccc(F)cc2)c1,CN1C(=O)C[C@H](CN)[C@H]1c1cnn(-c2ccc(F)cc2)c1
COC(=O)c1cccc(-c2cccc(CN(C(=O)c3ccco3)C(C(=O)NCCc3cccc(F)c3)c3cccnc3)c2)c1,EN300-6486759,COC(=O)c1cccc(-c2cccc(CN)c2)c1.Cl,COC(=O)c1cccc(-c2cccc(CN)c2)c1
CCOC(=O)C(c1c(C)nn(-c2ccc(F)cc2)c1C)N(C(=O)c1ccco1)C(C(=O)NCCc1cccc(F)c1)c1cccnc1,EN300-29495,CCOC(=O)C(N)c1c(C)nn(-c2ccc(F)cc2)c1C.Cl,CCOC(=O)C(N)c1c(C)nn(-c2ccc(F)cc2)c1C
O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(CCCC1CC1(Cl)Cl)C(=O)c1ccco1,EN300-266111,Cl.NCCCC1CC1(Cl)Cl,NCCCC1CC1(Cl)Cl
CN1C(=O)C[C@H](CN(C(=O)c2ccco2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)[C@H]1c1cnn(Cc2ccccc2)c1,EN300-1692361,CN1C(=O)C[C@H](CN)[C@H]1c1cnn(Cc2ccccc2)c1,CN1C(=O)C[C@H](CN)[C@H]1c1cnn(Cc2ccccc2)c1
COC(=O)C(Cc1c[nH]c2cccc(F)c12)N(C(=O)c1ccco1)C(C(=O)NCCc1cccc(F)c1)c1cccnc1,EN300-2008141,COC(=O)C(N)Cc1c[nH]c2cccc(F)c12,COC(=O)C(N)Cc1c[nH]c2cccc(F)c12
CC(C)c1ccc(C(CN(C(=O)c2ccco2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)N2CCc3sccc3C2)cc1,EN300-41209,CC(C)c1ccc(C(CN)N2CCc3sccc3C2)cc1,CC(C)c1ccc(C(CN)N2CCc3sccc3C2)cc1
CC1(N(C(=O)c2ccco2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)CCCC1(F)F,EN300-7432145,CC1(N)CCCC1(F)F.Cl,CC1(N)CCCC1(F)F
COCCN1C(=O)C[C@H](CN(C(=O)c2ccco2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)[C@H]1c1cnn(C(C)C)c1,EN300-1692357,COCCN1C(=O)C[C@H](CN)[C@H]1c1cnn(C(C)C)c1,COCCN1C(=O)C[C@H](CN)[C@H]1c1cnn(C(C)C)c1
Cc1ccc(NC(=O)COc2ccc(CCN(C(=O)c3ccco3)C(C(=O)NCCc3cccc(F)c3)c3cccnc3)cc2)cc1,EN300-53848,Cc1ccc(NC(=O)COc2ccc(CCN)cc2)cc1.Cl,Cc1ccc(NC(=O)COc2ccc(CCN)cc2)cc1
Cc1ccc2nc(-c3ccc(F)cc3)c(CN(C(=O)c3ccco3)C(C(=O)NCCc3cccc(F)c3)c3cccnc3)n2c1,EN300-706130,Cc1ccc2nc(-c3ccc(F)cc3)c(CN)n2c1,Cc1ccc2nc(-c3ccc(F)cc3)c(CN)n2c1
O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(C(=O)c1ccco1)[C@@H]1C[C@H]1C(F)F,EN300-212327,Cl.N[C@@H]1C[C@H]1C(F)F,N[C@@H]1C[C@H]1C(F)F
O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(CCC1CC1(Cl)Cl)C(=O)c1ccco1,EN300-311462,Cl.NCCC1CC1(Cl)Cl,NCCC1CC1(Cl)Cl
O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(C(=O)c1ccco1)C(c1ccc(Cl)cc1)c1ccc(OC(F)(F)F)cc1,EN300-6477904,NC(c1ccc(Cl)cc1)c1ccc(OC(F)(F)F)cc1,NC(c1ccc(Cl)cc1)c1ccc(OC(F)(F)F)cc1
CC(C)(C)OC(=O)c1cc(N(C(=O)c2ccco2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)ccc1O,EN300-106138,CC(C)(C)OC(=O)c1cc(N)ccc1O,CC(C)(C)OC(=O)c1cc(N)ccc1O
O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(C[C@@H]1C[C@H]1c1cccnc1)C(=O)c1ccco1,EN300-199375,Cl.Cl.NC[C@@H]1C[C@H]1c1cccnc1,NC[C@@H]1C[C@H]1c1cccnc1
O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(C(=O)c1ccco1)c1ccc(N2CCN(c3ncc(F)cn3)CC2)cc1,EN300-396080,Nc1ccc(N2CCN(c3ncc(F)cn3)CC2)cc1,Nc1ccc(N2CCN(c3ncc(F)cn3)CC2)cc1
Cc1cc(N2CCC(N(C(=O)c3ccco3)C(C(=O)NCCc3cccc(F)c3)c3cccnc3)C2)n(C)n1,EN300-2952550,Cc1cc(N2CCC(N)C2)n(C)n1,Cc1cc(N2CCC(N)C2)n(C)n1
O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(C(=O)c1ccco1)[C@@H]1C[C@H]1c1ccccc1Cl,EN300-197038,Cl.N[C@@H]1C[C@H]1c1ccccc1Cl,N[C@@H]1C[C@H]1c1ccccc1Cl
CCOC(=O)/C=C/c1ccc(N(C(=O)c2ccco2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)cc1,EN300-364764,CCOC(=O)/C=C/c1ccc(N)cc1,CCOC(=O)/C=C/c1ccc(N)cc1
O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(C(=O)c1ccco1)C(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)C(F)(F)F,EN300-132027,NC(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)C(F)(F)F,NC(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)C(F)(F)F
CC1CCCC1(C)CN(C(=O)c1ccco1)C(C(=O)NCCc1cccc(F)c1)c1cccnc1,EN300-330228,CC1CCCC1(C)CN,CC1CCCC1(C)CN
O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(C(=O)c1ccco1)C(Cc1ccc(F)cc1)C1COc2ccccc2O1,EN300-220816,NC(Cc1ccc(F)cc1)C1COc2ccccc2O1,NC(Cc1ccc(F)cc1)C1COc2ccccc2O1
O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(C(=O)c1ccco1)[C@@H]1C[C@H]1c1ccc(OCc2ccccc2)cc1,EN300-196979,Cl.N[C@@H]1C[C@H]1c1ccc(OCc2ccccc2)cc1,N[C@@H]1C[C@H]1c1ccc(OCc2ccccc2)cc1
C/C=C/C=C/CN(C(=O)c1ccco1)C(C(=O)NCCc1cccc(F)c1)c1cccnc1,EN300-2010292,C/C=C/C=C/CN,C/C=C/C=C/CN
CC1(C)COC(CN(C(=O)c2ccco2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)C1,EN300-366250,CC1(C)COC(CN)C1.Cl,CC1(C)COC(CN)C1
COc1ccc(N(C(=O)c2ccco2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)cc1OCc1cn2ccccc2n1,EN300-50039,COc1ccc(N)cc1OCc1cn2ccccc2n1,COc1ccc(N)cc1OCc1cn2ccccc2n1
O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(C(=O)c1ccco1)[C@@H]1C[C@H]1c1ccc(Cl)c(Cl)c1,EN300-196954,Cl.N[C@@H]1C[C@H]1c1ccc(Cl)c(Cl)c1,N[C@@H]1C[C@H]1c1ccc(Cl)c(Cl)c1
O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(C(=O)c1ccco1)[C@H]1CCC[C@H]1O,EN300-344121,Cl.N[C@H]1CCC[C@H]1O,N[C@H]1CCC[C@H]1O
O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(C(=O)c1ccco1)C1CC(n2cccn2)C1,EN300-6735946,Cl.Cl.NC1CC(n2cccn2)C1,NC1CC(n2cccn2)C1
CSc1ccc(C(CN(C(=O)c2ccco2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)N2CCc3sccc3C2)cc1,EN300-41385,CSc1ccc(C(CN)N2CCc3sccc3C2)cc1,CSc1ccc(C(CN)N2CCc3sccc3C2)cc1
O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(C(=O)c1ccco1)[C@@H]1C[C@H]1c1ccccc1Br,EN300-196312,Cl.N[C@@H]1C[C@H]1c1ccccc1Br,N[C@@H]1C[C@H]1c1ccccc1Br
O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(C(=O)c1ccco1)[C@H]1c2ccccc2C[C@H]1O,EN300-53940,N[C@H]1c2ccccc2C[C@H]1O,N[C@H]1c2ccccc2C[C@H]1O
O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(C(=O)c1ccco1)[C@@H]1C=C[C@H](CO)C1,EN300-93474,Cl.N[C@@H]1C=C[C@H](CO)C1,N[C@@H]1C=C[C@H](CO)C1
CC(C)[C@@H]1C[C@H]1N(C(=O)c1ccco1)C(C(=O)NCCc1cccc(F)c1)c1cccnc1,EN300-252088,CC(C)[C@@H]1C[C@H]1N.Cl,CC(C)[C@@H]1C[C@H]1N
O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(Cc1cccc(S(=O)(=O)NCc2cccc(F)c2)c1)C(=O)c1ccco1,EN300-45223,NCc1cccc(S(=O)(=O)NCc2cccc(F)c2)c1,NCc1cccc(S(=O)(=O)NCc2cccc(F)c2)c1
CS(=O)(=O)c1cccc(Oc2ncccc2CN(C(=O)c2ccco2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)c1,EN300-84281,CS(=O)(=O)c1cccc(Oc2ncccc2CN)c1,CS(=O)(=O)c1cccc(Oc2ncccc2CN)c1
C[C@@H]1CCCC[C@@H]1N(C(=O)c1ccco1)C(C(=O)NCCc1cccc(F)c1)c1cccnc1,EN300-6493042,C[C@@H]1CCCC[C@@H]1N.Cl,C[C@@H]1CCCC[C@@H]1N
O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(Cc1c[nH]c(=O)c2ccccc12)C(=O)c1ccco1,EN300-227420,NCc1c[nH]c(=O)c2ccccc12,NCc1c[nH]c(=O)c2ccccc12
COc1ccc(C(CN(C(=O)c2ccco2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)c2c[nH]c3ccccc23)cc1,EN300-08545,COc1ccc(C(CN)c2c[nH]c3ccccc23)cc1,COc1ccc(C(CN)c2c[nH]c3ccccc23)cc1
O=C(Nc1cc2c(cc1N(C(=O)c1ccco1)C(C(=O)NCCc1cccc(F)c1)c1cccnc1)OCCO2)c1cccs1,EN300-97447,Nc1cc2c(cc1NC(=O)c1cccs1)OCCO2,Nc1cc2c(cc1NC(=O)c1cccs1)OCCO2
COc1cccc(Oc2ccc(N(C(=O)c3ccco3)C(C(=O)NCCc3cccc(F)c3)c3cccnc3)cc2C(F)(F)F)c1,EN300-7443086,COc1cccc(Oc2ccc(N)cc2C(F)(F)F)c1,COc1cccc(Oc2ccc(N)cc2C(F)(F)F)c1
CC(C)C(CO)C(C(C)C)N(C(=O)c1ccco1)C(C(=O)NCCc1cccc(F)c1)c1cccnc1,EN300-227250,CC(C)C(N)C(CO)C(C)C,CC(C)C(N)C(CO)C(C)C
CC1(C)[C@H]2CC=C(CCN(C(=O)c3ccco3)C(C(=O)NCCc3cccc(F)c3)c3cccnc3)[C@@H]1C2,EN300-1694217,CC1(C)[C@H]2CC=C(CCN)[C@@H]1C2.Cl,CC1(C)[C@H]2CC=C(CCN)[C@@H]1C2
O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(C(=O)c1ccco1)c1ccc(Nc2ccc(F)cc2)c2ccncc12,EN300-73598,Nc1ccc(Nc2ccc(F)cc2)c2ccncc12,Nc1ccc(Nc2ccc(F)cc2)c2ccncc12
O=C1CCC(N2Cc3c(cccc3N(C(=O)c3ccco3)C(C(=O)NCCc3cccc(F)c3)c3cccnc3)C2=O)C(=O)N1,EN300-118706,Nc1cccc2c1CN(C1CCC(=O)NC1=O)C2=O,Nc1cccc2c1CN(C1CCC(=O)NC1=O)C2=O
CC1CC(N(C(=O)c2ccco2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)c2nccn21,EN300-246848,CC1CC(N)c2nccn21,CC1CC(N)c2nccn21
CN1CC(=O)N(Cc2ccc(C(=O)N(C(=O)c3ccco3)C(C(=O)NCCc3cccc(F)c3)c3cccnc3)cc2N)C1=O,EN300-73078,CN1CC(=O)N(Cc2ccc(C(N)=O)cc2N)C1=O,CN1CC(=O)N(Cc2ccc(C(N)=O)cc2N)C1=O
CN1CCN(Cc2ccc(N(C(=O)c3ccco3)C(C(=O)NCCc3cccc(F)c3)c3cccnc3)cc2C(F)(F)F)CC1,EN300-246671,CN1CCN(Cc2ccc(N)cc2C(F)(F)F)CC1,CN1CCN(Cc2ccc(N)cc2C(F)(F)F)CC1
O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(C(=O)c1ccco1)[C@@H]1C[C@@H]1F,EN300-1721647,Cc1ccc(S(=O)(=O)O)cc1.N[C@@H]1C[C@@H]1F,N[C@@H]1C[C@@H]1F
Cc1nc2ccccc2n1Cc1cc(N(C(=O)c2ccco2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)ccc1Cl,EN300-74456,Cc1nc2ccccc2n1Cc1cc(N)ccc1Cl,Cc1nc2ccccc2n1Cc1cc(N)ccc1Cl
Cc1cccn2cc(-c3cccc(N(C(=O)c4ccco4)C(C(=O)NCCc4cccc(F)c4)c4cccnc4)c3)nc12,EN300-1268331,Cc1cccn2cc(-c3cccc(N)c3)nc12.Cl,Cc1cccn2cc(-c3cccc(N)c3)nc12
O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(C(=O)c1ccco1)C1CCN(C2CCN(c3ccc(Cl)cn3)C2)CC1,EN300-7456866,Cl.Cl.Cl.NC1CCN(C2CCN(c3ccc(Cl)cn3)C2)CC1,NC1CCN(C2CCN(c3ccc(Cl)cn3)C2)CC1
CC1(CCN(C(=O)c2ccco2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)COCCO1,EN300-7436088,CC1(CCN)COCCO1.Cl,CC1(CCN)COCCO1
O=C(NCc1ccncc1)Nc1cccc(CN(C(=O)c2ccco2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)c1,EN300-65765,NCc1cccc(NC(=O)NCc2ccncc2)c1,NCc1cccc(NC(=O)NCc2ccncc2)c1
N#CCC1(CN2C(=O)CCc3cc(N(C(=O)c4ccco4)C(C(=O)NCCc4cccc(F)c4)c4cccnc4)ccc32)CC1,EN300-171601,N#CCC1(CN2C(=O)CCc3cc(N)ccc32)CC1,N#CCC1(CN2C(=O)CCc3cc(N)ccc32)CC1
O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(CC1CCN1C1CC1)C(=O)c1ccco1,EN300-246427,NCC1CCN1C1CC1,NCC1CCN1C1CC1
O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(C[C@@H]1C[C@H](F)CN1Cc1cccs1)C(=O)c1ccco1,EN300-159390,NC[C@@H]1C[C@H](F)CN1Cc1cccs1,NC[C@@H]1C[C@H](F)CN1Cc1cccs1
O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(C(=O)c1ccco1)c1ccc(Nc2ccc(OC(F)(F)F)cc2)cc1,EN300-81780,Nc1ccc(Nc2ccc(OC(F)(F)F)cc2)cc1,Nc1ccc(Nc2ccc(OC(F)(F)F)cc2)cc1
O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(C(=O)c1ccco1)C12CCN(CC1)C2,EN300-342668,Cl.Cl.NC12CCN(CC1)C2,NC12CCN(CC1)C2
O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(C(=O)c1ccco1)C(c1ccc(F)cc1)c1ccc(C(F)(F)F)cc1,EN300-133203,NC(c1ccc(F)cc1)c1ccc(C(F)(F)F)cc1,NC(c1ccc(F)cc1)c1ccc(C(F)(F)F)cc1
CCn1ncc(CN(C(=O)c2ccco2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)n1,EN300-226486,CCn1ncc(CN)n1,CCn1ncc(CN)n1
CC1CCCCN1CC(=O)Nc1ccc(F)c(N(C(=O)c2ccco2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)c1,EN300-40874,CC1CCCCN1CC(=O)Nc1ccc(F)c(N)c1,CC1CCCCN1CC(=O)Nc1ccc(F)c(N)c1
O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(C(=O)c1ccco1)C1(c2noc(C3CCOC3)n2)CCCCCC1,EN300-114642,Cl.NC1(c2noc(C3CCOC3)n2)CCCCCC1,NC1(c2noc(C3CCOC3)n2)CCCCCC1
CCCN1CCN(c2ccc(N(C(=O)c3ccco3)C(C(=O)NCCc3cccc(F)c3)c3cccnc3)c(OCC)c2)CC1,EN300-170115,CCCN1CCN(c2ccc(N)c(OCC)c2)CC1.Cl.Cl.Cl,CCCN1CCN(c2ccc(N)c(OCC)c2)CC1
COc1ccc(C(=O)NC2CCS(=O)(=O)C2)cc1N(C(=O)c1ccco1)C(C(=O)NCCc1cccc(F)c1)c1cccnc1,EN300-39609,COc1ccc(C(=O)NC2CCS(=O)(=O)C2)cc1N,COc1ccc(C(=O)NC2CCS(=O)(=O)C2)cc1N
O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(C(=O)c1ccco1)[C@@H]1CN(CC(F)(F)F)C[C@H]1c1ccccc1,EN300-248953,N[C@@H]1CN(CC(F)(F)F)C[C@H]1c1ccccc1,N[C@@H]1CN(CC(F)(F)F)C[C@H]1c1ccccc1
Cc1ccc(N2CCc3c(cccc3N(C(=O)c3ccco3)C(C(=O)NCCc3cccc(F)c3)c3cccnc3)C2)nn1,EN300-122742,Cc1ccc(N2CCc3c(N)cccc3C2)nn1,Cc1ccc(N2CCc3c(N)cccc3C2)nn1
O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(C(=O)c1ccco1)C1CCN(C(=O)C2COc3ccccc3O2)CC1,EN300-73583,Cl.NC1CCN(C(=O)C2COc3ccccc3O2)CC1,NC1CCN(C(=O)C2COc3ccccc3O2)CC1
O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(Cc1cccc(NS(=O)(=O)c2ccc(Cl)cc2)c1)C(=O)c1ccco1,EN300-80656,NCc1cccc(NS(=O)(=O)c2ccc(Cl)cc2)c1,NCc1cccc(NS(=O)(=O)c2ccc(Cl)cc2)c1
Cn1ccc(C(C)(C)N(C(=O)c2ccco2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)n1,EN300-1073192,Cn1ccc(C(C)(C)N)n1,Cn1ccc(C(C)(C)N)n1
O=C(NCCc1cccc(F)c1)C(c1cccnc1)N(C(=O)c1ccco1)c1cc(S(=O)(=O)Nc2cccc(Cl)c2)ccc1O,EN300-02194,Nc1cc(S(=O)(=O)Nc2cccc(Cl)c2)ccc1O,Nc1cc(S(=O)(=O)Nc2cccc(Cl)c2)ccc1O
CC(C)Oc1ccc(-c2ccc(N(C(=O)c3ccco3)C(C(=O)NCCc3cccc(F)c3)c3cccnc3)c(F)c2)cc1,EN300-221058,CC(C)Oc1ccc(-c2ccc(N)c(F)c2)cc1,CC(C)Oc1ccc(-c2ccc(N)c(F)c2)cc1
Cc1cc2nc(-c3ccc(CN(C(=O)c4ccco4)C(C(=O)NCCc4cccc(F)c4)c4cccnc4)cc3)[nH]c2cc1C,EN300-102399,Cc1cc2nc(-c3ccc(CN)cc3)[nH]c2cc1C.Cl.Cl,Cc1cc2nc(-c3ccc(CN)cc3)[nH]c2cc1C
COC1CCN(c2ccc(N(C(=O)c3ccco3)C(C(=O)NCCc3cccc(F)c3)c3cccnc3)cc2C(F)(F)F)CC1,EN300-68227,COC1CCN(c2ccc(N)cc2C(F)(F)F)CC1,COC1CCN(c2ccc(N)cc2C(F)(F)F)CC1
COc1ccc(NC(=O)C2(N(C(=O)c3ccco3)C(C(=O)NCCc3cccc(F)c3)c3cccnc3)CCCC2)cc1OC,EN300-98652,COc1ccc(NC(=O)C2(N)CCCC2)cc1OC,COc1ccc(NC(=O)C2(N)CCCC2)cc1OC
Cc1ccccc1OCCCC(=O)Nc1ccc(CN(C(=O)c2ccco2)C(C(=O)NCCc2cccc(F)c2)c2cccnc2)cc1,EN300-41867,Cc1ccccc1OCCCC(=O)Nc1ccc(CN)cc1,Cc1ccccc1OCCCC(=O)Nc1ccc(CN)cc1
