tert_butyl_product,EN-code,parent_SMILES
COC(=O)C(C)(c1ccccc1)N(C(=O)c1ccco1)C(C(=O)NC(C)(C)C)c1cccnc1,EN300-66228,COC(=O)C(C)(N)c1ccccc1
COC(=O)CC(c1ccccn1)N(C(=O)c1ccco1)C(C(=O)NC(C)(C)C)c1cccnc1,EN300-1605843,COC(=O)CC(N)c1ccccn1
CC(C)(C)NC(=O)C(c1cccnc1)N(CCS(=O)(=O)c1ccc(F)cc1)C(=O)c1ccco1,EN300-110915,NCCS(=O)(=O)c1ccc(F)cc1
Cc1cccc2[nH]cc(CCN(C(=O)c3ccco3)C(C(=O)NC(C)(C)C)c3cccnc3)c12,EN300-69063,Cc1cccc2[nH]cc(CCN)c12
CC(C)C(=O)Nc1cccc(N(C(=O)c2ccco2)C(C(=O)NC(C)(C)C)c2cccnc2)c1,EN300-33512,CC(C)C(=O)Nc1cccc(N)c1
CC(=O)N(C)c1ccc(CN(C(=O)c2ccco2)C(C(=O)NC(C)(C)C)c2cccnc2)cc1,EN300-310024,CC(=O)N(C)c1ccc(CN)cc1
COCCOc1ccc(N(C(=O)c2ccco2)C(C(=O)NC(C)(C)C)c2cccnc2)cc1F,EN300-52737,COCCOc1ccc(N)cc1F
CCS(=O)(=O)Nc1ccc(N(C(=O)c2ccco2)C(C(=O)NC(C)(C)C)c2cccnc2)cc1,EN300-45388,CCS(=O)(=O)Nc1ccc(N)cc1
CC(C)(C)NC(=O)C(c1cccnc1)N(CC1(N2CCOCC2)CCCC1)C(=O)c1ccco1,EN300-76211,NCC1(N2CCOCC2)CCCC1
Cc1ccc(NS(C)(=O)=O)c(N(C(=O)c2ccco2)C(C(=O)NC(C)(C)C)c2cccnc2)c1,EN300-86467,Cc1ccc(NS(C)(=O)=O)c(N)c1
CC(C)(C)NC(=O)C(c1cccnc1)N(Cc1ccc(N2CCCC2)nc1)C(=O)c1ccco1,EN300-31075,NCc1ccc(N2CCCC2)nc1
COc1ccc(C2(CN(C(=O)c3ccco3)C(C(=O)NC(C)(C)C)c3cccnc3)CC2)cc1,EN300-108316,COc1ccc(C2(CN)CC2)cc1
COc1cc(OC)c(N(C(=O)c2ccco2)C(C(=O)NC(C)(C)C)c2cccnc2)cc1OC,EN300-110315,COc1cc(OC)c(OC)cc1N
Cc1ccn(-c2ccccc2N(C(=O)c2ccco2)C(C(=O)NC(C)(C)C)c2cccnc2)n1,EN300-107072,Cc1ccn(-c2ccccc2N)n1
CC(C)(C)NC(=O)C(c1cccnc1)N(Cc1cccc(NS(C)(=O)=O)c1)C(=O)c1ccco1,EN300-26801,CS(=O)(=O)Nc1cccc(CN)c1
Cc1cccc(C2(N(C(=O)c3ccco3)C(C(=O)NC(C)(C)C)c3cccnc3)CCCC2)c1,EN300-66555,Cc1cccc(C2(N)CCCC2)c1
CC(c1nc2cc(Cl)ccc2[nH]1)N(C(=O)c1ccco1)C(C(=O)NC(C)(C)C)c1cccnc1,EN300-303721,CC(N)c1nc2cc(Cl)ccc2[nH]1
COC(=O)Nc1cccc(CN(C(=O)c2ccco2)C(C(=O)NC(C)(C)C)c2cccnc2)c1,EN300-209222,COC(=O)Nc1cccc(CN)c1
CC(C)c1ccc(N(C(=O)c2ccco2)C(C(=O)NC(C)(C)C)c2cccnc2)c(C(C)C)c1,EN300-36539,CC(C)c1ccc(N)c(C(C)C)c1
CC(C)(C)NC(=O)C(c1cccnc1)N(C(=O)c1ccco1)C1CCCSc2ccc(Br)cc21,EN300-315686,NC1CCCSc2ccc(Br)cc21
CC(C)Oc1ccc(CCN(C(=O)c2ccco2)C(C(=O)NC(C)(C)C)c2cccnc2)cc1,EN300-36884,CC(C)Oc1ccc(CCN)cc1
CC(C)(C)NC(=O)C(c1cccnc1)N(C(=O)c1ccco1)C1CCN(C2CCCCC2)CC1,EN300-97846,NC1CCN(C2CCCCC2)CC1
CC(C)C(c1nc(C2CC2)no1)N(C(=O)c1ccco1)C(C(=O)NC(C)(C)C)c1cccnc1,EN300-67138,CC(C)C(N)c1nc(C2CC2)no1
CC(C)(C)NC(=O)C(c1cccnc1)N(C(=O)c1ccco1)C(c1cc(Cl)ccc1Cl)C1CC1,EN300-6735324,NC(c1cc(Cl)ccc1Cl)C1CC1
CC(C)(C)NC(=O)C(c1cccnc1)N(C(=O)c1ccco1)c1ccc(OCC(F)(F)F)cc1,EN300-25380,Nc1ccc(OCC(F)(F)F)cc1
CC(C)(C)NC(=O)C(c1cccnc1)N(C(=O)c1ccco1)c1ccc2nc(C3CC3)sc2c1,EN300-59680,Nc1ccc2nc(C3CC3)sc2c1
CC(C)(C)NC(=O)C(c1cccnc1)N(CCNC(=O)c1cccc(Br)c1)C(=O)c1ccco1,EN300-61953,NCCNC(=O)c1cccc(Br)c1
COc1ccc(CN(C(=O)c2ccco2)C(C(=O)NC(C)(C)C)c2cccnc2)cc1[N+](=O)[O-],EN300-51052,COc1ccc(CN)cc1[N+](=O)[O-]
CC(C)(C)NC(=O)C(c1cccnc1)N(C(=O)c1ccco1)c1ccc2c3c(cccc13)CC2,EN300-53916,Nc1ccc2c3c(cccc13)CC2
Cc1nnnn1-c1cccc(N(C(=O)c2ccco2)C(C(=O)NC(C)(C)C)c2cccnc2)c1,EN300-38962,Cc1nnnn1-c1cccc(N)c1
Cc1ccc(N(C(=O)c2ccco2)C(C(=O)NC(C)(C)C)c2cccnc2)cc1-n1cnnn1,EN300-35741,Cc1ccc(N)cc1-n1cnnn1
CC(C)(C)NC(=O)C(c1cccnc1)N(CCc1ccc2ncccc2c1)C(=O)c1ccco1,EN300-321610,NCCc1ccc2ncccc2c1
CC(C)(C)NC(=O)C(c1cccnc1)N(CC(O)COc1ccccc1Br)C(=O)c1ccco1,EN300-110178,NCC(O)COc1ccccc1Br
CC(C)(C)NC(=O)C(c1cccnc1)N(C(=O)c1ccco1)C(CF)c1cccc(C#N)c1,EN300-1666765,N#Cc1cccc(C(N)CF)c1
CC(C)(C)NC(=O)C(c1cccnc1)N(C(=O)c1ccco1)C1CCCCC1Cc1ccco1,EN300-12430,NC1CCCCC1Cc1ccco1
Cc1ccc(C(F)CN(C(=O)c2ccco2)C(C(=O)NC(C)(C)C)c2cccnc2)cc1C,EN300-1857049,Cc1ccc(C(F)CN)cc1C
Cc1nc(-c2cccc(N(C(=O)c3ccco3)C(C(=O)NC(C)(C)C)c3cccnc3)c2)no1,EN300-50181,Cc1nc(-c2cccc(N)c2)no1
CCC(C)C(c1ccc(Cl)cc1)N(C(=O)c1ccco1)C(C(=O)NC(C)(C)C)c1cccnc1,EN300-86423,CCC(C)C(N)c1ccc(Cl)cc1
CN(CCCN(C(=O)c1ccco1)C(C(=O)NC(C)(C)C)c1cccnc1)Cc1ccccc1,EN300-14111,CN(CCCN)Cc1ccccc1
Cn1cc(N(C(=O)c2ccco2)C(C(=O)NC(C)(C)C)c2cccnc2)c(-c2ccco2)n1,EN300-315294,Cn1cc(N)c(-c2ccco2)n1
COc1ccc(C(C(C)C)N(C(=O)c2ccco2)C(C(=O)NC(C)(C)C)c2cccnc2)cc1,EN300-14172,COc1ccc(C(N)C(C)C)cc1
CCc1nn(C)c(OC)c1CN(C(=O)c1ccco1)C(C(=O)NC(C)(C)C)c1cccnc1,EN300-124977,CCc1nn(C)c(OC)c1CN
CC(C(O)c1c(F)cccc1F)N(C(=O)c1ccco1)C(C(=O)NC(C)(C)C)c1cccnc1,EN300-94394,CC(N)C(O)c1c(F)cccc1F
CN(CCCCN(C(=O)c1ccco1)C(C(=O)NC(C)(C)C)c1cccnc1)c1ccccc1,EN300-52991,CN(CCCCN)c1ccccc1
CC(C)(C)NC(=O)C(c1cccnc1)N(CC1CCN(C(=O)C(C)(C)C)C1)C(=O)c1ccco1,EN300-215333,CC(C)(C)C(=O)N1CCC(CN)C1
CC(C)(C)NC(=O)C(c1cccnc1)N(Cc1c(Cl)oc2ccccc12)C(=O)c1ccco1,EN300-311543,NCc1c(Cl)oc2ccccc12
CC(C)(C)NC(=O)C(c1cccnc1)N(C(=O)c1ccco1)c1ccc(N2CCOC2=O)cc1,EN300-51935,Nc1ccc(N2CCOC2=O)cc1
COc1cccc(CCN(C(=O)c2ccco2)C(C(=O)NC(C)(C)C)c2cccnc2)c1OC,EN300-45045,COc1cccc(CCN)c1OC
COCCCOc1cccc(N(C(=O)c2ccco2)C(C(=O)NC(C)(C)C)c2cccnc2)c1,EN300-101467,COCCCOc1cccc(N)c1
Cc1cc(N(C(=O)c2ccco2)C(C(=O)NC(C)(C)C)c2cccnc2)cc(S(C)(=O)=O)c1,EN300-358954,Cc1cc(N)cc(S(C)(=O)=O)c1
CC(C)(C)NC(=O)C(c1cccnc1)N(CCOc1ccc([N+](=O)[O-])cc1)C(=O)c1ccco1,EN300-73729,NCCOc1ccc([N+](=O)[O-])cc1
CC(c1cc(Cl)cc(Cl)c1F)N(C(=O)c1ccco1)C(C(=O)NC(C)(C)C)c1cccnc1,EN300-651603,CC(N)c1cc(Cl)cc(Cl)c1F
CC(C)(C)NC(=O)C(c1cccnc1)N(C(=O)c1ccco1)c1cccc(-n2nn[nH]c2=O)c1,EN300-1602169,Nc1cccc(-n2nn[nH]c2=O)c1
Cc1ccc(C(C)N(C(=O)c2ccco2)C(C(=O)NC(C)(C)C)c2cccnc2)cc1[N+](=O)[O-],EN300-100192,Cc1ccc(C(C)N)cc1[N+](=O)[O-]
CC(C)(C)NC(=O)C(c1cccnc1)N(Cc1cccc(OCC(F)F)c1)C(=O)c1ccco1,EN300-65075,NCc1cccc(OCC(F)F)c1
Cc1cc(C)n(C)c(=O)c1CN(C(=O)c1ccco1)C(C(=O)NC(C)(C)C)c1cccnc1,EN300-3002923,Cc1cc(C)n(C)c(=O)c1CN
CC(C)(C)NC(=O)C(c1cccnc1)N(CC1CCN(CC(F)(F)F)CC1)C(=O)c1ccco1,EN300-156842,NCC1CCN(CC(F)(F)F)CC1
CC(C)(C)NC(=O)C(c1cccnc1)N(Cc1csc(-c2ccccc2)n1)C(=O)c1ccco1,EN300-110461,NCc1csc(-c2ccccc2)n1
CC(C)(C)NC(=O)C(c1cccnc1)N(C(=O)c1ccco1)c1ccc(Br)c2c1CCCC2,EN300-6474286,Nc1ccc(Br)c2c1CCCC2
Cc1cccc2c1C(N(C(=O)c1ccco1)C(C(=O)NC(C)(C)C)c1cccnc1)CCC2,EN300-7432408,Cc1cccc2c1C(N)CCC2
CC(C)(C)NC(=O)C(c1cccnc1)N(CC1CCCC2(CCOC2)O1)C(=O)c1ccco1,EN300-1697137,NCC1CCCC2(CCOC2)O1
CNC(=O)c1cc(Br)cc(N(C(=O)c2ccco2)C(C(=O)NC(C)(C)C)c2cccnc2)c1,EN300-874631,CNC(=O)c1cc(N)cc(Br)c1
CC(C)(C)NC(=O)C(c1cccnc1)N(CC1CCCN(CC(F)(F)F)C1)C(=O)c1ccco1,EN300-225018,NCC1CCCN(CC(F)(F)F)C1
CC(C)(C)NC(=O)C(c1cccnc1)N(CCS(=O)(=O)Nc1ccccc1)C(=O)c1ccco1,EN300-43434,NCCS(=O)(=O)Nc1ccccc1
CC(C)(C)NC(=O)C(c1cccnc1)N(CC(C)(C)c1ccc(F)cn1)C(=O)c1ccco1,EN300-1843047,CC(C)(CN)c1ccc(F)cn1
CC1C(c2ccccc2)CC1N(C(=O)c1ccco1)C(C(=O)NC(C)(C)C)c1cccnc1,EN300-109940,CC1C(N)CC1c1ccccc1
CC(c1cccc(OC(F)F)c1)N(C(=O)c1ccco1)C(C(=O)NC(C)(C)C)c1cccnc1,EN300-40830,CC(N)c1cccc(OC(F)F)c1
CC(C)CCN1CCC(CN(C(=O)c2ccco2)C(C(=O)NC(C)(C)C)c2cccnc2)CC1,EN300-101807,CC(C)CCN1CCC(CN)CC1
CC(C)(C)NC(=O)C(c1cccnc1)N(C(=O)c1ccco1)C1(c2ncc(Br)cn2)CCC1,EN300-706235,NC1(c2ncc(Br)cn2)CCC1
Cn1c(CN(C(=O)c2ccco2)C(C(=O)NC(C)(C)C)c2cccnc2)nc2ccncc21,EN300-208916,Cn1c(CN)nc2ccncc21
CC(C)Oc1cc(N(C(=O)c2ccco2)C(C(=O)NC(C)(C)C)c2cccnc2)ccc1Br,EN300-332338,CC(C)Oc1cc(N)ccc1Br
Cc1cc2ccc(CN(C(=O)c3ccco3)C(C(=O)NC(C)(C)C)c3cccnc3)cc2[nH]1,EN300-6488545,Cc1cc2ccc(CN)cc2[nH]1
CC(=O)Nc1cccc(C(C)N(C(=O)c2ccco2)C(C(=O)NC(C)(C)C)c2cccnc2)c1,EN300-31179,CC(=O)Nc1cccc(C(C)N)c1
CC(C)(C)NC(=O)C(c1cccnc1)N(Cc1nc(-c2ccccn2)cs1)C(=O)c1ccco1,EN300-298532,NCc1nc(-c2ccccn2)cs1
CC(C)(C)NC(=O)C(c1cccnc1)N(C(=O)c1ccco1)C1c2ccccc2CC12CC2,EN300-7445545,NC1c2ccccc2CC12CC2
CC(C)(C)NC(=O)C(c1cccnc1)N(C(=O)c1ccco1)[C@H]1C[C@H](c2ccc(Cl)cc2)C1,EN300-194997,N[C@H]1C[C@H](c2ccc(Cl)cc2)C1
COc1cccc(OCCCN(C(=O)c2ccco2)C(C(=O)NC(C)(C)C)c2cccnc2)c1,EN300-82170,COc1cccc(OCCCN)c1
CC(C)(C)NC(=O)C(c1cccnc1)N(C(=O)c1ccco1)c1cnn(Cc2cccnc2)c1,EN300-62095,Nc1cnn(Cc2cccnc2)c1
CC(C)(C)NC(=O)C(c1cccnc1)N(Cc1noc2c1CCCCC2)C(=O)c1ccco1,EN300-328616,NCc1noc2c1CCCCC2
COC(=O)C(CN(C(=O)c1ccco1)C(C(=O)NC(C)(C)C)c1cccnc1)CC(C)(C)C,EN300-6482679,COC(=O)C(CN)CC(C)(C)C
CCOC(CCN(C(=O)c1ccco1)C(C(=O)NC(C)(C)C)c1cccnc1)C1CCCC1,EN300-97975,CCOC(CCN)C1CCCC1
CC(c1ccc(S(C)(=O)=O)cc1)N(C(=O)c1ccco1)C(C(=O)NC(C)(C)C)c1cccnc1,EN300-15205,CC(N)c1ccc(S(C)(=O)=O)cc1
CC(C)(C)NC(=O)C(c1cccnc1)N(C(=O)c1ccco1)c1cnn(Cc2ccccn2)c1,EN300-62094,Nc1cnn(Cc2ccccn2)c1
COc1cc(I)c(Cl)cc1CN(C(=O)c1ccco1)C(C(=O)NC(C)(C)C)c1cccnc1,EN300-195315,COc1cc(I)c(Cl)cc1CN
CC(C)(C)NC(=O)C(c1cccnc1)N(CC(C)(C)C1(O)CCCOC1)C(=O)c1ccco1,EN300-305415,CC(C)(CN)C1(O)CCCOC1
COc1cccc(C(CF)N(C(=O)c2ccco2)C(C(=O)NC(C)(C)C)c2cccnc2)c1,EN300-319428,COc1cccc(C(N)CF)c1
CC(C)C(C(=O)N1CCOCC1)N(C(=O)c1ccco1)C(C(=O)NC(C)(C)C)c1cccnc1,EN300-102657,CC(C)C(N)C(=O)N1CCOCC1
CC(c1ccccc1OC(F)F)N(C(=O)c1ccco1)C(C(=O)NC(C)(C)C)c1cccnc1,EN300-31719,CC(N)c1ccccc1OC(F)F
CC(C)(C)NC(=O)C(c1cccnc1)N(CC(C)(C)C1(O)CCCCC1)C(=O)c1ccco1,EN300-682524,CC(C)(CN)C1(O)CCCCC1
C#CC(Cc1cccc(F)c1)N(C(=O)c1ccco1)C(C(=O)NC(C)(C)C)c1cccnc1,EN300-1702649,C#CC(N)Cc1cccc(F)c1
Cn1cncc1C(CCO)CN(C(=O)c1ccco1)C(C(=O)NC(C)(C)C)c1cccnc1,EN300-6325789,Cn1cncc1C(CN)CCO
CC(C)(C)NC(=O)C(c1cccnc1)N(CCc1nc2c(s1)CCCCC2)C(=O)c1ccco1,EN300-3040834,NCCc1nc2c(s1)CCCCC2
CC(C)(C)NC(=O)C(c1cccnc1)N(Cc1c(O)ccc2ccccc12)C(=O)c1ccco1,EN300-91332,NCc1c(O)ccc2ccccc12
CC(C)(C)NC(=O)C(c1cccnc1)N(C(=O)c1ccco1)[C@H]1CCCc2cc(F)ccc21,EN300-100031,N[C@H]1CCCc2cc(F)ccc21
CC(C)(C)NC(=O)C(c1cccnc1)N(C(=O)c1ccco1)c1cnc2ccc(Br)cc2c1,EN300-361747,Nc1cnc2ccc(Br)cc2c1
CC(C)(C)NC(=O)C(c1cccnc1)N(C(=O)c1ccco1)C(CO)Cc1ccc(I)cc1,EN300-194902,NC(CO)Cc1ccc(I)cc1
CC(C)(C)NC(=O)C(c1cccnc1)N(CCCS(=O)(=O)c1ccccc1)C(=O)c1ccco1,EN300-56926,NCCCS(=O)(=O)c1ccccc1
CC(C)COc1ccccc1CN(C(=O)c1ccco1)C(C(=O)NC(C)(C)C)c1cccnc1,EN300-52099,CC(C)COc1ccccc1CN
CC(C)(C)NC(=O)C(c1cccnc1)N(CC(F)(F)c1ccc(Br)cc1)C(=O)c1ccco1,EN300-306485,NCC(F)(F)c1ccc(Br)cc1
COC(=O)CC1CC(N(C(=O)c2ccco2)C(C(=O)NC(C)(C)C)c2cccnc2)C1(C)C,EN300-1722645,COC(=O)CC1CC(N)C1(C)C
CC(C)(C)NC(=O)C(c1cccnc1)N(Cc1ccc(Br)cc1[N+](=O)[O-])C(=O)c1ccco1,EN300-378125,NCc1ccc(Br)cc1[N+](=O)[O-]
CCCCOc1ccc(N(C(=O)c2ccco2)C(C(=O)NC(C)(C)C)c2cccnc2)c(C)c1,EN300-52272,CCCCOc1ccc(N)c(C)c1
Cc1cc(Cl)ccc1OCCCN(C(=O)c1ccco1)C(C(=O)NC(C)(C)C)c1cccnc1,EN300-54273,Cc1cc(Cl)ccc1OCCCN
CC(C)(C)NC(=O)C(c1cccnc1)N(C(=O)c1ccco1)c1cccnc1OCC(F)F,EN300-122568,Nc1cccnc1OCC(F)F
CC(C)(C)NC(=O)C(c1cccnc1)N(C(=O)c1ccco1)C(CO)c1ccc(Br)c(F)c1,EN300-220328,NC(CO)c1ccc(Br)c(F)c1
Cc1cc(OCCO)cc(N(C(=O)c2ccco2)C(C(=O)NC(C)(C)C)c2cccnc2)c1,EN300-184469,Cc1cc(N)cc(OCCO)c1
CC(C)CCOc1cccc(N(C(=O)c2ccco2)C(C(=O)NC(C)(C)C)c2cccnc2)c1,EN300-55710,CC(C)CCOc1cccc(N)c1
CC(C)Nc1cccc(CN(C(=O)c2ccco2)C(C(=O)NC(C)(C)C)c2cccnc2)c1,EN300-89358,CC(C)Nc1cccc(CN)c1
Cc1cc(C(C)(C)N(C(=O)c2ccco2)C(C(=O)NC(C)(C)C)c2cccnc2)ccc1Br,EN300-218269,Cc1cc(C(C)(C)N)ccc1Br
CC(C)(C)NC(=O)C(c1cccnc1)N(C(=O)c1ccco1)c1ccc2oc(CO)cc2c1,EN300-223180,Nc1ccc2oc(CO)cc2c1
CCC(c1cc(F)cc(Br)c1)N(C(=O)c1ccco1)C(C(=O)NC(C)(C)C)c1cccnc1,EN300-154266,CCC(N)c1cc(F)cc(Br)c1
CC(C)(C)NC(=O)C(c1cccnc1)N(CC1CCc2cc(F)ccc21)C(=O)c1ccco1,EN300-7432176,NCC1CCc2cc(F)ccc21
COc1cc(N(C(=O)c2ccco2)C(C(=O)NC(C)(C)C)c2cccnc2)cc(OC)c1C,EN300-131853,COc1cc(N)cc(OC)c1C
CC(C)(C)NC(=O)C(c1cccnc1)N(C(=O)c1ccco1)c1ccccc1OC1CCCC1,EN300-44051,Nc1ccccc1OC1CCCC1
CC(C)(C)NC(=O)C(c1cccnc1)N(Cc1nc2cc(F)ccc2o1)C(=O)c1ccco1,EN300-222017,NCc1nc2cc(F)ccc2o1
CC(C)(C)NC(=O)C(c1cccnc1)N(CC(F)(F)c1cccc(F)c1)C(=O)c1ccco1,EN300-298770,NCC(F)(F)c1cccc(F)c1
COC(=O)CC[C@@H](C(=O)OC)N(C(=O)c1ccco1)C(C(=O)NC(C)(C)C)c1cccnc1,EN300-172753,COC(=O)CC[C@H](N)C(=O)OC
CC(C)(C)NC(=O)C(c1cccnc1)N(C(=O)c1ccco1)c1ccc2nccc(O)c2c1,EN300-331853,Nc1ccc2nccc(O)c2c1
CC(C)CC(=O)N1CCC(N(C(=O)c2ccco2)C(C(=O)NC(C)(C)C)c2cccnc2)CC1,EN300-56511,CC(C)CC(=O)N1CCC(N)CC1
CC(C)(C)NC(=O)C(c1cccnc1)N(C(=O)c1ccco1)c1ccc(Cl)cc1C(C)(C)O,EN300-7460683,CC(C)(O)c1cc(Cl)ccc1N
CC(C)(C)NC(=O)C(c1cccnc1)N(C(=O)c1ccco1)c1ccc(-c2ccns2)cc1,EN300-6379174,Nc1ccc(-c2ccns2)cc1
COC(=O)C(C)(CN(C(=O)c1ccco1)C(C(=O)NC(C)(C)C)c1cccnc1)C(=O)OC,EN300-8228386,COC(=O)C(C)(CN)C(=O)OC
CC(C)(C)NC(=O)C(c1cccnc1)N(C(=O)c1ccco1)c1ccccc1CC(F)(F)F,EN300-84805,Nc1ccccc1CC(F)(F)F
CC(C)(C)NC(=O)C(c1cccnc1)N(C(=O)c1ccco1)C1CCN(C(=O)C(C)(C)C)CC1,EN300-267530,CC(C)(C)C(=O)N1CCC(N)CC1
COc1cccc([C@H](CO)N(C(=O)c2ccco2)C(C(=O)NC(C)(C)C)c2cccnc2)c1,EN300-302326,COc1cccc([C@@H](N)CO)c1
CC(C)(C)NC(=O)C(c1cccnc1)N(C(=O)c1ccco1)c1ccc(-c2nncs2)cc1,EN300-171946,Nc1ccc(-c2nncs2)cc1
CCOC1CC(N(C(=O)c2ccco2)C(C(=O)NC(C)(C)C)c2cccnc2)C12CCCC2,EN300-94809,CCOC1CC(N)C12CCCC2
CC(C)(C)NC(=O)C(c1cccnc1)N(Cc1nccc(C(F)(F)F)n1)C(=O)c1ccco1,EN300-254713,NCc1nccc(C(F)(F)F)n1
CC(Cc1ccc(C#N)cc1)N(C(=O)c1ccco1)C(C(=O)NC(C)(C)C)c1cccnc1,EN300-269469,CC(N)Cc1ccc(C#N)cc1
CC(C)(C)NC(=O)C(c1cccnc1)N(Cc1noc2cc(F)ccc12)C(=O)c1ccco1,EN300-345764,NCc1noc2cc(F)ccc12
COCC(C1CCC(C)CC1)N(C(=O)c1ccco1)C(C(=O)NC(C)(C)C)c1cccnc1,EN300-126114,COCC(N)C1CCC(C)CC1
CCCn1ncc(N(C(=O)c2ccco2)C(C(=O)NC(C)(C)C)c2cccnc2)c1C1CC1,EN300-123445,CCCn1ncc(N)c1C1CC1
CC(C)(C)NC(=O)C(c1cccnc1)N(C(=O)c1ccco1)C1c2ccccc2C2CC1C2,EN300-7427797,NC1c2ccccc2C2CC1C2
Cc1cc(=O)[nH]c(C(C)(C)N(C(=O)c2ccco2)C(C(=O)NC(C)(C)C)c2cccnc2)n1,EN300-247361,Cc1cc(=O)[nH]c(C(C)(C)N)n1
CC(C)(C)NC(=O)C(c1cccnc1)N(C(=O)c1ccco1)C(C)(C)CC(=O)OC(C)(C)C,EN300-640675,CC(C)(N)CC(=O)OC(C)(C)C
CC(C)(C)NC(=O)C(c1cccnc1)N(CCc1cccc2[nH]ccc12)C(=O)c1ccco1,EN300-118880,NCCc1cccc2[nH]ccc12
CC1(CN(C(=O)c2ccco2)C(C(=O)NC(C)(C)C)c2cccnc2)Cc2ccccc2C1,EN300-124569,CC1(CN)Cc2ccccc2C1
Cc1ccc2cccc(N(C(=O)c3ccco3)C(C(=O)NC(C)(C)C)c3cccnc3)c2n1,EN300-66741,Cc1ccc2cccc(N)c2n1
COC(=O)C(Cc1cncs1)N(C(=O)c1ccco1)C(C(=O)NC(C)(C)C)c1cccnc1,EN300-322859,COC(=O)C(N)Cc1cncs1
CC(C)(C)NC(=O)C(c1cccnc1)N(C(=O)c1ccco1)c1cccnc1OC(F)(F)F,EN300-6473563,Nc1cccnc1OC(F)(F)F
CCOC(=O)CC1(N(C(=O)c2ccco2)C(C(=O)NC(C)(C)C)c2cccnc2)CCCC1,EN300-189413,CCOC(=O)CC1(N)CCCC1
CC(C)(C)NC(=O)C(c1cccnc1)N(C(=O)c1ccco1)c1ccc2c(c1)C(=O)NCC2,EN300-119893,Nc1ccc2c(c1)C(=O)NCC2
Cc1cc(C(C)N(C(=O)c2ccco2)C(C(=O)NC(C)(C)C)c2cccnc2)cc(C)c1F,EN300-90639,Cc1cc(C(C)N)cc(C)c1F
CC(C)(C)NC(=O)C(c1cccnc1)N(C(=O)c1ccco1)C1CCC(OC(C)(C)C)CC1,EN300-307590,CC(C)(C)OC1CCC(N)CC1
COC(C)(CN(C(=O)c1ccco1)C(C(=O)NC(C)(C)C)c1cccnc1)c1ccccc1,EN300-245337,COC(C)(CN)c1ccccc1
CC(C)(C)NC(=O)C(c1cccnc1)N(CCC(C(F)(F)F)C(F)(F)F)C(=O)c1ccco1,EN300-7473275,NCCC(C(F)(F)F)C(F)(F)F
CC(CCCc1cccnc1)N(C(=O)c1ccco1)C(C(=O)NC(C)(C)C)c1cccnc1,EN300-250921,CC(N)CCCc1cccnc1
CC(C)(C)NC(=O)C(c1cccnc1)N(C(=O)c1ccco1)C1(c2ccccc2Br)CCC1,EN300-262712,NC1(c2ccccc2Br)CCC1
CCCCCCCCC(CO)N(C(=O)c1ccco1)C(C(=O)NC(C)(C)C)c1cccnc1,EN300-687011,CCCCCCCCC(N)CO
CC(C)(C)NC(=O)C(c1cccnc1)N(C(=O)c1ccco1)[C@@H]1CCCc2ccc(Cl)cc21,EN300-322887,N[C@@H]1CCCc2ccc(Cl)cc21
COC(=O)c1cc(CN(C(=O)c2ccco2)C(C(=O)NC(C)(C)C)c2cccnc2)c(C)o1,EN300-1073013,COC(=O)c1cc(CN)c(C)o1
CC(C)(C)NC(=O)C(c1cccnc1)N(CC(C)(O)c1cccc(Cl)c1)C(=O)c1ccco1,EN300-137239,CC(O)(CN)c1cccc(Cl)c1
CC(C)(C)NC(=O)C(c1cccnc1)N(C(=O)c1ccco1)C1CCCc2cc(F)ccc21,EN300-123158,NC1CCCc2cc(F)ccc21
CC(C)(C)NC(=O)C(c1cccnc1)N(CC1(c2ccccc2Br)CC1)C(=O)c1ccco1,EN300-84553,NCC1(c2ccccc2Br)CC1
CC(C)COC1CC(N(C(=O)c2ccco2)C(C(=O)NC(C)(C)C)c2cccnc2)C1(C)C,EN300-82113,CC(C)COC1CC(N)C1(C)C
CC(C)(C)NC(=O)C(c1cccnc1)N(CC(C)(O)c1ccccc1Cl)C(=O)c1ccco1,EN300-137222,CC(O)(CN)c1ccccc1Cl
Cc1ccc(C(C)(C)CN(C(=O)c2ccco2)C(C(=O)NC(C)(C)C)c2cccnc2)nc1,EN300-306327,Cc1ccc(C(C)(C)CN)nc1
CC(C)c1nc(CCN(C(=O)c2ccco2)C(C(=O)NC(C)(C)C)c2cccnc2)n(C)n1,EN300-395399,CC(C)c1nc(CCN)n(C)n1
CC(C)(C)NC(=O)C(c1cccnc1)N(C(=O)c1ccco1)c1cccc(OC(C)(C)C)c1,EN300-152310,CC(C)(C)Oc1cccc(N)c1
CC(C)(C)NC(=O)C(c1cccnc1)N(Cc1cc(=O)[nH]c(C2CC2)n1)C(=O)c1ccco1,EN300-393790,NCc1cc(=O)[nH]c(C2CC2)n1
CC(C)(C)NC(=O)C(c1cccnc1)N(C(=O)c1ccco1)c1cnc2c(F)cccc2c1,EN300-299089,Nc1cnc2c(F)cccc2c1
CC(C)(C)NC(=O)C(c1cccnc1)N(C(=O)c1ccco1)C(C1CCCOC1)C(F)(F)F,EN300-1168551,NC(C1CCCOC1)C(F)(F)F
CC(C)(C)NC(=O)C(c1cccnc1)N(C(=O)c1ccco1)c1cc(F)c2ccccc2c1,EN300-7504600,Nc1cc(F)c2ccccc2c1
