Molecule Name,SMILES,Batch Name,Canonical PostEra ID,ProteaseAssay_Fluorescence_Dose-Response_Weizmann: IC50 (µM),ProteaseAssay_Fluorescence_Dose-Response_Weizmann: IC50 CI (Lower) (µM),ProteaseAssay_Fluorescence_Dose-Response_Weizmann: IC50 CI (Upper) (µM),ProteaseAssay_Fluorescence_Dose-Response_Weizmann: Hill slope,ProteaseAssay_Fluorescence_Dose-Response_Weizmann: Curve class
CVD-0013880,CC(C)(C)c1ccc(cc1)N(C(C(=O)NCCc1cccc(F)c1)c1cccnc1)C(=O)c1cocn1,001,ALP-POS-02c6a514-50,0.557,0.512,0.606,1.03,1.1
CVD-0013879,CC(C)(C)c1ccc(cc1)N(C(C(=O)NCCc1cccc(F)c1)c1cccnc1)C(=O)c1nccs1,001,ALP-POS-02c6a514-49,0.800,0.740,0.865,1.02,1.1
CVD-0013877,CC(C)(C)c1ccc(cc1)N(C(C(=O)NCCc1cccc(F)c1)c1cccnc1)C(=O)c1ncc[nH]1,001,ALP-POS-02c6a514-46,5.29,4.82,5.79,1.10,1.1
CVD-0013876,CC(C)(C)c1ccc(cc1)N(C(C(=O)NCCc1cccc(F)c1)c1cccnc1)C(=O)c1cn2ccccc2n1,001,ALP-POS-02c6a514-45,18.2,16.2,20.4,0.980,2.1
CVD-0013875,Cc1ccncc1C(N(C(=O)c1ccco1)c1ccc(cc1)C(C)(C)C)C(=O)NCCc1cccc(F)c1,001,ALP-POS-02c6a514-44,0.112,0.106,0.118,1.09,2.1
CVD-0013873,CC(C)(C)c1ccc(cc1)N(C(C(=O)NCCc1cccc(F)c1)c1cnc2ccccn12)C(=O)c1ccco1,001,ALP-POS-02c6a514-34,37.5,33.5,41.9,1.06,2.1
CVD-0013871,CC(C)(C)c1ccc(cc1)N(C(C(=O)NCCc1cccc(F)c1)c1cncc2ccccc12)C(=O)c1ccco1,001,ALP-POS-02c6a514-32,0.403,0.379,0.428,1.17,1.1
CVD-0013865,CC(C)(C)c1ccc(cc1)N(C(C(=O)NCCc1cccc(F)c1)c1cccnc1)C(=O)C1CCCO1,001,ALP-POS-02c6a514-17,5.56,5.07,6.10,0.978,1.1
CVD-0013860,CC(C)(C)c1ccc(cc1)N(C(C(=O)NCCc1cccc(F)c1)c1snc2ccccc12)C(=O)c1ccco1,001,ALP-POS-02c6a514-9,5.33,4.18,6.81,0.813,1.1
CVD-0013857,Fc1cccc(CCNC(=O)C(N(C2CCN(CC2)c2ccccc2)C(=O)c2ccco2)c2cccnc2)c1,001,ALP-POS-b0bc6a46-28,79.6,67.4,94.0,0.971,2.1
CVD-0013853,Fc1cccc(CCNC(=O)C(N(C(=O)c2ccco2)c2ccc(cc2)C#N)c2cccnc2)c1,001,ALP-POS-b0bc6a46-24,10.4,9.71,11.1,1.08,1.1
CVD-0013852,CC(=O)c1ccc(cc1)N(C(C(=O)NCCc1cccc(F)c1)c1cccnc1)C(=O)c1ccco1,001,ALP-POS-b0bc6a46-23,56.3,50.6,62.5,1.24,2.1
CVD-0013851,COc1ccc(cc1)N(C(C(=O)NCCc1cccc(F)c1)c1cccnc1)C(=O)c1ccco1,001,ALP-POS-b0bc6a46-22,30.5,27.8,33.5,1.00,2.1
CVD-0013849,CSc1ccc(CN(C(C(=O)NCCc2cccc(F)c2)c2cccnc2)C(=O)c2ccco2)cc1C#N,001,ALP-POS-b0bc6a46-20,54.9,48.8,61.8,0.928,2.1
CVD-0013848,Oc1ccc2CCCCc2c1CN(C(C(=O)NCCc1cccc(F)c1)c1cccnc1)C(=O)c1ccco1,001,ALP-POS-b0bc6a46-19,12.1,11.2,13.0,1.10,1.1
CVD-0013846,COC(=O)CCSc1cc(Cl)ccc1N(C(C(=O)NCCc1cccc(F)c1)c1cccnc1)C(=O)c1ccco1,001,ALP-POS-b0bc6a46-17,16.6,15.3,18.1,0.899,2.1
CVD-0013845,Fc1cccc(CCNC(=O)C(N(C(=O)c2ccco2)c2ccc(cc2)-c2n[nH]c3CCOCc23)c2cccnc2)c1,001,ALP-POS-b0bc6a46-16,43.0,37.9,48.8,0.966,2.1
CVD-0013843,COc1ccc(cc1NC(=O)C1CCCCC1)N(C(C(=O)NCCc1cccc(F)c1)c1cccnc1)C(=O)c1ccco1,001,ALP-POS-b0bc6a46-14,62.7,53.4,73.6,0.865,2.1
CVD-0013841,CC(C)(C)c1cnc(s1)N(C(C(=O)NCCc1cccc(F)c1)c1cccnc1)C(=O)c1ccco1,001,ALP-POS-b0bc6a46-12,3.94,3.60,4.32,1.03,1.1
CVD-0013839,Fc1cccc(CCNC(=O)C(N(Cc2ccccc2C2CCC2)C(=O)c2ccco2)c2cccnc2)c1,001,ALP-POS-b0bc6a46-10,1.93,1.81,2.05,1.04,1.1
CVD-0013834,Fc1cccc(CCNC(=O)C(N(C(=O)c2ccco2)c2ccc(cc2)C2CCCC2)c2cccnc2)c1,001,ALP-POS-b0bc6a46-5,0.282,0.264,0.300,1.01,2.1
CVD-0013826,Nc1cncc2N(CCCc12)C(=O)Cc1cccc(Cl)c1,001,ALP-POS-cd485364-2,41.4,36.7,46.8,0.915,2.1
CVD-0013826,Nc1cncc2N(CCCc12)C(=O)Cc1cccc(Cl)c1,001,ALP-POS-cd485364-2,25.5,23.7,27.5,1.20,2.1
CVD-0013813,Clc1ccc2OCC[C@]3(NC(=O)N(C3=O)c3cncc4ccccc34)c2c1,001,VLA-UCB-34f3ed0c-11,20.5,18.6,22.6,1.06,2.1
CVD-0013700,CC(C)(C)c1ccc(cc1)N([C@H](C(=O)NCCc1cccc(F)c1)c1cccnc1)C(=O)C=C,001,PAU-WEI-5b8d5051-1,2.86,2.67,3.05,1.22,1.1
CVD-0013694,Clc1ccc2CCC=C(C(=O)Nc3cncc4ccccc34)c2c1,001,MAT-POS-0c8fa4a7-1,0.233,0.198,0.275,0.920,2.1
CVD-0013693,Clc1cc(OC2CC(=O)N2)cc(c1)N(CCC1CCCCC1)C(=O)Nc1cncc2ccccc12,001,MAT-POS-53907a1c-3,0.706,0.622,0.800,1.14,1.1
CVD-0013693,Clc1cc(OC2CC(=O)N2)cc(c1)N(CCC1CCCCC1)C(=O)Nc1cncc2ccccc12,001,MAT-POS-53907a1c-3,0.527,0.500,0.557,1.05,1.1
CVD-0013693,Clc1cc(OC2CC(=O)N2)cc(c1)N(CCC1CCCCC1)C(=O)Nc1cncc2ccccc12,001,MAT-POS-53907a1c-3,0.182,0.168,0.199,1.03,2.1
CVD-0013693,Clc1cc(OC2CC(=O)N2)cc(c1)N(CCC1CCCCC1)C(=O)Nc1cncc2ccccc12,001,MAT-POS-53907a1c-3,0.109,0.102,0.115,1.17,1.1
CVD-0013693,Clc1cc(OC2CC(=O)N2)cc(c1)N(CCC1CCCCC1)C(=O)Nc1cncc2ccccc12,001,MAT-POS-53907a1c-3,0.0578,0.0541,0.0618,0.981,2.1
CVD-0013692,CC(C)Oc1cc(Cl)cc(c1)N(CCC1CCCCC1)C(=O)Nc1cnccc1C,001,MAT-POS-53907a1c-2,24.6,16.5,36.5,0.596,2.3
CVD-0013679,Clc1ccc2OCCC(C(=O)Nc3cncc4cc(CN5CCNCC5)ccc34)c2c1,001,MAK-UNK-8be7dca9-1,1.83,1.55,2.17,1.22,1.1
CVD-0013559,CN1CCC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc12,001,MIC-UNK-91acba05-6,0.443,0.417,0.471,1.16,1.1
CVD-0013558,Clc1ccc2c(c1)C(CCS2(=O)=O)C(=O)Nc1cncc2ccccc12,001,MIC-UNK-91acba05-3,0.288,0.267,0.310,1.00,1.1
CVD-0013557,CN1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,002,MIC-UNK-91acba05-2,0.335,0.302,0.371,1.16,1.1
CVD-0013556,Clc1ccc2C(=O)NCC(C(=O)Nc3cncc4ccccc34)c2c1,001,MIC-UNK-91acba05-1,0.208,0.183,0.237,0.883,2.1
CVD-0013554,Clc1cccc(CN(C(=O)Cn2nnc3ccccc23)c2ccc(cc2)N2CCCCC2)c1,001,CHO-MSK-00c5269a-5,3.65,2.72,4.89,0.657,1.1
CVD-0013553,Clc1cccc(CN(C(=O)Cn2nnc3ccccc23)c2ccc(cc2)N2CCOCC2)c1,001,CHO-MSK-00c5269a-4,3.70,3.42,4.00,1.02,1.1
CVD-0013552,COc1ccc(cc1)N(Cc1cccc(Cl)c1)C(=O)Cn1nnc2ccccc12,001,CHO-MSK-00c5269a-2,1.14,1.06,1.23,1.04,1.1
CVD-0013551,Cc1ccc(cc1)N(Cc1cccc(Cl)c1)C(=O)Cn1nnc2ccccc12,001,CHO-MSK-00c5269a-1,2.33,2.00,2.72,0.946,1.1
CVD-0013548,O=C(Cc1cncc2ccccc12)N(CCC1CCCCC1)Cc1cccs1,001,ALP-POS-64a710fa-1,9.86,6.14,15.8,1.01,1.3
CVD-0013519,Clc1cccc(CC(=O)Nc2cncc3CCCc23)c1,001,MAT-POS-199e2e7c-1,5.16,4.86,5.48,1.07,1.1
CVD-0013518,Clc1cccc2C(COc12)C(=O)Nc1cncc2ccccc12,001,FRA-DIA-c7e803f4-1,4.76,4.51,5.01,0.940,1.1
CVD-0013509,Clc1cc(CC(=O)Nc2cncc3ccccc23)cc(c1)-c1nnc[nH]1,001,RAL-THA-1d44ff04-8,5.30,4.84,5.80,0.974,1.1
CVD-0013488,Cc1ccn2cnnc2c1NC(=O)Cc1cccc(Cl)c1,001,EDJ-MED-c8e7a002-4,75.3,67.8,83.6,1.10,2.1
CVD-0013482,Clc1cccc(CC(=O)NC2CC(=O)c3ccccc23)c1,001,ALP-POS-8b8a49e1-6,53.8,38.3,75.4,1.04,2.3
CVD-0013477,Cc1cc(nc2n[nH]c(NC(=O)C3CCOc4ccc(Cl)cc34)c12)C(F)(F)F,001,JAG-UCB-52b62a6f-19,26.0,23.2,29.1,1.24,2.1
CVD-0013476,Clc1ccc2OCCC(C(=O)Nc3n[nH]c4ccncc34)c2c1,001,JAG-UCB-52b62a6f-16,70.3,54.5,90.6,1.45,2.3
CVD-0013470,COc1ccc2c(NC(=O)C3CCOc4ccc(Cl)cc34)noc2c1,001,JAG-UCB-52b62a6f-10,61.5,55.8,67.8,2.08,2.1
CVD-0013422,Clc1ccc(Cl)c(CC(=O)Nc2cncc3ccccc23)c1,001,PET-UNK-dd44aeb6-2,1.02,0.723,1.44,0.699,1.1
CVD-0013421,Fc1ccc(Cl)cc1CC(=O)Nc1cncc2ccccc12,001,PET-UNK-dd44aeb6-1,0.707,0.641,0.780,0.972,1.1
CVD-0013309,Clc1ccc2OCC[C@@H](C(=O)N(C(=O)C=C)c3cncc4ccccc34)c2c1,001,VLA-UCB-50c39ae8-7,0.828,0.686,0.999,0.785,1.1
CVD-0013304,Clc1ccc2OCC[C@]3(CC(=O)N(C3=O)c3cncc4ccccc34)c2c1,001,VLA-UCB-50c39ae8-2,0.246,0.216,0.280,1.24,1.1
CVD-0013297,Clc1cc(CC2CC(=O)N2)cc(CC(=O)Nc2cncc3ccccc23)c1,001,EDJ-MED-50011917-1,4.57,4.07,5.13,1.18,1.1
CVD-0013295,C[C@H]1COC2=C(C=C(Cl)C=C2)[C@@H]1C(=O)NC1=C2C=CC=CC2=CN=C1,001,EDJ-MED-e4b030d8-11,0.145,0.132,0.158,1.07,2.1
CVD-0013295,C[C@H]1COC2=C(C=C(Cl)C=C2)[C@@H]1C(=O)NC1=C2C=CC=CC2=CN=C1,001,EDJ-MED-e4b030d8-11,0.169,0.159,0.179,1.03,2.1
CVD-0013294,C[C@@H]1COC2=CC=C(Cl)C=C2[C@@H]1C(=O)NC1=CN=CC2=CC=CC=C12,001,MAT-POS-8a69d52e-7,1.71,1.00,2.92,0.829,1.3
CVD-0013292,C[C@H]1C[C@H](C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2O1,001,MAT-POS-8a69d52e-3,52.1,24.1,113,0.658,2.3
CVD-0013291,C[C@@H]1C[C@H](C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2O1,001,MAT-POS-8a69d52e-2,0.679,0.560,0.824,0.967,1.1
CVD-0013289,Clc1ccc2N(Cc3cnc[nH]3)CCC(C(=O)Nc3cncc4ccccc34)c2c1,001,ALP-UNI-b33a865d-1,1.12,1.06,1.18,1.08,1.1
CVD-0013275,Clc1ccc2OCCC(C(=O)Oc3cncc4ccccc34)c2c1,001,DAR-DIA-6a508060-2,0.522,0.497,0.548,1.12,1.1
CVD-0013273,O=C(N1CCN(CC1)c1ccccc1)c1cncc2ccccc12,001,MAR-UCB-f313ec4d-6,5.45,5.19,5.72,1.08,1.1
CVD-0013271,COc1ccccc1OCCC(=O)Nc1cncc2ccccc12,001,MAR-UCB-f313ec4d-3,93.6,88.5,99.0,2.64,2.1
CVD-0013270,COc1ccccc1OCCNC(=O)c1cncc2ccccc12,001,MAR-UCB-f313ec4d-2,3.24,3.10,3.39,1.07,1.1
CVD-0013267,FC(F)(F)c1cccc(CN2CCN(CC2)C(=O)c2cc(=O)[nH]c3ccccc23)c1,001,ERI-UCB-a0b0dbcb-13,34.2,27.2,43.0,0.892,2.1
CVD-0013266,Clc1cccc(CN2CCN(CC2)C(=O)c2cc(=O)[nH]c3ccccc23)c1,001,ERI-UCB-a0b0dbcb-12,4.57,3.94,5.30,0.941,1.1
CVD-0013265,COc1cccc(CN2CCN(CC2)C(=O)c2cc(=O)[nH]c3ccccc23)c1,001,ERI-UCB-a0b0dbcb-11,27.3,25.1,29.8,1.20,2.1
CVD-0013258,FC(F)(F)c1cccc(c1)N1CCN(CC1)C(=O)c1cc(=O)[nH]c2ccccc12,001,ERI-UCB-a0b0dbcb-4,3.80,3.29,4.39,0.960,1.1
CVD-0013256,Clc1cccc(c1)N1CCN(CC1)C(=O)c1cc(=O)[nH]c2ccccc12,001,ERI-UCB-a0b0dbcb-2,2.16,2.06,2.27,1.04,1.1
CVD-0013245,Clc1ccc2OCC[C@H](C(=O)N(C(=O)C=C)c3cncc4ccccc34)c2c1,001,VLA-UCB-05e51b3f-10,1.45,1.31,1.59,0.876,1.1
CVD-0013240,Clc1ccc2OCC[C@@]3(CC(=O)N(C3=O)c3cncc4ccccc34)c2c1,001,VLA-UCB-05e51b3f-5,39.8,32.9,48.2,1.38,2.1
CVD-0013230,Clc1cccc(c1)N(CCC1CCCCC1)C(=O)Cc1cncc2ccccc12,001,MAT-POS-173a45da-1,2.11,1.99,2.24,1.05,1.1
CVD-0013229,Clc1ccnc(CC(=O)Nc2cncc3ccccc23)c1,001,PET-UNK-3c72d439-1,3.40,3.15,3.67,1.08,1.1
CVD-0013228,Clc1cc(CC(=O)Nc2cncc3ccccc23)cc(Cc2ccn[nH]2)c1,001,PET-UNK-372a2f82-1,5.04,4.35,5.85,1.20,1.1
CVD-0013226,C[C@@]1(CCOc2ccc(Cl)cc12)C(=O)Nc1cncc2ccccc12,001,MAT-POS-8e4737f4-1,19.5,17.6,21.5,1.09,2.1
CVD-0013224,Clc1cccc(CC(=O)Nc2cncc3NCCCc23)c1,001,MAT-POS-14ad9fe9-1,7.27,4.55,11.6,0.937,1.3
CVD-0013222,Clc1cccc(CC(=O)Nc2cncc3ccccc23)n1,001,MAT-POS-afd4d4fd-2,40.7,37.3,44.3,1.08,2.1
CVD-0013218,CNC(=O)Nc1ccc(cc1)N(Cc1ccsc1)C(=O)Cn1nnc2ccccc12,001,ROB-IMP-e811baff-1,1.42,0.557,3.62,0.518,1.3
CVD-0013216,CN(C)c1ccc(cc1)N(Cc1ccsc1)C(=O)Cc1cncc2ccccc12,001,PET-UNK-1901c25b-1,0.285,0.167,0.484,0.803,2.3
CVD-0013215,Clc1ccc2OCCC3(CCCN(C3=O)c3cncc4ccccc34)c2c1,001,ALP-POS-477dc5b7-5,0.489,0.449,0.533,1.04,1.1
CVD-0013214,Clc1ccc2OCCC3(CCN(C3=O)c3cncc4ccccc34)c2c1,002,ALP-POS-477dc5b7-4,0.666,0.613,0.724,1.28,1.1
CVD-0013213,Clc1ccc2OCCC(CCC3CC3)(C(=O)Nc3cncc4ccccc34)c2c1,001,ALP-POS-477dc5b7-3,40.7,35.5,46.7,1.82,2.1
CVD-0013212,Clc1ccc2NCCC(C(=O)Nc3cncc4ccccc34)c2c1,001,ALP-POS-477dc5b7-2,0.259,0.246,0.272,1.09,2.1
CVD-0013211,Clc1ccc2CCCC(C(=O)Nc3cncc4ccccc34)c2c1,001,ALP-POS-477dc5b7-1,0.324,0.257,0.408,0.922,1.1
CVD-0013210,C[C@]1(CCOc2ccc(Cl)cc12)C(=O)Nc1cncc2ccccc12,001,EDJ-MED-e4b030d8-13,0.284,0.272,0.296,1.08,1.1
CVD-0013209,Clc1ccc2OC[C@H](Cc2c1)C(=O)Nc1cncc2ccccc12,001,EDJ-MED-e4b030d8-12,> 7.46,"","",1.01,2.1
CVD-0013205,Cc1c(Cl)ccc2OCC[C@@H](C(=O)Nc3cncc4ccccc34)c12,001,EDJ-MED-e4b030d8-8,3.67,3.00,4.49,1.11,1.1
CVD-0013200,C[C@H]1C[C@@H](C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2O1,001,EDJ-MED-e4b030d8-3,20.1,15.6,25.8,1.13,2.1
CVD-0013199,C[C@@H]1C[C@@H](C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2O1,001,EDJ-MED-e4b030d8-2,0.231,0.217,0.247,1.11,1.1
CVD-0013197,Brc1ccc2OCCC(C(=O)Nc3cncc4ccccc34)c2c1,001,MAT-POS-11b63608-1,0.851,0.716,1.01,0.969,1.1
CVD-0013195,Clc1cc2CCOc2c(CC(=O)Nc2cncc3ccccc23)c1,001,MAT-POS-bbbbc21a-3,1.87,1.44,2.42,0.819,2.1
CVD-0013195,Clc1cc2CCOc2c(CC(=O)Nc2cncc3ccccc23)c1,001,MAT-POS-bbbbc21a-3,1.13,0.962,1.32,0.854,1.1
CVD-0013193,Cc1ccncc1NC(=O)[C@H]1CCOc2ccc(Cl)cc12,001,MAT-POS-b3e365b9-3,4.95,4.70,5.21,1.11,1.1
CVD-0013192,Clc1ccc2OCC[C@@H](C(=O)Nc3cncc4ccccc34)c2c1,001,MAT-POS-b3e365b9-1,0.232,0.171,0.316,0.872,2.1
CVD-0013192,Clc1ccc2OCC[C@@H](C(=O)Nc3cncc4ccccc34)c2c1,001,MAT-POS-b3e365b9-1,0.255,0.240,0.270,1.13,1.1
CVD-0013192,Clc1ccc2OCC[C@@H](C(=O)Nc3cncc4ccccc34)c2c1,001,MAT-POS-b3e365b9-1,0.141,0.124,0.160,0.950,2.1
CVD-0013191,Clc1ccc2OCC[C@H](C(=O)Nc3cncc4ccccc34)c2c1,001,MAT-POS-b3e365b9-2,> 49.8,"","",0.919,2.3
CVD-0013190,Clc1cccc(CC(=O)Nn2nnc3ccccc23)c1,001,MAT-POS-bfb445d4-2,5.80,4.66,7.23,1.36,1.1
CVD-0013168,CC(C)(C)c1ccc(cc1)N(C(C(=O)NCCc1cccc(F)c1)c1cccnc1)C(=O)c1cn[nH]c1,001,MAT-POS-f2460aef-5,5.83,4.84,7.02,1.01,1.1
CVD-0013167,CC(C)(C)c1ccc(cc1)N(C(C(=O)NCCc1cccc(F)c1)c1cccnc1)C(=O)c1ccc(Cl)o1,001,MAT-POS-f2460aef-4,0.315,0.294,0.337,1.02,1.1
CVD-0013166,CC(C)(C)c1ccc(cc1)N(C(C(=O)NCCc1cccc(F)c1)c1cccnc1)C(=O)c1c[nH]cn1,001,MAT-POS-f2460aef-3,0.292,0.264,0.322,1.01,1.1
CVD-0013165,CC(C)(C)c1ccc(cc1)N([C@@H](C(=O)NCCc1cccc(F)c1)c1cccnc1)C(=O)c1ccco1,001,MAT-POS-f2460aef-2,15.6,14.0,17.4,0.864,1.1
CVD-0013164,CC(C)(C)c1ccc(cc1)N([C@H](C(=O)NCCc1cccc(F)c1)c1cccnc1)C(=O)c1ccco1,001,MAT-POS-f2460aef-1,0.0987,0.0441,0.221,1.02,2.3
CVD-0013164,CC(C)(C)c1ccc(cc1)N([C@H](C(=O)NCCc1cccc(F)c1)c1cccnc1)C(=O)c1ccco1,001,MAT-POS-f2460aef-1,0.102,0.0970,0.107,0.980,2.1
CVD-0013146,CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](CC1CCNC1=O)C(O)S(O)(=O)=O,001,JOH-MSK-46727e7b-1,0.0926,0.0885,0.0969,1.57,1.1
CVD-0013139,S(c1nnc(o1)-c1cccs1)c1cc(nc2ncnn12)-c1ccccc1,001,LON-WEI-4d77710c-76,0.221,0.207,0.236,1.61,1.1
CVD-0013138,Cc1ccccc1NC(=O)CC1SC(=O)N(C1=O)c1ccccc1,001,LON-WEI-4d77710c-75,0.443,0.385,0.510,0.857,1.1
CVD-0013137,CCOC(=O)c1ccc(NC(=O)CC2SC(=O)N(C2=O)c2ccccc2)cc1,001,LON-WEI-4d77710c-74,2.40,2.01,2.87,0.714,1.1
CVD-0013136,Cc1cc(C)c(C#N)c(Sc2ncnc3n(Cc4ccccc4)nnc23)n1,001,LON-WEI-4d77710c-73,0.649,0.621,0.679,1.49,1.1
CVD-0013134,O=C(c1cccs1)n1ncc(C#N)c1C1CC1,001,LON-WEI-4d77710c-70,3.24,2.19,4.78,0.699,1.1
CVD-0013133,[O-][N+](=O)c1cnc(Sc2ccccc2NC(=O)Nc2cccc(c2)C(F)(F)F)s1,001,LON-WEI-4d77710c-69,6.26,4.70,8.34,0.773,1.1
CVD-0013132,[O-][N+](=O)c1cnc(Sc2nnc(o2)-c2ccc(Cl)cc2)s1,001,LON-WEI-4d77710c-67,0.881,0.627,1.24,1.33,1.3
CVD-0013131,COC(=O)c1c(C)nn(C(=O)c2cccs2)c1-c1snnc1C,001,LON-WEI-4d77710c-66,5.72,4.22,7.76,0.713,1.1
CVD-0013130,CC(C)(C)c1ccc(cc1)-c1nnc(Sc2cnc(s2)[N+]([O-])=O)o1,001,LON-WEI-4d77710c-65,2.38,0.993,5.70,0.630,2.3
CVD-0013130,CC(C)(C)c1ccc(cc1)-c1nnc(Sc2cnc(s2)[N+]([O-])=O)o1,001,LON-WEI-4d77710c-65,7.29,1.08,49.1,0.286,2.3
CVD-0013129,Fc1c(Cl)cccc1CSc1ccccc1NS(=O)(=O)c1cc(Cl)sc1Cl,001,LON-WEI-4d77710c-64,2.23,1.44,3.44,0.805,1.3
CVD-0013126,[O-][N+](=O)c1cnc(Sc2nnc(-c3ccco3)n2-c2ccc(OCc3ccccc3)cc2)s1,001,LON-WEI-4d77710c-61,7.30,5.41,9.83,1.24,1.1
CVD-0013121,CC(C)Cn1cc(NC(=O)NCCc2c(C)noc2C)c2ccccc2c1=O,001,LON-WEI-4d77710c-51,27.7,26.5,28.9,2.56,1.1
CVD-0013118,CC(C)Cn1cc(NC(=O)NCc2ccco2)c2ccccc2c1=O,001,LON-WEI-4d77710c-44,29.6,24.0,36.6,1.78,2.1
CVD-0013113,CC(CCc1ccco1)NC(=O)Nc1cn(C)c(=O)c2ccccc12,001,LON-WEI-4d77710c-39,44.5,40.6,48.7,4.88,2.1
CVD-0013109,N#Cc1ccc(CN2CCC(CC2)C2CCNC2)cc1,001,LON-WEI-4d77710c-32,2.06,1.90,2.23,1.78,1.1
CVD-0013103,CCOC(=O)c1cc(sc1NC(=O)Cc1csc(n1)-c1ccccc1)-c1ccccc1,001,LON-WEI-4d77710c-24,4.66,4.16,5.21,1.38,1.1
CVD-0013098,OC(=O)[C@H](N1Cc2ccccc2C1=O)c1ccccc1,001,LON-WEI-4d77710c-19,1.78,1.60,1.98,1.96,1.1
CVD-0013094,COC(=O)c1c(C)n(c2ccc(cc12)N(C(=O)c1ccco1)S(C)(=O)=O)S(C)(=O)=O,001,LON-WEI-4d77710c-11,0.935,0.767,1.14,1.03,1.1
CVD-0013093,Clc1cnc(nc1C(=O)NCc1ccc2OCOc2c1)S(=O)(=O)Cc1ccccc1,001,LON-WEI-4d77710c-10,1.40,1.29,1.51,1.52,1.1
CVD-0013091,CCOC(=O)c1c(C)n(c2ccc(cc12)N(C(=O)c1ccco1)S(C)(=O)=O)S(C)(=O)=O,001,LON-WEI-4d77710c-8,0.282,0.258,0.307,1.00,1.1
CVD-0013086,Fc1ccc(cc1)-c1nc(c(o1)S(=O)(=O)Cc1ccccc1F)S(=O)(=O)c1ccccc1,001,LON-WEI-4d77710c-2,0.397,0.304,0.519,1.38,1.1
CVD-0013084,CN(C)c1ccc(cc1)N(Cc1ccn[nH]1)C(=O)Cn1nnc2ccccc12,001,PET-UNK-7374c256-2,15.9,9.15,27.7,0.784,1.3
CVD-0013081,COc1ccc(cc1)-c1cc(COc2cc(Cl)cc(CC(=O)Nc3cnccc3C)c2)on1,001,CHO-MSK-6e55470f-22,81.5,54.1,123,0.624,2.3
CVD-0013081,COc1ccc(cc1)-c1cc(COc2cc(Cl)cc(CC(=O)Nc3cnccc3C)c2)on1,001,CHO-MSK-6e55470f-22,62.7,38.1,103,0.553,2.3
CVD-0013066,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCc2nnc(o2)C2CCCCC2)c1,001,CHO-MSK-6e55470f-7,20.6,13.6,31.3,0.694,2.3
CVD-0013064,Cc1noc(COc2cc(Cl)cc(CC(=O)Nc3cnccc3C)c2)n1,001,CHO-MSK-6e55470f-5,23.9,20.2,28.3,1.19,2.1
CVD-0013059,CCC(=O)Nc1ccc(cc1)N(Cc1cscn1)C(=O)Cn1nnc2ccccc12,001,ALP-POS-87c86d55-2,25.0,21.4,29.1,1.32,2.1
CVD-0013058,CN(C)c1ccc(cc1)N(Cc1cscn1)C(=O)Cn1nnc2ccccc12,001,ALP-POS-87c86d55-1,4.85,4.58,5.14,1.11,1.1
CVD-0013057,O=C1OC(=N\C1=C/c1ccc(s1)N1CCOCC1)c1cccs1,001,MAT-POS-fa06b69f-6,0.696,0.478,1.01,0.662,1.3
CVD-0013045,O=C(Cc1n[nH]c2ccccc12)N(Cc1ccccc1)c1ccc(cc1)N1CCCCC1=O,001,ALP-POS-a3de0cb1-16,39.4,4.94,315,0.333,2.3
CVD-0013042,Clc1cccc(CC(C(=O)Nn2nnc3ccccc23)c2ccc(cc2)N2CCCCC2=O)c1,001,ALP-POS-a3de0cb1-13,50.9,48.0,54.0,1.12,2.1
CVD-0013031,CCC(=O)Nc1ccc(cc1)N(Cc1ccccc1)C(=O)Nn1nnc2ccccc12,001,ALP-POS-a3de0cb1-1,3.59,3.39,3.80,1.08,1.1
CVD-0012987,CC(=O)N1CCN(CC(=O)Nc2cncc3ccccc23)CC1,003,ALP-POS-6747fa38-1,51.7,21.9,122,0.733,2.3
CVD-0012966,COC(=O)C(C(=O)Nc1cnccc1C)c1cccc(Cl)c1,001,MAT-POS-1e5f28a7-1,23.7,20.2,27.9,1.20,2.1
CVD-0012965,Clc1cccc(CC(=O)Nc2cncc3nc[nH]c23)c1,001,MAT-POS-f7918075-8,13.3,11.4,15.4,0.890,1.1
CVD-0012963,Clc1cccc(CC(=O)Nc2cncc3ccncc23)c1,001,MAT-POS-f7918075-5,4.27,3.98,4.59,1.14,1.1
CVD-0012962,Clc1ccc2OCC(C(=O)Nc3cncc4ccccc34)c2c1,002,MAT-POS-f7918075-2,0.764,0.707,0.826,0.999,1.1
CVD-0012952,O=C(Cn1nnc2ccccc12)N(Cc1ccccc1)c1ccc(cc1)N1CCOCC1,001,ALP-POS-6d04362c-5,19.8,14.9,26.2,1.23,1.1
CVD-0012951,O=C(Cn1nnc2ccccc12)N(Cc1ccsc1)c1ccc(cc1)N1CCOCC1,001,ALP-POS-6d04362c-4,11.6,9.95,13.6,1.13,1.1
