SMILES,TITLE,fragments,CrystalName,CompoundCode,MountingResult,DataCollectionOutcome,DataProcessingResolutionHigh,RefinementOutcome,Deposition_PDB_ID,Hybrid2,docked_fragment,Mpro-x0500_dock,site
C[N@@](Cc1cccc(c1)F)S(=O)(=O)N,x1095,x1095,Mpro-x1095,Z300245038,OK: No comment:No comment,success,1.83,7 - Analysed & Rejected,None,-7.025572,x0072,,active-noncovalent
C[N@@](Cc1cccc(c1)F)S(=O)(=O)N,x0112,x0112,Mpro-x0112,Z300245038,OK: Clear:Normal,success,2.95,7 - Analysed & Rejected,None,-7.025572,x0072,,active-noncovalent
c1ccc(cc1)N([C@H]2CS(=O)(=O)C=C2)C(=O)CCl,x1311,x1311,Mpro-x1311,PCM-0102372,OK: No comment:No comment,success,2.32,6 - Deposited,5RFG,-7.021152,x1311,,active-covalent
c1ccc(cc1)N([C@H]2CS(=O)(=O)C=C2)C(=O)CCl,x0796,x0796,Mpro-x0796,PCM-0102372,OK: Clear:Normal,Failed - low resolution,4.05,,None,-7.021152,x1311,,active-covalent
c1ccc(cc1)N([C@H]2CS(=O)(=O)C=C2)C(=O)CCl,x1397,x1397,Mpro-x1397,PCM-0102372,OK: No comment:No comment,success,1.93,7 - Analysed & Rejected,None,-7.021152,x1311,,active-covalent
c1ccc(cc1)N([C@H]2CS(=O)(=O)C=C2)C(=O)CCl,x1476,x1476,Mpro-x1476,PCM-0102372,OK: No comment:No comment,success,2.69,7 - Analysed & Rejected,None,-7.021152,x1311,,active-covalent
c1ccc(cc1)N([C@H]2CS(=O)(=O)C=C2)C(=O)CCl,x1349,x1349,Mpro-x1349,PCM-0102372,OK: No comment:No comment,success,2.48,7 - Analysed & Rejected,None,-7.021152,x1311,,active-covalent
c1ccc(cc1)N([C@H]2CS(=O)(=O)C=C2)C(=O)CCl,x0722,x0722,Mpro-x0722,PCM-0102372,OK: Clear:Normal,success,2.2,7 - Analysed & Rejected,None,-7.021152,x1311,,active-covalent
C[C@H]1[C@@H](CCN1C(=O)C)C(=O)OC,x0892,x0892,Mpro-x0892,POB0023,OK: Clear:Normal,success,1.78,7 - Analysed & Rejected,None,-7.019965,x0195,,active-noncovalent
CNC(=O)c1ccc(n1C)[C@@H]2CCCCN2C(=O)C=C,x2771,x2771,Mpro-x2771,PCM-0102610-001,OK: Clear:No comment,success,1.95,7 - Analysed & Rejected,None,-7.018138,x1392,,active-covalent
CNC(=O)c1ccc(n1C)[C@@H]2CCCCN2C(=O)C=C,x2782,x2782,Mpro-x2782,PCM-0102610-001,OK: Clear:No comment,success,1.52,7 - Analysed & Rejected,None,-7.018138,x1392,,active-covalent
CNC(=O)c1ccc(n1C)[C@@H]2CCCCN2C(=O)C=C,x2030,x2030,Mpro-x2030,PCM-0102610-001,OK: No comment:No comment,success,1.54,7 - Analysed & Rejected,None,-7.018138,x1392,,active-covalent
c1cc(ccc1NC(=O)C2CCN(CC2)C(=O)CCl)N3CCNC3=O,x2738,x2738,Mpro-x2738,PG-COV-7,OK: Clear:No comment,success,2.54,7 - Analysed & Rejected,None,-7.017734,x1334,,active-covalent
c1cc(ccc1NC(=O)C2CCN(CC2)C(=O)CCl)N3CCNC3=O,x2766,x2766,Mpro-x2766,PG-COV-7,OK: Clear:No comment,success,1.85,7 - Analysed & Rejected,None,-7.017734,x1334,,active-covalent
c1cc(ccc1NC(=O)C2CCN(CC2)C(=O)CCl)N3CCNC3=O,x2753,x2753,Mpro-x2753,PG-COV-7,OK: Clear:No comment,success,2.28,7 - Analysed & Rejected,None,-7.017734,x1334,,active-covalent
c1cc(ccc1NC(=O)C2CCN(CC2)C(=O)CCl)N3CCNC3=O,x2038,x2038,Mpro-x2038,PG-COV-7,OK: No comment:No comment,success,1.42,7 - Analysed & Rejected,None,-7.017734,x1334,,active-covalent
Cc1c(sc(c1C(=O)OC)NC(=O)CCl)C,x0797,x0797,Mpro-x0797,PCM-0102322,OK: Clear:Normal,success,3.24,7 - Analysed & Rejected,None,-7.008154,x1418,,active-covalent
Cc1c(sc(c1C(=O)OC)NC(=O)CCl)C,x1450,x1450,Mpro-x1450,PCM-0102322,OK: No comment:No comment,success,1.72,7 - Analysed & Rejected,None,-7.008154,x1418,,active-covalent
Cc1c(sc(c1C(=O)OC)NC(=O)CCl)C,x0723,x0723,Mpro-x0723,PCM-0102322,OK: Clear:Normal,success,1.83,7 - Analysed & Rejected,None,-7.008154,x1418,,active-covalent
Cc1c(sc(c1C(=O)OC)NC(=O)CCl)C,x1398,x1398,Mpro-x1398,PCM-0102322,OK: No comment:No comment,success,1.85,7 - Analysed & Rejected,None,-7.008154,x1418,,active-covalent
CNc1ncccn1,x0310,x0310,Mpro-x0310,Z54628578,OK: No comment:No comment,success,1.65,7 - Analysed & Rejected,None,-7.000005,x1093,,active-noncovalent
CCNC(=O)c1ccc(cc1)NS(=O)(=O)C,x0481,x0481,Mpro-x0481,Z57614330,OK: No comment:No comment,success,1.72,7 - Analysed & Rejected,None,-6.998604,x0161,,active-noncovalent
CC(C)(C[NH2+]C1CCOCC1)O,x0450,x0450,Mpro-x0450,Z1103351268,OK: No comment:Cracked,success,1.74,7 - Analysed & Rejected,None,-6.995928,x0678,,active-noncovalent
CC(=O)NC[C@@H]1C[NH2+]CCO1,x1219,x1219,Mpro-x1219,Z1269638430,OK: No comment:No comment,success,1.65,7 - Analysed & Rejected,None,-6.994680,x0195,,active-noncovalent
CCOC(=O)c1ccoc1,x0232,x0232,Mpro-x0232,Z293079056,OK: Clear:Normal,success,1.77,7 - Analysed & Rejected,None,-6.993886,x0195,,active-noncovalent
C[N@](C1CCCCCC1)S(=O)(=O)C,x0258,x0258,Mpro-x0258,Z216450634,OK: Precipitated:No comment,success,2.03,7 - Analysed & Rejected,None,-6.987010,x0678,,active-noncovalent
C[C@@H]1CN([C@@H](CO1)C)C(=O)c2cnsn2,x0518,x0518,Mpro-x0518,Z768399682,OK: No comment:No comment,Failed - low resolution,3.84,,None,-6.983812,x0195,,active-noncovalent
COCc1cc(ccn1)Br,x0960,x0960,Mpro-x0960,NCL-00024674,OK: No comment:No comment,success,1.9,7 - Analysed & Rejected,None,-6.981602,x0195,,active-noncovalent
CCOc1ccc(cn1)C(=O)N,x0153,x0153,Mpro-x0153,Z458894644,OK: Crystalline:Normal,success,1.56,7 - Analysed & Rejected,None,-6.977880,x0749,,active-covalent
Cc1cc(no1)CS(=O)(=O)NC,x0254,x0254,Mpro-x0254,Z763030030,OK: No comment:No comment,success,1.52,7 - Analysed & Rejected,None,-6.977752,x0397,,active-noncovalent
CCC(C)(C)c1ccc(cc1)N([C@H](c2cccnc2)C(=O)Nc3cccc(c3C)F)C(=O)C=C,x2527,x2527,Mpro-x2527,Z4439011603,OK: Precipitated:Normal,success,1.8,7 - Analysed & Rejected,None,-6.975394,x0749,,active-covalent
CCC(C)(C)c1ccc(cc1)N([C@H](c2cccnc2)C(=O)Nc3cccc(c3C)F)C(=O)C=C,x2695,x2695,Mpro-x2695,Z4439011603,OK: No comment:No comment,success,1.8,7 - Analysed & Rejected,None,-6.975394,x0749,,active-covalent
CS(=O)(=O)N1CCC(CC1)O,x0077,x0077,Mpro-x0077,Z1247413608,OK: No comment:No comment,success,2,7 - Analysed & Rejected,None,-6.970885,x0195,,active-noncovalent
COC(=O)c1cccc(c1)NS(=O)(=O)C,x0478,x0478,Mpro-x0478,Z24758179,OK: No comment:No comment,success,1.61,6 - Deposited,5REF,-6.969717,x0195,,active-noncovalent
CC(=O)NCc1[nH]ccn1,x0270,x0270,Mpro-x0270,Z1203191681,OK: No comment:No comment,success,1.65,7 - Analysed & Rejected,None,-6.967399,x0946,,active-noncovalent
C[C@@H](c1ccc(cc1)Cl)NC(=O)CCl,x0783,x0783,Mpro-x0783,PCM-0102334,OK: Clear:Normal,success,2.1,7 - Analysed & Rejected,None,-6.967341,x0749,,active-covalent
C[C@@H](c1ccc(cc1)Cl)NC(=O)CCl,x1443,x1443,Mpro-x1443,PCM-0102334,OK: No comment:No comment,None,None,,None,-6.967341,x0749,,active-covalent
C[C@@H](c1ccc(cc1)Cl)NC(=O)CCl,x0709,x0709,Mpro-x0709,PCM-0102334,OK: Clear:Normal,success,1.82,7 - Analysed & Rejected,None,-6.967341,x0749,,active-covalent
CC(=O)N[C@@H](Cc1c[nH]c2c1cccc2)C(=O)NCC#CBr,x0983,x0983,Mpro-x0983,NCL-00024982 ,OK: No comment:No comment,success,1.79,7 - Analysed & Rejected,None,-6.964160,x0072,,active-noncovalent
CC1(C[N@](CC[N@@]1C)CC[NH3+])C,x0033,x0033,Mpro-x0033,Z1992316315,OK: No comment:No comment,success,1.97,7 - Analysed & Rejected,None,-6.958565,x0195,,active-noncovalent
C1COC[C@@H]1C[NH2+]C2CC2,x0038,x0038,Mpro-x0038,Z818727262,OK: No comment:No comment,success,2.02,7 - Analysed & Rejected,None,-6.957435,x0678,,active-noncovalent
C1COC[C@@H]1C[NH2+]C2CC2,x1175,x1175,Mpro-x1175,Z818727262,OK: No comment:No comment,success,1.6,7 - Analysed & Rejected,None,-6.957435,x0678,,active-noncovalent
Cc1nc(sn1)[N@@]2CCO[C@@H]([C@@H]2C)C,x0594,x0594,Mpro-x0594,Z1439422127,OK: Phase Separation:No comment,success,3.38,7 - Analysed & Rejected,None,-6.949191,x0195,,active-noncovalent
CCN(CC)S(=O)(=O)c1ccc(cc1)C,x0514,x0514,Mpro-x0514,Z45516134,OK: No comment:No comment,success,2.04,7 - Analysed & Rejected,None,-6.945481,x0161,,active-noncovalent
CCN(CC)C(=O)c1cc(no1)C,x0191,x0191,Mpro-x0191,Z135439900,OK: Clear:Cracked,success,2.01,7 - Analysed & Rejected,None,-6.922039,x0397,,active-noncovalent
Cc1c(cccc1NC(=O)C)C(=O)[O-],x1069,x1069,Mpro-x1069,Z364368134,OK: Clear:Normal,success,1.91,7 - Analysed & Rejected,None,-6.921427,x0749,,active-covalent
Cc1c(cccc1NC(=O)C)C(=O)[O-],x0214,x0214,Mpro-x0214,Z364368134,OK: Clear:Normal,success,2.67,7 - Analysed & Rejected,None,-6.921427,x0749,,active-covalent
Cn1cc(c(n1)[C@@H]2CCC[NH2+]C2)C(=O)N,x0220,x0220,Mpro-x0220,Z2377835233,OK: Clear:Cracked,success,3.2,7 - Analysed & Rejected,None,-6.920547,x0104,,active-noncovalent
Cn1cc(c(n1)[C@@H]2CCC[NH2+]C2)C(=O)N,x1208,x1208,Mpro-x1208,Z2377835233,OK: No comment:No comment,success,1.41,7 - Analysed & Rejected,None,-6.920547,x0104,,active-noncovalent
CCC(=O)Nc1cccc(c1C)N,x0228,x0228,Mpro-x0228,Z235361315,OK: Clear:Cracked,success,2.16,7 - Analysed & Rejected,None,-6.918121,x0195,,active-noncovalent
CCC(=O)/N=C(/c1nccn1C)\C2CCOCC2,x2884,x2884,Mpro-x2884,10 B03,OK: Clear:No comment,success,2.36,7 - Analysed & Rejected,None,-6.915212,x1392,,active-covalent
C[C@@H]1CCC[N@]([C@@H]1C(=O)OC)S(=O)(=O)C,x0876,x0876,Mpro-x0876,POB0019,OK: Clear:Normal,success,1.75,7 - Analysed & Rejected,None,-6.899140,x0195,,active-noncovalent
CCOC(=O)c1c[nH]nc1,x0636,x0636,Mpro-x0636,Z1124201124,Mounted_Clear,success,1.98,7 - Analysed & Rejected,None,-6.893861,x0107,,active-noncovalent
c1cc(ccc1C(=O)N)I,x0948,x0948,Mpro-x0948,NCL-00023826,OK: No comment:No comment,success,1.71,7 - Analysed & Rejected,None,-6.887597,x0749,,active-covalent
C[C@H]1C[NH2+]CC[C@H]1CO,x0901,x0901,Mpro-x0901,POB0042,OK: No comment:No comment,success,2.63,7 - Analysed & Rejected,None,-6.877784,x0678,,active-noncovalent
CCc1c(c(on1)C)C(=O)Nc2cc(on2)C,x0612,x0612,Mpro-x0612,Z117233350,Mounted_Crystalline,success,1.96,7 - Analysed & Rejected,None,-6.868234,x0749,,active-covalent
CC(=O)N1CCC[C@@](C1)(C(=O)[O-])O,x0184,x0184,Mpro-x0184,Z2293643386,OK: Clear:Normal,None,None,,None,-6.866009,x1077,,active-noncovalent
c1cc(ccc1CNC(=O)N2CCOCC2)C#N,x0476,x0476,Mpro-x0476,Z509756472,OK: No comment:No comment,Failed - low resolution,3.72,,None,-6.863156,x0830,,active-covalent
c1cc(ccc1CNC(=O)N2CCOCC2)C#N,x1249,x1249,Mpro-x1249,Z509756472,OK: No comment:No comment,success,1.46,6 - Deposited,5RFE,-6.863156,x0830,,active-covalent
C[C@H](c1cnn(c1)C)[NH2+]C,x0320,x0320,Mpro-x0320,Z1437171658,OK: No comment:Cracked,success,2.41,7 - Analysed & Rejected,None,-6.862233,x0540,,active-noncovalent
C[C@H](c1cnn(c1)C)[NH2+]C,x1189,x1189,Mpro-x1189,Z1437171658,OK: No comment:Cracked,success,2.69,7 - Analysed & Rejected,None,-6.862233,x0540,,active-noncovalent
CCC(=O)Nc1nc(cs1)C,x0246,x0246,Mpro-x0246,Z30820160,OK: No comment:No comment,success,2.08,7 - Analysed & Rejected,None,-6.848430,x0195,,active-noncovalent
CC(C)(C)NC(=O)[C@@H](c1cccnc1)N(c2ccc3c(c2)scn3)C(=O)C=C,x2634,x2634,Mpro-x2634,Z4439011608,OK: Precipitated:No comment,success,1.92,7 - Analysed & Rejected,None,-6.844155,x0831,,active-covalent
CC(C)(C)NC(=O)[C@@H](c1cccnc1)N(c2ccc3c(c2)scn3)C(=O)C=C,x2466,x2466,Mpro-x2466,Z4439011608,OK: No comment:No comment,success,1.8,7 - Analysed & Rejected,None,-6.844155,x0831,,active-covalent
C1CN(CCC1C(=O)N)C(=O)CC#N,x0295,x0295,Mpro-x0295,Z57627041,OK: No comment:No comment,success,1.61,7 - Analysed & Rejected,None,-6.837075,x1311,,active-covalent
C[N@@]1CCN(c2c1nccc2)C(=O)C=C,x2885,x2885,Mpro-x2885,10 A06,OK: Clear:No comment,success,3.41,7 - Analysed & Rejected,None,-6.834341,x1418,,active-covalent
CC(=O)N1CCO[C@H](C1)CO,x1177,x1177,Mpro-x1177,Z1454840342,OK: No comment:No comment,success,1.52,7 - Analysed & Rejected,None,-6.830017,x0195,,active-noncovalent
CC(=O)N1CCO[C@H](C1)CO,x0039,x0039,Mpro-x0039,Z1454840342,OK: No comment:No comment,success,1.83,7 - Analysed & Rejected,None,-6.830017,x0195,,active-noncovalent
Cc1cc(no1)[C@H]2CCC[N@@]2S(=O)(=O)C,x0255,x0255,Mpro-x0255,Z319891284,OK: No comment:No comment,success,1.75,7 - Analysed & Rejected,None,-6.827914,x0195,,active-noncovalent
Cc1cc(no1)[C@H]2CCC[N@@]2S(=O)(=O)C,x1143,x1143,Mpro-x1143,Z319891284,OK: No comment:No comment,success,1.93,7 - Analysed & Rejected,None,-6.827914,x0195,,active-noncovalent
CCNc1ccc(cn1)C#N,x0305,x0305,Mpro-x0305,Z219104216,OK: No comment:No comment,success,1.31,6 - Deposited,5R82,-6.826525,x0749,,active-covalent
c1cc(nnc1)N,x1019,x1019,Mpro-x1019,Z1480642703,OK: No comment:No comment,success,1.85,7 - Analysed & Rejected,None,-6.825739,x0397,,active-noncovalent
CC(=O)N[C@@H](CCCNC(=[NH2+])N)C(=O)NCC#CBr,x0987,x0987,Mpro-x0987,NCL-00025551 ,OK: No comment:No comment,None,None,,None,-6.821247,x0967,,active-noncovalent
c1cnc(nc1)N,x1015,x1015,Mpro-x1015,Z1741968196,OK: No comment:No comment,Failed - low resolution,4.4,,None,-6.819480,x0397,,active-noncovalent
C[NH2+]C1(CCOCC1)CO,x1232,x1232,Mpro-x1232,Z1169060901,OK: No comment:No comment,success,2.33,7 - Analysed & Rejected,None,-6.817951,x0678,,active-noncovalent
CC(=O)NCCCC[C@@H](C(=O)NCC#CBr)NC(=O)C,x0980,x0980,Mpro-x0980,NCL-00025066,OK: No comment:No comment,success,1.74,7 - Analysed & Rejected,None,-6.815424,x0104,,active-noncovalent
CC(C)CC(=O)Nc1ccc(cc1)NC(=O)C,x0479,x0479,Mpro-x0479,Z27653940,OK: No comment:No comment,success,1.93,7 - Analysed & Rejected,None,-6.814473,x0749,,active-covalent
CC(C)C[C@@H](C(=O)NCC#CBr)NC(=O)C,x0985,x0985,Mpro-x0985,NCL-00024906 ,OK: No comment:No comment,success,2.37,7 - Analysed & Rejected,None,-6.812413,x0104,,active-noncovalent
c1cc(cc(c1)NC(=O)Nc2c[nH]c3c2cccn3)C#N,x2856,x2856,Mpro-x2856,DAR-DIA-23a-11,OK: Clear:No comment,success,2.13,7 - Analysed & Rejected,None,-6.808415,x0749,,active-covalent
C[C@]1(CCCN1C(=O)OC(C)(C)C)COC,x0910,x0910,Mpro-x0910,POB0062,OK: No comment:No comment,success,1.91,7 - Analysed & Rejected,None,-6.807892,x0195,,active-noncovalent
C1CCC(CC1)NC(=O)CC#N,x0174,x0174,Mpro-x0174,Z56813508,OK: Crystalline:Normal,success,1.56,7 - Analysed & Rejected,None,-6.804920,x0749,,active-covalent
C1COCCC1[C@@H](C(=O)N)O,x0094,x0094,Mpro-x0094,Z1312590981,OK: No comment:No comment,success,1.68,7 - Analysed & Rejected,None,-6.804294,x0195,,active-noncovalent
C1COCCC1[C@@H](C(=O)N)O,x1137,x1137,Mpro-x1137,Z1312590981,OK: No comment:No comment,success,1.84,7 - Analysed & Rejected,None,-6.804294,x0195,,active-noncovalent
CN(C)c1cc[nH+]cc1,x0078,x0078,Mpro-x0078,Z2856434762,OK: No comment:No comment,None,None,,None,-6.800778,x0195,,active-noncovalent
CC1(CCC[N@]1CC[NH3+])C,x0546,x0546,Mpro-x0546,Z1741815708,OK: No comment:No comment,success,2.3,7 - Analysed & Rejected,None,-6.800177,x0195,,active-noncovalent
c1ccc(cc1)OCC(=O)N[C@H]2CON(C2=O)[C@@]3(CCC(=O)O3)C(=O)OCc4ccc(cc4)N(=O)=O,x2065,x2065,Mpro-x2065,tfs0410,OK: Precipitated:No comment,success,1.68,7 - Analysed & Rejected,None,-6.798183,x0161,,active-noncovalent
CS(=O)(=O)c1ccc(cc1)Br,x0951,x0951,Mpro-x0951,NCL-00023835,OK: No comment:No comment,success,1.91,7 - Analysed & Rejected,None,-6.796496,x0161,,active-noncovalent
CC(=O)Nc1cc(cc(c1)C(=O)N)C(=O)N,x0222,x0222,Mpro-x0222,Z33486130,OK: Precipitated:Normal,success,1.57,7 - Analysed & Rejected,None,-6.788049,x0195,,active-noncovalent
CCCC(=O)Nc1nnn(n1)CC,x0207,x0207,Mpro-x0207,Z57475877,OK: Clear:Cracked,None,None,,None,-6.783991,x0397,,active-noncovalent
C1CC1(C(=O)N)[NH3+],x1034,x1034,Mpro-x1034,Z1415893881,OK: No comment:No comment,success,2.92,7 - Analysed & Rejected,None,-6.781669,x1077,,active-noncovalent
Cc1cc(c(c(c1)Cl)NC(=O)CCl)C,x0801,x0801,Mpro-x0801,PCM-0102994,OK: Clear:Normal,success,3.19,7 - Analysed & Rejected,None,-6.779119,x0749,,active-covalent
Cc1cc(c(c(c1)Cl)NC(=O)CCl)C,x1399,x1399,Mpro-x1399,PCM-0102994,OK: No comment:No comment,Failed - low resolution,4.25,,None,-6.779119,x0749,,active-covalent
Cc1cc(c(c(c1)Cl)NC(=O)CCl)C,x0727,x0727,Mpro-x0727,PCM-0102994,OK: Clear:Normal,success,1.9,7 - Analysed & Rejected,None,-6.779119,x0749,,active-covalent
Cc1cc(c(c(c1)Cl)NC(=O)CCl)C,x1477,x1477,Mpro-x1477,PCM-0102994,OK: No comment:No comment,None,None,,None,-6.779119,x0749,,active-covalent
Cc1cc(c(c(c1)Cl)NC(=O)CCl)C,x1314,x1314,Mpro-x1314,PCM-0102994,OK: No comment:No comment,success,2.36,7 - Analysed & Rejected,None,-6.779119,x0749,,active-covalent
COc1cc(ccc1O)Br,x0952,x0952,Mpro-x0952,NCL-00024774,OK: No comment:No comment,success,1.8,7 - Analysed & Rejected,None,-6.778821,x0195,,active-noncovalent
C[C@@H]1[C@@H](CCCN1C(=O)C)CO,x0869,x0869,Mpro-x0869,POB0018,OK: Clear:Normal,success,1.89,7 - Analysed & Rejected,None,-6.777671,x0195,,active-noncovalent
C[C@@H](c1ncco1)NC(=O)[C@@H](Cc2ccccc2)NC(=O)c3ccco3,x2809,x2809,Mpro-x2809,BAR-COM-4e0-7,OK: Clear:No comment,success,2.23,7 - Analysed & Rejected,None,-6.777131,x0195,,active-noncovalent
CCCc1[nH]nc(n1)[C@H]2CN(CCO2)C(=O)C3CCN(CC3)C(=O)CCl,x2756,x2756,Mpro-x2756,PG-COV-22,OK: Clear:No comment,success,2.38,7 - Analysed & Rejected,None,-6.775009,x0749,,active-covalent
CCCc1[nH]nc(n1)[C@H]2CN(CCO2)C(=O)C3CCN(CC3)C(=O)CCl,x2042,x2042,Mpro-x2042,PG-COV-22,OK: No comment:No comment,success,1.87,7 - Analysed & Rejected,None,-6.775009,x0749,,active-covalent
c1cc(ccc1S(=O)(=O)N)I,x0939,x0939,Mpro-x0939,NCL-00023829,OK: No comment:No comment,success,2.2,7 - Analysed & Rejected,None,-6.763874,x0749,,active-covalent
CS(=O)(=O)NC1CCCC1,x0058,x0058,Mpro-x0058,Z53825479,OK: No comment:No comment,success,1.51,7 - Analysed & Rejected,None,-6.762945,x1382,,active-covalent
CC(C)C(=[NH2+])NO,x1017,x1017,Mpro-x1017,Z1741972444,OK: No comment:No comment,Failed - low resolution,3.82,,None,-6.762265,x0104,,active-noncovalent
CCC(=O)N[C@H]1CC[NH2+]C1,x1184,x1184,Mpro-x1184,Z1650040241,OK: No comment:No comment,success,1.83,7 - Analysed & Rejected,None,-6.756553,x0195,,active-noncovalent
CCC(=O)N[C@H]1CC[NH2+]C1,x0651,x0651,Mpro-x0651,Z1650040241,Mounted_Clear,success,2.24,7 - Analysed & Rejected,None,-6.756553,x0195,,active-noncovalent
C[NH+]1CCN(CC1)C(=O)C2(CCCC2)NC(=O)C=C,x2786,x2786,Mpro-x2786,PCM-0103054-001,OK: Clear:No comment,success,1.84,7 - Analysed & Rejected,None,-6.755926,x1386,,active-covalent
C[NH+]1CCN(CC1)C(=O)C2(CCCC2)NC(=O)C=C,x2352,x2352,Mpro-x2352,PCM-0103054-001,OK: Clear:Normal,success,2.75,7 - Analysed & Rejected,None,-6.755926,x1386,,active-covalent
C[NH+]1CCN(CC1)C(=O)C2(CCCC2)NC(=O)C=C,x2775,x2775,Mpro-x2775,PCM-0103054-001,OK: Clear:No comment,success,2.18,7 - Analysed & Rejected,None,-6.755926,x1386,,active-covalent
C[NH+]1CCN(CC1)C(=O)C2(CCCC2)NC(=O)C=C,x2762,x2762,Mpro-x2762,PCM-0103054-001,OK: Clear:No comment,success,1.61,7 - Analysed & Rejected,None,-6.755926,x1386,,active-covalent
C[NH+]1CCN(CC1)C(=O)C2(CCCC2)NC(=O)C=C,x2549,x2549,Mpro-x2549,PCM-0103054-001,OK: No comment:No comment,success,1.85,7 - Analysed & Rejected,None,-6.755926,x1386,,active-covalent
CC(=O)Nc1ccccc1CC(=O)[O-],x0148,x0148,Mpro-x0148,Z1444783243,OK: Clear:Normal,success,2.23,7 - Analysed & Rejected,None,-6.753625,x0195,,active-noncovalent
CCc1cc(=O)n2c(n1)sc(n2)NC,x1273,x1273,Mpro-x1273,Z1896598013,OK: No comment:No comment,success,3.19,7 - Analysed & Rejected,None,-6.751569,x0387,,active-noncovalent
CCc1cc(=O)n2c(n1)sc(n2)NC,x0113,x0113,Mpro-x0113,Z1896598013,OK: Clear:Normal,success,1.6,7 - Analysed & Rejected,None,-6.751569,x0387,,active-noncovalent
C[C@H]1CC[C@H](N1C(=O)C)C(=O)OC,x0851,x0851,Mpro-x0851,POB0050,OK: Clear:Normal,None,None,,None,-6.749095,x0195,,active-noncovalent
CC(=O)N1CCC[C@@H](C1)C(=O)N,x1160,x1160,Mpro-x1160,Z220816104,OK: No comment:No comment,success,1.85,7 - Analysed & Rejected,None,-6.745524,x0874,,active-noncovalent
CC(=O)N1CCC[C@@H](C1)C(=O)N,x0057,x0057,Mpro-x0057,Z220816104,OK: No comment:No comment,success,1.87,7 - Analysed & Rejected,None,-6.745524,x0874,,active-noncovalent
COc1ccc(cc1)CNC(=O)CC#N,x0610,x0610,Mpro-x0610,Z190662888,OK: Crystalline:No comment,Failed - low resolution,3.67,,None,-6.745208,x0830,,active-covalent
COc1ccc(cc1)CNC(=O)CC#N,x1266,x1266,Mpro-x1266,Z190662888,OK: Crystalline:No comment,success,1.57,7 - Analysed & Rejected,None,-6.745208,x0830,,active-covalent
C[C@@H]1[C@@H](CCCN1C(=O)C)C(=O)OC,x0863,x0863,Mpro-x0863,POB0017,OK: Clear:Normal,success,2.22,7 - Analysed & Rejected,None,-6.742630,x0195,,active-noncovalent
CC(C)[N@](C)S(=O)(=O)[N@]1CCNC(=O)C1,x0475,x0475,Mpro-x0475,Z431807512,OK: No comment:No comment,success,2.32,7 - Analysed & Rejected,None,-6.742417,x0107,,active-noncovalent
c1c[nH]c(=O)nc1,x0993,x0993,Mpro-x0993,Z1201023052,OK: No comment:No comment,success,2.17,7 - Analysed & Rejected,None,-6.738823,x0540,,active-noncovalent
CCc1ncc(s1)C[NH2+]C,x1225,x1225,Mpro-x1225,Z1267773633,OK: No comment:No comment,success,1.52,7 - Analysed & Rejected,None,-6.731341,x0161,,active-noncovalent
c1ccc2c(c1)[C@@H](CCO2)NC(=O)CCl,x0804,x0804,Mpro-x0804,PCM-0102871,OK: Clear:Normal,success,2.13,7 - Analysed & Rejected,None,-6.730571,x1418,,active-covalent
c1ccc2c(c1)[C@@H](CCO2)NC(=O)CCl,x1315,x1315,Mpro-x1315,PCM-0102871,OK: No comment:No comment,success,2.05,7 - Analysed & Rejected,None,-6.730571,x1418,,active-covalent
c1ccc2c(c1)[C@@H](CCO2)NC(=O)CCl,x1400,x1400,Mpro-x1400,PCM-0102871,OK: No comment:No comment,None,None,,None,-6.730571,x1418,,active-covalent
c1ccc2c(c1)[C@@H](CCO2)NC(=O)CCl,x1479,x1479,Mpro-x1479,PCM-0102871,OK: No comment:No comment,success,3.01,7 - Analysed & Rejected,None,-6.730571,x1418,,active-covalent
c1ccc2c(c1)[C@@H](CCO2)NC(=O)CCl,x0730,x0730,Mpro-x0730,PCM-0102871,OK: Clear:Normal,success,1.92,7 - Analysed & Rejected,None,-6.730571,x1418,,active-covalent
CC1(CC1)S(=O)(=O)[N@]2CCC=C(C2)F,x0576,x0576,Mpro-x0576,Z2277255954,OK: No comment:Cracked,Failed - low resolution,3.56,,None,-6.713488,x1311,,active-covalent
CC1(CC1)S(=O)(=O)[N@]2CCC=C(C2)F,x1259,x1259,Mpro-x1259,Z2277255954,OK: No comment:No comment,success,1.57,7 - Analysed & Rejected,None,-6.713488,x1311,,active-covalent
Cc1cc([nH]n1)NC(=O)C,x0315,x0315,Mpro-x0315,Z239136710,OK: No comment:No comment,success,1.67,7 - Analysed & Rejected,None,-6.711664,x1077,,active-noncovalent
CS(=O)(=O)[N@]1CCC[C@@H]1C[NH3+],x0293,x0293,Mpro-x0293,Z1713595338,OK: No comment:No comment,success,1.78,7 - Analysed & Rejected,None,-6.709818,x0195,,active-noncovalent
Cc1c(sc(n1)C)[C@@H](C)[NH2+]C,x1221,x1221,Mpro-x1221,Z1266823232,OK: No comment:No comment,success,1.67,7 - Analysed & Rejected,None,-6.703908,x0104,,active-noncovalent
CNC(=O)c1ccc(cc1)S(=O)(=O)N,x0215,x0215,Mpro-x0215,Z165170770,OK: Clear:Cracked,success,2.92,7 - Analysed & Rejected,None,-6.701376,x0749,,active-covalent
