SMILES,TITLE,fragments,CrystalName,CompoundCode,MountingResult,DataCollectionOutcome,DataProcessingResolutionHigh,RefinementOutcome,Deposition_PDB_ID,Hybrid2,docked_fragment,Mpro-x2643_dock,site,run
CS(=O)(=O)NCCCN1CCCc2c1cc(cc2)S(=O)(=O)N,x2830,x2830,Mpro-x2830,PET-SGC-abc-1,OK: Clear:No comment,success,2.09,7 - Analysed & Rejected,None,-7.647782,x0195,,active-noncovalent,RUN373
COc1ccc2c(c1)c(c[nH]2)CCNS(=O)(=O)C,x2494,x2494,Mpro-x2494,Z1316790959,OK: Clear:Normal,success,2.07,7 - Analysed & Rejected,None,-7.645136,x0831,,active-covalent,RUN374
COc1ccc2c(c1)c(c[nH]2)CCNS(=O)(=O)C,x2662,x2662,Mpro-x2662,Z1316790959,OK: No comment:No comment,success,2.21,7 - Analysed & Rejected,None,-7.645136,x0831,,active-covalent,RUN375
C[NH2+]Cc1cccc(c1)Cl,x0257,x0257,Mpro-x0257,Z2856434770,OK: No comment:Melted,success,2.97,7 - Analysed & Rejected,None,-7.637341,x0195,,active-noncovalent,RUN376
C[N@@H+]1CCC[C@H](C1)OC(=O)c2ccco2,x1155,x1155,Mpro-x1155,Z2940170964,OK: No comment:No comment,success,1.83,7 - Analysed & Rejected,None,-7.635798,x0195,,active-noncovalent,RUN377
CCNc1ccc(cc1F)S(=O)(=O)C,x0592,x0592,Mpro-x0592,Z2142244288,OK: No comment:Cracked,success,2.75,7 - Analysed & Rejected,None,-7.626258,x0195,,active-noncovalent,RUN378
c1cc(=O)[nH]nc1,x1018,x1018,Mpro-x1018,Z3219959731,OK: No comment:No comment,success,3.47,7 - Analysed & Rejected,None,-7.623253,x0678,,active-noncovalent,RUN379
COC(=O)[C@@]1(CCC[NH2+]C1)c2ccc(cc2)F,x0837,x0837,Mpro-x0837,POB0084,OK: Clear:Normal,success,2.07,7 - Analysed & Rejected,None,-7.617676,x0195,,active-noncovalent,RUN380
CCNC(=O)c1cn[nH]n1,x0556,x0556,Mpro-x0556,Z755044716,OK: No comment:No comment,success,1.91,7 - Analysed & Rejected,None,-7.610065,x0397,,active-noncovalent,RUN381
CC(=O)N[C@@H](CCC(=O)[O-])C(=O)NCC#CBr,x0971,x0971,Mpro-x0971,NCL-00025059,OK: No comment:No comment,success,2.09,7 - Analysed & Rejected,None,-7.607946,x0831,,active-covalent,RUN382
CN(C)C(=O)CNc1ccccc1,x0483,x0483,Mpro-x0483,Z104584152,OK: No comment:No comment,success,2.22,7 - Analysed & Rejected,None,-7.606360,x0749,,active-covalent,RUN383
c1cc(sc1)c2[nH]ccn2,x0155,x0155,Mpro-x0155,Z744754722,OK: Precipitated:Normal,success,1.68,7 - Analysed & Rejected,None,-7.597924,x0749,,active-covalent,RUN384
c1c[nH]ncc1=O,x1041,x1041,Mpro-x1041,Z1741975221,OK: No comment:No comment,None,None,,None,-7.560664,x0678,,active-noncovalent,RUN385
COc1cccc2c1cc[nH]2,x0346,x0346,Mpro-x0346,Z1429867185,OK: No comment:No comment,success,2.01,7 - Analysed & Rejected,None,-7.549317,x0195,,active-noncovalent,RUN386
C[C@H](CS(=O)(=O)N)c1ccccc1,x0079,x0079,Mpro-x0079,Z1407673036,OK: No comment:No comment,success,2.43,7 - Analysed & Rejected,None,-7.548541,x0195,,active-noncovalent,RUN387
Cc1ccc(c(c1)C)S(=O)(=O)N2CCN(CC2)C(=O)CCl,x1488,x1488,Mpro-x1488,PCM-0102628,OK: No comment:No comment,success,2.57,7 - Analysed & Rejected,None,-7.543831,x0831,,active-covalent,RUN388
Cc1ccc(c(c1)C)S(=O)(=O)N2CCN(CC2)C(=O)CCl,x0771,x0771,Mpro-x0771,PCM-0102628,OK: Clear:Normal,success,1.9,6 - Deposited,5RGP,-7.543831,x0831,,active-covalent,RUN389
c1cc(ccc1C[NH2+]Cc2ccc(cc2)F)C#N,x0597,x0597,Mpro-x0597,Z2856434851,OK: Phase Separation:No comment,None,None,,None,-7.543612,x0749,,active-covalent,RUN390
CC(=O)c1ccc(cc1)OC(F)F,x0041,x0041,Mpro-x0041,Z55671900,OK: No comment:No comment,success,1.53,7 - Analysed & Rejected,None,-7.542289,x0749,,active-covalent,RUN391
c1cc2c(cc1CNC(=O)CCl)OCO2,x0752,x0752,Mpro-x0752,PCM-0102578,OK: Clear:Normal,success,1.88,6 - Deposited,5REO,-7.540138,x0749,,active-covalent,RUN392
c1cc(cc(c1)NC(=O)C2CCN(CC2)C(=O)CCl)c3c4c(n[nH]3)CCCC4,x2749,x2749,Mpro-x2749,PG-COV-25,OK: Clear:No comment,success,2.88,7 - Analysed & Rejected,None,-7.526568,x0830,,active-covalent,RUN393
c1cc(cc(c1)NC(=O)C2CCN(CC2)C(=O)CCl)c3c4c(n[nH]3)CCCC4,x2755,x2755,Mpro-x2755,PG-COV-25,OK: Clear:No comment,success,2.83,7 - Analysed & Rejected,None,-7.526568,x0830,,active-covalent,RUN394
c1cc(cc(c1)NC(=O)C2CCN(CC2)C(=O)CCl)c3c4c(n[nH]3)CCCC4,x2040,x2040,Mpro-x2040,PG-COV-25,OK: No comment:No comment,success,1.77,7 - Analysed & Rejected,None,-7.526568,x0830,,active-covalent,RUN395
Cc1c(sc2c1c(ncn2)N(C)C)C,x1230,x1230,Mpro-x1230,Z31222641,OK: No comment:No comment,success,1.68,7 - Analysed & Rejected,None,-7.526505,x0195,,active-noncovalent,RUN396
c1ccc(c(c1)NC(=O)C2CCN(CC2)C(=O)CCl)Br,x2726,x2726,Mpro-x2726,PG-COV-35,OK: Clear:No comment,success,2.28,7 - Analysed & Rejected,None,-7.525287,x0749,,active-covalent,RUN397
c1ccc(c(c1)NC(=O)C2CCN(CC2)C(=O)CCl)Br,x2051,x2051,Mpro-x2051,PG-COV-35,OK: No comment:No comment,success,2.43,7 - Analysed & Rejected,None,-7.525287,x0749,,active-covalent,RUN398
C=CC(=O)N(c1ccc2c(c1)scn2)[C@H](c3cccnc3)C(=O)Nc4ccc(cc4)Br,x2777,x2777,Mpro-x2777,Z4439011556,OK: Clear:No comment,success,2.35,7 - Analysed & Rejected,None,-7.523878,x0831,,active-covalent,RUN399
C=CC(=O)N(c1ccc2c(c1)scn2)[C@H](c3cccnc3)C(=O)Nc4ccc(cc4)Br,x2688,x2688,Mpro-x2688,Z4439011556,OK: No comment:No comment,success,1.72,7 - Analysed & Rejected,None,-7.523878,x0831,,active-covalent,RUN400
C=CC(=O)N(c1ccc2c(c1)scn2)[C@H](c3cccnc3)C(=O)Nc4ccc(cc4)Br,x2790,x2790,Mpro-x2790,Z4439011556,OK: Clear:No comment,success,2.51,7 - Analysed & Rejected,None,-7.523878,x0831,,active-covalent,RUN401
CC(=O)Nc1ccc(cc1)C[NH+]2CCOCC2,x0554,x0554,Mpro-x0554,Z2856434875,OK: No comment:No comment,success,1.92,7 - Analysed & Rejected,None,-7.520943,x0104,,active-noncovalent,RUN402
c1cc2c(nc1)C[C@H]3CC[C@@H]2[NH2+]3,x0838,x0838,Mpro-x0838,POB0102,OK: Clear:Normal,success,1.93,7 - Analysed & Rejected,None,-7.516714,x0072,,active-noncovalent,RUN403
c1cnc(cc1I)N,x0937,x0937,Mpro-x0937,NCL-00023822,OK: No comment:No comment,success,2.21,7 - Analysed & Rejected,None,-7.495326,x0540,,active-noncovalent,RUN404
C[C@@H](CO)Nc1c(cc(cn1)Cl)F,x1149,x1149,Mpro-x1149,Z1432018343,OK: No comment:No comment,success,1.7,7 - Analysed & Rejected,None,-7.494957,x0195,,active-noncovalent,RUN405
c1cc2c(cc1C(=O)N)CCN2,x0311,x0311,Mpro-x0311,Z2434225559,OK: No comment:No comment,None,None,,None,-7.481947,x0195,,active-noncovalent,RUN406
CC(C)Nc1cccnc1,x0572,x0572,Mpro-x0572,Z1259341037,OK: No comment:No comment,success,2.98,7 - Analysed & Rejected,None,-7.474369,x0678,,active-noncovalent,RUN407
C[C@H]1[C@@H](C(=O)N1S(=O)(=O)[O-])NC(=O)/C(=N\OC(C)(C)C(=O)[O-])/c2csc(n2)N,x2058,x2058,Mpro-x2058,Aztreonam,OK: No comment:No comment,success,2.44,7 - Analysed & Rejected,None,-7.470818,x1077,,active-noncovalent,RUN408
Cc1nc2c(s1)CCC[C@H]2C(=O)NC,x1148,x1148,Mpro-x1148,Z1904249627,OK: No comment:No comment,success,1.56,7 - Analysed & Rejected,None,-7.454516,x1077,,active-noncovalent,RUN409
Cc1cc(c(cc1C)[C@H](C)NC(=O)CCl)C,x0821,x0821,Mpro-x0821,PCM-0102879,OK: Crystalline:Normal,success,1.79,7 - Analysed & Rejected,None,-7.452919,x0749,,active-covalent,RUN410
CCOc1cccc(c1)C(=O)Nc2nnn(n2)C,x0527,x0527,Mpro-x0527,Z57292400,OK: No comment:No comment,success,1.88,7 - Analysed & Rejected,None,-7.439372,x0830,,active-covalent,RUN411
CNS(=O)(=O)c1ccccc1Cl,x1268,x1268,Mpro-x1268,Z45527714,OK: No comment:No comment,success,1.96,7 - Analysed & Rejected,None,-7.434351,x0678,,active-noncovalent,RUN412
CC(=O)N1CCN(CC1)C(=O)CCl,x0703,x0703,Mpro-x0703,PCM-0102535,OK: Clear:Normal,success,1.79,7 - Analysed & Rejected,None,-7.432066,x0749,,active-covalent,RUN413
CC(=O)Nc1ccc(cc1)Br,x0940,x0940,Mpro-x0940,NCL-00023828,OK: No comment:No comment,success,2.22,7 - Analysed & Rejected,None,-7.428520,x0195,,active-noncovalent,RUN414
C[C@@H]1[C@@H](CCC[N@@]1S(=O)(=O)C)C(=O)N2CCCC2,x0849,x0849,Mpro-x0849,POB0015,OK: Clear:Normal,success,2.34,7 - Analysed & Rejected,None,-7.417205,x0195,,active-noncovalent,RUN415
C[C@@H]1CCc2ccccc2N1C(=O)C,x0294,x0294,Mpro-x0294,Z28870646,OK: No comment:No comment,success,1.76,7 - Analysed & Rejected,None,-7.414208,x0195,,active-noncovalent,RUN416
C[C@@H]1CCc2ccccc2N1C(=O)C,x1145,x1145,Mpro-x1145,Z28870646,OK: No comment:No comment,success,1.6,7 - Analysed & Rejected,None,-7.414208,x0195,,active-noncovalent,RUN417
Cn1cc(c(n1)c2ccncc2)C(=O)[O-],x0266,x0266,Mpro-x0266,Z815264062,OK: No comment:Cracked,success,1.8,7 - Analysed & Rejected,None,-7.413765,x0387,,active-noncovalent,RUN418
CC(=O)c1cccc(c1)NC(=O)C2CCN(CC2)C(=O)CCl,x2728,x2728,Mpro-x2728,PG-COV-31,OK: Clear:No comment,success,1.61,7 - Analysed & Rejected,None,-7.405107,x0749,,active-covalent,RUN419
CC(=O)c1cccc(c1)NC(=O)C2CCN(CC2)C(=O)CCl,x2759,x2759,Mpro-x2759,PG-COV-31,OK: Clear:No comment,success,1.97,7 - Analysed & Rejected,None,-7.405107,x0749,,active-covalent,RUN420
CC(=O)c1cccc(c1)NC(=O)C2CCN(CC2)C(=O)CCl,x2770,x2770,Mpro-x2770,PG-COV-31,OK: Clear:No comment,success,1.63,7 - Analysed & Rejected,None,-7.405107,x0749,,active-covalent,RUN421
CC(=O)c1cccc(c1)NC(=O)C2CCN(CC2)C(=O)CCl,x2781,x2781,Mpro-x2781,PG-COV-31,OK: Clear:No comment,success,1.76,7 - Analysed & Rejected,None,-7.405107,x0749,,active-covalent,RUN422
C[C@H](c1ccc(cc1)F)[NH2+]C,x0121,x0121,Mpro-x0121,Z166605480,OK: Clear:Normal,success,1.92,7 - Analysed & Rejected,None,-7.399781,x0678,,active-noncovalent,RUN423
C[C@H](c1ccc(cc1)F)[NH2+]C,x1170,x1170,Mpro-x1170,Z166605480,OK: No comment:No comment,success,1.83,7 - Analysed & Rejected,None,-7.399781,x0678,,active-noncovalent,RUN424
CS(=O)(=O)c1nccn1Cc2cscn2,x0569,x0569,Mpro-x0569,Z1328968520,OK: No comment:No comment,success,3.1,7 - Analysed & Rejected,None,-7.394627,x0749,,active-covalent,RUN425
C[C@@H]([C@@H](C(=O)NCC#CBr)NC(=O)C)O,x0978,x0978,Mpro-x0978,NCL-00025058,OK: No comment:No comment,success,1.63,6 - Deposited,5RG2,-7.387796,x1386,,active-covalent,RUN426
c1cc2c(cc1Br)c(c[nH]2)NC(=O)C3CCN(CC3)C(=O)CCl,x2727,x2727,Mpro-x2727,PG-COV-14,OK: Clear:No comment,success,2.36,7 - Analysed & Rejected,None,-7.377210,x1334,,active-covalent,RUN427
c1cc2c(cc1Br)c(c[nH]2)NC(=O)C3CCN(CC3)C(=O)CCl,x2758,x2758,Mpro-x2758,PG-COV-14,OK: Clear:No comment,success,1.88,7 - Analysed & Rejected,None,-7.377210,x1334,,active-covalent,RUN428
c1cc2c(cc1Br)c(c[nH]2)NC(=O)C3CCN(CC3)C(=O)CCl,x2769,x2769,Mpro-x2769,PG-COV-14,OK: Clear:No comment,success,1.92,7 - Analysed & Rejected,None,-7.377210,x1334,,active-covalent,RUN429
COc1cccc2c1nc(s2)NC(=O)CCl,x0721,x0721,Mpro-x0721,PCM-0103067,OK: Clear:Normal,None,None,,None,-7.360106,x0749,,active-covalent,RUN430
Cc1cc(cnc1[C@]23C[C@H]2CC[N@]3S(=O)(=O)C)F,x0931,x0931,Mpro-x0931,POB0162,OK: No comment:No comment,success,1.49,7 - Analysed & Rejected,None,-7.359055,x0195,,active-noncovalent,RUN431
CCC(=O)Nc1ccc(cc1)S(=O)(=O)N,x0561,x0561,Mpro-x0561,Z27682767,OK: Crystalline:No comment,success,2.3,7 - Analysed & Rejected,None,-7.355818,x0749,,active-covalent,RUN432
COc1cc(ccn1)Br,x0942,x0942,Mpro-x0942,NCL-00023836,OK: No comment:No comment,Failed - low resolution,5.21,,None,-7.351359,x0540,,active-noncovalent,RUN433
CC(C)N(C)c1c2cnn(c2ncn1)C,x1101,x1101,Mpro-x1101,Z328695024,OK: No comment:No comment,success,1.3,6 - Deposited,5RGR,-7.350864,x1375,,active-covalent,RUN434
Cc1ccnc(c1)NC(=O)C2CCN(CC2)C(=O)CCl,x2767,x2767,Mpro-x2767,PG-COV-38,OK: Clear:No comment,Failed - low resolution,4.24,,None,-7.341500,x0749,,active-covalent,RUN435
Cc1ccnc(c1)NC(=O)C2CCN(CC2)C(=O)CCl,x2047,x2047,Mpro-x2047,PG-COV-38,OK: No comment:No comment,success,1.37,7 - Analysed & Rejected,None,-7.341500,x0749,,active-covalent,RUN436
CNC(=O)c1ccccc1NC(=O)c2ccco2,x0611,x0611,Mpro-x0611,Z30272547,Mounted_Clear,success,2.12,7 - Analysed & Rejected,None,-7.329142,x0161,,active-noncovalent,RUN437
c1c(cncn1)Br,x0941,x0941,Mpro-x0941,NCL-00023832,OK: No comment:No comment,success,1.68,7 - Analysed & Rejected,None,-7.315763,x0397,,active-noncovalent,RUN438
c1cc2c(ccnc2nc1)Br,x0950,x0950,Mpro-x0950,NCL-00023833,OK: No comment:No comment,success,1.91,7 - Analysed & Rejected,None,-7.293748,x0195,,active-noncovalent,RUN439
CC(C)Nc1ncccn1,x0583,x0583,Mpro-x0583,Z31190928,OK: No comment:No comment,success,3.08,7 - Analysed & Rejected,None,-7.293537,x1093,,active-noncovalent,RUN440
CC(C)Nc1ncccn1,x1102,x1102,Mpro-x1102,Z31190928,OK: No comment:No comment,success,1.46,7 - Analysed & Rejected,None,-7.293537,x1093,,active-noncovalent,RUN441
c1cn(nn1)C[C@H]2CCCC[NH2+]2,x0661,x0661,Mpro-x0661,Z1891776952,Mounted_Clear,None,None,,None,-7.283552,x0104,,active-noncovalent,RUN442
C[N@](CCO)S(=O)(=O)c1ccc(cc1)N,x0614,x0614,Mpro-x0614,Z1673618163,Mounted_Clear,success,2.47,7 - Analysed & Rejected,None,-7.277418,x0678,,active-noncovalent,RUN443
CCC(C)(C)c1ccc(cc1)N([C@H](c2cccnc2)C(=O)Nc3ccccc3Br)C(=O)C=C,x2870,x2870,Mpro-x2870,Z4438424217,OK: Clear:No comment,success,2.06,7 - Analysed & Rejected,None,-7.274395,x0749,,active-covalent,RUN444
Cc1cc(ccc1NC(=O)[C@@H](c2cccnc2)N(c3cc(on3)C(C)(C)C)C(=O)C=C)OC,x2694,x2694,Mpro-x2694,Z4439011520,OK: No comment:No comment,success,1.72,6 - Deposited,5RH5,-7.271996,x1392,,active-covalent,RUN445
CC(C)(C)c1cc(n[nH]1)N([C@H](c2cccnc2)C(=O)Nc3ccc(cc3)Cl)C(=O)C=C,x2706,x2706,Mpro-x2706,Z4439011532,OK: Precipitated:Cracked,success,2.2,7 - Analysed & Rejected,None,-7.264618,x1418,,active-covalent,RUN446
COC(=O)c1ccc(cc1)S(=O)(=O)N,x0161,x0161,Mpro-x0161,Z18197050,OK: Clear:Normal,success,1.93,6 - Deposited,5R80,-7.223508,x0749,,active-covalent,RUN447
c1c(cncn1)N,x0995,x0995,Mpro-x0995,Z1741970824,OK: No comment:No comment,success,1.5,6 - Deposited,5RF3,-7.222010,x0426,,active-noncovalent,RUN448
Cc1cccc(c1C)C(=O)N(C)C,x0037,x0037,Mpro-x0037,Z32014663,OK: No comment:No comment,None,None,,None,-7.220438,x0195,,active-noncovalent,RUN449
CC[C@@H](C)[C@@H](C(=O)NCC#CBr)NC(=O)C,x0975,x0975,Mpro-x0975,NCL-00024976,OK: No comment:No comment,success,1.69,7 - Analysed & Rejected,None,-7.205454,x0104,,active-noncovalent,RUN450
CCOC(=O)Nc1c(ccs1)C(=O)N,x1057,x1057,Mpro-x1057,Z64450924,OK: Clear:Normal,success,1.34,7 - Analysed & Rejected,None,-7.203561,x0104,,active-noncovalent,RUN451
c1cc(ccc1NC(=O)C2CCN(CC2)C(=O)CCl)Cl,x2055,x2055,Mpro-x2055,PG-COV-36,OK: No comment:No comment,success,1.37,7 - Analysed & Rejected,5RHD,-7.200988,x0749,,active-covalent,RUN452
c1cc(cnc1)Br,x0989,x0989,Mpro-x0989,Z1250132521,OK: No comment:No comment,success,1.71,7 - Analysed & Rejected,None,-7.194540,x0397,,active-noncovalent,RUN453
CC(C)(C)c1cc(no1)N([C@H](c2cccnc2)C(=O)NC(C)(C)C)C(=O)C=C,x2708,x2708,Mpro-x2708,Z4439011607,OK: No comment:No comment,success,2.13,7 - Analysed & Rejected,None,-7.190642,x0749,,active-covalent,RUN454
C[C@@H](c1cccc(c1)Cl)NC(=O)CCl,x0822,x0822,Mpro-x0822,PCM-0102190,OK: Clear:Normal,success,1.84,7 - Analysed & Rejected,None,-7.186934,x0749,,active-covalent,RUN455
C[C@@H](c1cccc(c1)Cl)NC(=O)CCl,x1324,x1324,Mpro-x1324,PCM-0102190,OK: No comment:No comment,success,1.87,7 - Analysed & Rejected,None,-7.186934,x0749,,active-covalent,RUN456
C[C@@H](c1cccc(c1)Cl)NC(=O)CCl,x0748,x0748,Mpro-x0748,PCM-0102190,OK: Clear:Normal,success,1.95,7 - Analysed & Rejected,None,-7.186934,x0749,,active-covalent,RUN457
CC(=O)N[C@@H](CCCC[NH3+])C(=O)NCC#CBr,x0969,x0969,Mpro-x0969,NCL-00024978,OK: No comment:No comment,success,2.57,7 - Analysed & Rejected,None,-7.178466,x1077,,active-noncovalent,RUN458
CC(=O)N[C@@H](CCCC[NH3+])C(=O)NCC#CBr,x0986,x0986,Mpro-x0986,NCL-00024978-002 ,OK: No comment:No comment,success,2.19,7 - Analysed & Rejected,None,-7.178466,x1077,,active-noncovalent,RUN459
CC(=O)Nc1ccc(cc1)NC(=O)[C@H]2CC2(C)C,x0424,x0424,Mpro-x0424,Z1505719304,OK: No comment:No comment,success,3.29,7 - Analysed & Rejected,None,-7.177170,x0749,,active-covalent,RUN460
COCCn1cc(cn1)Br,x0963,x0963,Mpro-x0963,NCL-00024673,OK: No comment:No comment,None,None,,None,-7.159364,x0397,,active-noncovalent,RUN461
CS(=O)(=O)N1CC[NH+](CC1)Cc2ccco2,x0451,x0451,Mpro-x0451,Z2241115980,OK: No comment:No comment,success,1.8,7 - Analysed & Rejected,None,-7.157279,x1093,,active-noncovalent,RUN462
CC(C)(C[N@@]1CC[C@@H](C1)[NH3+])O,x0530,x0530,Mpro-x0530,Z2429435052,OK: No comment:No comment,success,1.92,7 - Analysed & Rejected,None,-7.136844,x0195,,active-noncovalent,RUN463
C[C@@H](c1ccc(cc1)CNC(=O)C=C)NC(=O)OC(C)(C)C,x2797,x2797,Mpro-x2797,VIJ-CYC-1a3-10,OK: Clear:No comment,success,2.25,7 - Analysed & Rejected,None,-7.127817,x0749,,active-covalent,RUN464
Cc1ccc(c(c1)C)CN(C)C(=O)CCl,x0716,x0716,Mpro-x0716,PCM-0102552,OK: Clear:Normal,success,1.83,7 - Analysed & Rejected,None,-7.124319,x0749,,active-covalent,RUN465
CCCC(=O)Nc1cccnc1Cl,x0548,x0548,Mpro-x0548,Z240654968,OK: No comment:No comment,success,2.26,7 - Analysed & Rejected,None,-7.124144,x0749,,active-covalent,RUN466
C[C@@H](CCn1cccn1)O,x1176,x1176,Mpro-x1176,Z1613492358,OK: No comment:No comment,success,1.39,7 - Analysed & Rejected,None,-7.119583,x0195,,active-noncovalent,RUN467
C1C[C@@H](OC1)CNC(=O)N2CCOCC2,x0553,x0553,Mpro-x0553,Z2064898127,OK: No comment:No comment,success,1.88,7 - Analysed & Rejected,None,-7.117129,x0195,,active-noncovalent,RUN468
c1c(csc1CNC(=O)CCl)Br,x0751,x0751,Mpro-x0751,PCM-0103050,OK: Clear:Normal,success,1.9,7 - Analysed & Rejected,None,-7.113388,x0749,,active-covalent,RUN469
C[NH+](C)Cc1ccc(cc1)C#N,x0202,x0202,Mpro-x0202,Z2856434815,OK: Clear:Cracked,success,2.48,7 - Analysed & Rejected,None,-7.112167,x0749,,active-covalent,RUN470
CC(=O)N(C)c1ccccc1C(=O)[O-],x0060,x0060,Mpro-x0060,Z223688272,OK: No comment:No comment,success,2.06,7 - Analysed & Rejected,None,-7.109825,x1093,,active-noncovalent,RUN471
Cc1nnc(s1)NC(=O)COC,x1096,x1096,Mpro-x1096,Z263785508,OK: No comment:No comment,success,1.48,7 - Analysed & Rejected,None,-7.097392,x0397,,active-noncovalent,RUN472
CCOC(=O)C[NH+]1CCCCC1,x0586,x0586,Mpro-x0586,Z2856434773,OK: No comment:No comment,success,1.93,7 - Analysed & Rejected,None,-7.093095,x0678,,active-noncovalent,RUN473
CC(=O)NCc1c[nH]nc1,x0109,x0109,Mpro-x0109,Z383325512,OK: Clear:Normal,success,1.93,7 - Analysed & Rejected,None,-7.093080,x0678,,active-noncovalent,RUN474
Cc1ccncc1NC(=O)C,x0107,x0107,Mpro-x0107,Z1129283193,OK: No comment:No comment,success,1.88,6 - Deposited,5RE4,-7.086791,x0426,,active-noncovalent,RUN475
CC(C)n1cc(nc1)S(=O)(=O)N,x0086,x0086,Mpro-x0086,Z1509882419,OK: No comment:No comment,success,2.03,7 - Analysed & Rejected,None,-7.077703,x0397,,active-noncovalent,RUN476
C[C@H]1CCO[C@@H]1C(=O)Nc2cnns2,x0428,x0428,Mpro-x0428,Z1827602749,OK: No comment:No comment,success,1.81,7 - Analysed & Rejected,None,-7.075608,x0107,,active-noncovalent,RUN477
CS(=O)(=O)NC1(CCCCC1)C(=O)[O-],x0598,x0598,Mpro-x0598,Z133622412,OK: No comment:No comment,success,2.34,7 - Analysed & Rejected,None,-7.075496,x0678,,active-noncovalent,RUN478
CCn1c(=O)cc([nH]1)C(F)(F)F,x0130,x0130,Mpro-x0130,Z1268152398,OK: Clear:Normal,success,1.77,7 - Analysed & Rejected,None,-7.071774,x0195,,active-noncovalent,RUN479
CC(=O)Nc1cc(ccc1F)C(=O)[O-],x0106,x0106,Mpro-x0106,Z364328788,OK: No comment:No comment,success,2.45,7 - Analysed & Rejected,None,-7.067080,x0195,,active-noncovalent,RUN480
CCCNC(=O)[C@H](C)NC(=O)N(C)Cc1csc(n1)C,x2492,x2492,Mpro-x2492,Z900735246,OK: Clear:Normal,success,1.91,7 - Analysed & Rejected,None,-7.045680,x0195,,active-noncovalent,RUN481
CCCNC(=O)[C@H](C)NC(=O)N(C)Cc1csc(n1)C,x2660,x2660,Mpro-x2660,Z900735246,OK: No comment:No comment,success,1.81,7 - Analysed & Rejected,None,-7.045680,x0195,,active-noncovalent,RUN482
C1C[NH2+][C@H]1C(=O)[O-],x0997,x0997,Mpro-x0997,Z1318268680,OK: No comment:No comment,success,1.53,7 - Analysed & Rejected,None,-7.041037,x0397,,active-noncovalent,RUN483
Cc1cnccc1NC(=O)C,x0645,x0645,Mpro-x0645,Z1148747945,Mounted_Clear,success,1.72,7 - Analysed & Rejected,None,-7.032791,x0540,,active-noncovalent,RUN484
c1c(cncn1)I,x0949,x0949,Mpro-x0949,NCL-00023831,OK: No comment:No comment,success,1.65,7 - Analysed & Rejected,None,-7.026112,x0397,,active-noncovalent,RUN485
c1ccc(cc1)N([C@H]2CS(=O)(=O)C=C2)C(=O)CCl,x1476,x1476,Mpro-x1476,PCM-0102372,OK: No comment:No comment,success,2.69,7 - Analysed & Rejected,None,-7.021152,x1311,,active-covalent,RUN486
CNC(=O)c1ccc(n1C)[C@@H]2CCCCN2C(=O)C=C,x2771,x2771,Mpro-x2771,PCM-0102610-001,OK: Clear:No comment,success,1.95,7 - Analysed & Rejected,None,-7.018138,x1392,,active-covalent,RUN487
CNC(=O)c1ccc(n1C)[C@@H]2CCCCN2C(=O)C=C,x2782,x2782,Mpro-x2782,PCM-0102610-001,OK: Clear:No comment,success,1.52,7 - Analysed & Rejected,None,-7.018138,x1392,,active-covalent,RUN488
CNC(=O)c1ccc(n1C)[C@@H]2CCCCN2C(=O)C=C,x2030,x2030,Mpro-x2030,PCM-0102610-001,OK: No comment:No comment,success,1.54,7 - Analysed & Rejected,None,-7.018138,x1392,,active-covalent,RUN489
c1cc(ccc1NC(=O)C2CCN(CC2)C(=O)CCl)N3CCNC3=O,x2738,x2738,Mpro-x2738,PG-COV-7,OK: Clear:No comment,success,2.54,7 - Analysed & Rejected,None,-7.017734,x1334,,active-covalent,RUN490
c1cc(ccc1NC(=O)C2CCN(CC2)C(=O)CCl)N3CCNC3=O,x2766,x2766,Mpro-x2766,PG-COV-7,OK: Clear:No comment,success,1.85,7 - Analysed & Rejected,None,-7.017734,x1334,,active-covalent,RUN491
c1cc(ccc1NC(=O)C2CCN(CC2)C(=O)CCl)N3CCNC3=O,x2753,x2753,Mpro-x2753,PG-COV-7,OK: Clear:No comment,success,2.28,7 - Analysed & Rejected,None,-7.017734,x1334,,active-covalent,RUN492
Cc1c(sc(c1C(=O)OC)NC(=O)CCl)C,x0723,x0723,Mpro-x0723,PCM-0102322,OK: Clear:Normal,success,1.83,7 - Analysed & Rejected,None,-7.008154,x1418,,active-covalent,RUN493
CNc1ncccn1,x0310,x0310,Mpro-x0310,Z54628578,OK: No comment:No comment,success,1.65,7 - Analysed & Rejected,None,-7.000005,x1093,,active-noncovalent,RUN494
CC(C)(C[NH2+]C1CCOCC1)O,x0450,x0450,Mpro-x0450,Z1103351268,OK: No comment:Cracked,success,1.74,7 - Analysed & Rejected,None,-6.995928,x0678,,active-noncovalent,RUN495
COCc1cc(ccn1)Br,x0960,x0960,Mpro-x0960,NCL-00024674,OK: No comment:No comment,success,1.9,7 - Analysed & Rejected,None,-6.981602,x0195,,active-noncovalent,RUN496
CCC(C)(C)c1ccc(cc1)N([C@H](c2cccnc2)C(=O)Nc3cccc(c3C)F)C(=O)C=C,x2695,x2695,Mpro-x2695,Z4439011603,OK: No comment:No comment,success,1.8,7 - Analysed & Rejected,None,-6.975394,x0749,,active-covalent,RUN497
C[C@@H](c1ccc(cc1)Cl)NC(=O)CCl,x0709,x0709,Mpro-x0709,PCM-0102334,OK: Clear:Normal,success,1.82,7 - Analysed & Rejected,None,-6.967341,x0749,,active-covalent,RUN498
