compound_name,compound_structure,measurement,qualifier,reassigned_structure 
ALP-POS-c0c213c9-14,Cn1ccc(n1)CN(c2ccc(cc2)c3ccccn3)C(=O)Cc4cccnc4,4,<,
ALP-POS-c0c213c9-13,c1ccc2c(c1)nnn2CC(=O)N(CC3CCOC3)c4ccc(cc4)C5CCNCC5,4,<,
ALP-POS-c0c213c9-12,c1cc(ccc1N2CCOCC2)N(Cc3ccsc3)C(=O)Cn4cc(nn4)CN,4,<,
ALP-POS-c0c213c9-11,c1cc(ccc1n2cnnc2)N(Cc3ccsc3)C(=O)Cn4cc(nn4)CN,4,<,
ALP-POS-c0c213c9-10,c1cc(cnc1)CC(=O)N(CC(=O)N2CCNCC2)c3ccc(cc3)c4ncccn4,4,<,
ALP-POS-c0c213c9-9,Cn1cc(nc1)CN(c2ccc(cc2)OCc3ccccc3)C(=O)c4cnnn4c5ccccc5,4,<,
ALP-POS-c0c213c9-7,c1ccc(cc1)c2ccc(cc2)N(CC(=O)N3CCNCC3)C(=O)Cn4cc(nn4)CN,4,<,
ALP-POS-c0c213c9-6,CC(C)(c1ccc(cc1)N(Cc2ccsc2)C(=O)Cn3c4ccccc4nn3)C(=O)N,5.5,=,
ALP-POS-c0c213c9-5,c1ccc(cc1)c2ccc(cc2)N(Cc3ccsc3)C(=O)Cn4cc(nn4)CN,4,<,
ALP-POS-c0c213c9-4,c1ccc(cc1)c2ccc(cn2)N(Cc3cscn3)C(=O)Cn4cc(nn4)CN,4,<,
ALP-POS-c0c213c9-3,c1ccc(cc1)c2ccc(cc2)N(CC(=O)N3CCNCC3)C(=O)Cn4c5ccccc5nn4,4,<,
ALP-POS-c0c213c9-1,COc1ccc2c(c1)n(nn2)CC(=O)N(Cc3ccccn3)c4ccc(cc4)C5CCNCC5,4.4,=,
MAT-POS-c79fcd02-1,COc1cc(cc(c1)Oc2cccc(c2)CNC(=O)Cn3c4ccccc4nn3)OC,4,<,
ALP-POS-91609ae9-3,c1cc(cc(c1)Cl)CN2CCN(C2=O)c3c4cn[nH]c4ccn3,5.3,=,
ALP-POS-91609ae9-2,Cc1c(sc(n1)N)CN2CCN(C2=O)Cc3cccc(c3)Cl,4,<,
ALP-POS-91609ae9-1,Cc1c([nH]cn1)CN2CCN(C2=O)Cc3cccc(c3)Cl,4,<,
MAK-UNK-7c9d1431-17,COc1ccc(cc1)S(=O)(=O)N2CCN(CC2)C(=O)CCl,4.6,=,
MAR-TRE-6a44bbf2-21,c1ccc(cc1)S(=O)(=O)N2CCN(CC2)C(=O)CCl,5.8,=,
BEN-BAS-baaab58b-1,c1cc2c(cc1CC(=O)NC3(CC3)CNC(=O)c4cnc[nH]4)[nH]c(=O)[nH]2,4,<,
MAT-POS-ee51dedd-3,c1cc2c(cc1NCc3ccc(cc3Cl)F)CCCN2C(=O)CCl,4.7,=,
MAT-POS-ee51dedd-1,c1cc(cc(c1)C#N)CN2CCN(CC2)C(=O)CCl,4.7,=,
LOR-NEU-c8f11034-9,c1ccc(cc1)CN2c3cc(ccc3C(=O)C2=O)Br,4,<,
LOR-NEU-c8f11034-8,CC1(CCCN1S(=O)(=O)c2ccc3c(c2)C(=O)C(=O)N3)C,4,<,
LOR-NEU-c8f11034-7,Cc1cc(cc2c1N(C(=O)C2=O)CCBr)Br,4,<,
LOR-NEU-c8f11034-6,c1cc2c(cc1S(=O)(=O)N)C(=O)C(=O)N2,4,<,
LOR-NEU-c8f11034-5,c1ccc2c(c1)C(=O)C(=O)N2Cc3ccc(cc3)Br,3.7,<,
LOR-NEU-c8f11034-4,c1cc2c(cc1Br)NC(=O)C2=O,4,<,
LOR-NEU-c8f11034-3,c1cc2c(cc1Br)C(=O)C(=O)N2,4,<,
LOR-NEU-c8f11034-2,c1cc2c(c(c1)Br)N(C(=O)C2=O)Cc3ccc(cc3)Br,4,<,
LOR-NEU-c8f11034-1,c1cc2c(c(c1)Br)NC(=O)C2=O,4,<,
BEN-BAS-0534ec5c-1,CC(C(=O)Nc1ccc(cc1)n2cnc3c2cccc3)NC(=O)c4ccc5cn[nH]c5c4,4,<,
BEN-BAS-f6e16b09-1,c1ccc(cc1)C2C3(CC(C3)(O2)CNCc4ccc5c(c4)OCC5)C(=O)O,4,<,
ERI-BAS-962ecb40-1,c1ccc(cc1)c2ccccc2NS(=O)(=O)c3cccc(c3)C(=O)NCCNc4ccncc4,4,<,
ANN-UNI-98d2bf15-5,Cc1ccncc1NC(=O)Cc2cccc(c2)OC(F)(F)F,4,<,
ANN-UNI-98d2bf15-3,c1cc(cc(c1)Cl)CC(=O)Nc2cnccc2C(=O)N,4,<,
ANN-UNI-98d2bf15-2,Cc1ccncc1NC(=O)Cc2cccc(c2)C(=O)N,4,<,
ANN-UNI-98d2bf15-1,Cc1ccncc1NC(=O)Cc2ccccc2N,4,<,
IAN-BAS-36ca50f1-1,Cn1cc(cc1CC(=O)Nc2cccc(c2)C(=O)NCc3ccccn3)S(=O)(=O)N,4,<,
IAN-BAS-647c7407-1,c1ccc(cc1)Cn2c3c(cc(cn3)C(=O)NCc4cccc(c4)C(=O)N5CCOCC5)c(=O)[nH]c2=O,4,<,
ERI-BAS-37e2bb46-1,c1ccc2c(c1)c(co2)CNC(=O)C3CCc4nnc(n4C3)c5ccc(cc5)O,4,<,
BEN-BAS-bb561ced-1,c1cc(c(c(c1)Cl)CN(c2ccc3c(c2)[nH]c(=O)[nH]3)C(=O)Cc4c[nH]c5c4cccn5)F,4,<,
ERI-BAS-50567787-1,Cc1ncc2c(n1)CCC(C2)NC(=O)NCc3cccc(c3)N4C(=O)C5(CCCC5)NC4=O,4,<,
IAN-BAS-9ef79f6c-1,c1cc(cc(c1)N2C(=O)C3(CCCC3)NC2=O)CNC(=O)NCCc4ccc5c(c4)CCO5,4,<,
ERI-BAS-bd3ef700-1,Cc1[nH]nc(n1)c2cccc(c2)CNC(=O)Nc3cccc(c3)CN4CCCC4=O,4,<,
IAN-BAS-5394d4c4-1,c1ccc2c(c1)c(c[nH]2)C(=O)NCCC(=O)Nc3ccc(cc3)n4cnc5c4cccc5,4,<,
BEN-DND-03ad4429-3,C=CC(=O)N1CCN(CC1)S(=O)(=O)c2cccc(c2)F,4,<,
BEN-DND-03ad4429-7,C=CC(=O)N1CCN(CC1)S(=O)(=O)c2cccs2,4,<,
EDJ-MED-6af13d92-3,COc1ccccc1OCCNC(=O)c2cc(=O)[nH]c3c2c(ccc3)OC,5.7,=,
EDJ-MED-6af13d92-2,COc1ccccc1OCCNC(=O)c2cc(=O)[nH]c3c2c(ccc3)F,4,<,
EDJ-MED-6af13d92-1,Cc1cccc2c1c(cc(=O)[nH]2)C(=O)NCCOc3ccccc3OC,5,=,
ALP-POS-90c18d1d-1,Cc1ccncc1NC(=O)C[C@H](c2ccccc2)N3CCC(CC3)O,4,<,
NAU-LAT-445f63e5-7,c1ccc(cc1)CC2(CCOCC2)NS(=O)(=O)c3cccnc3,4,<,
NAU-LAT-445f63e5-6,c1ccc(cc1)CC2(CCOCC2)NC(=O)Nc3cccnc3,4,<,
NAU-LAT-445f63e5-5,c1ccc(cc1)CS(=O)(=O)Nc2cnccc2N3CCCC3,4,<,
NAU-LAT-445f63e5-3,c1cc(cnc1)NS(=O)(=O)Cc2nc(on2)C3CC3,4,<,
NAU-LAT-445f63e5-2,c1cc(cnc1)NS(=O)(=O)Cc2ccc(cc2)F,4,<,
NAU-LAT-445f63e5-1,c1ccc(cc1)CCS(=O)(=O)Nc2cccnc2,4,<,
BAR-COM-0f94fc3d-7,Cc1ccnn1CC(=O)NCC(c2ccccc2)NC(=O)C(C)C#N,4,<,
BAR-COM-0f94fc3d-59,CC(=O)Nc1ccncc1NC(=O)C2Cc3c2cc(cc3)F,4,<,
BAR-COM-0f94fc3d-58,Cc1ccncc1NC(=O)C(c2cc(ccc2OC)Br)N,4,<,
BAR-COM-0f94fc3d-55,Cc1c2ccccc2ncc1C(=O)NC(CC(=O)O)c3cccc(c3)Cl,4,<,
BAR-COM-0f94fc3d-53,CC(c1ccn[nH]1)NC(=O)Nc2cccc(c2)N3CCCCC3=O,4,<,
BAR-COM-0f94fc3d-51,CCn1c2ccccc2n(c1=O)CC(=O)Nc3c(ccnc3C)C,4,<,
BAR-COM-0f94fc3d-50,Cc1c(cncn1)NC(=O)C2CCCc3c2cc(cc3)OC,4,<,
BAR-COM-0f94fc3d-5,CCC(C)CC(=O)N1CCCC(CC1)NC(=O)Cn2c(cc(nc2=O)C)C,4,<,
BAR-COM-0f94fc3d-49,CSc1ccncc1NC(=O)Cc2ccc3c(c2)CCCC3,4,<,
BAR-COM-0f94fc3d-48,Cc1ccncc1NC(=O)CN2c3cc(ccc3OCC2=O)Cl,4.2,=,
BAR-COM-0f94fc3d-46,Cc1ccnc(c1NC(=O)C(C)c2ccc(c(c2)F)F)C,4,<,
BAR-COM-0f94fc3d-45,CC(C)(c1cc(cc(c1)F)C#N)C(=O)Nc2cnccc2OC,4,<,
BAR-COM-0f94fc3d-43,COc1ccc2c(c1)C(CCC2)C(=O)Nc3cnccc3n4cccn4,4,<,
BAR-COM-0f94fc3d-41,Cc1ccncc1NC(=O)Cn2ccc3c2cc(cc3)Cl,4,<,
BAR-COM-0f94fc3d-40,c1ccc(cc1)c2ccncc2NC(=O)Cc3cc4c(c(c3)Cl)OCCO4,4,<,
BAR-COM-0f94fc3d-4,Cc1ccn(c(=O)c1)CC(=O)NCc2nccn2CCc3ccccc3,4,<,
BAR-COM-0f94fc3d-38,CCC(c1cccc(c1)Cl)(C(=O)Nc2cnccc2C)O,4,<,
BAR-COM-0f94fc3d-33,Cc1ccnc(c1NC(=O)NCc2cccc(c2)N3CCOCC3)C,4,<,
BAR-COM-0f94fc3d-3,COCC(c1cccc(c1)Br)NC(=O)CC2c3cc(ccc3NC2=O)F,4,<,
BAR-COM-0f94fc3d-28,Cc1ccncc1NC(=O)Cc2cc3c(c(c2)Cl)OCCO3,4,<,
BAR-COM-0f94fc3d-25,Cc1ccncc1NC(=O)C2(CC(=O)C2)c3cccc(c3)Cl,4,<,
BAR-COM-0f94fc3d-23,COc1ccncc1NC(=O)C(c2cccc(c2)Br)O,4,<,
BAR-COM-0f94fc3d-20,Cc1cnn(c1)c2ccncc2NC(=O)Cn3cc(c4c3cccc4)C,4,<,
BAR-COM-0f94fc3d-18,Cc1ccncc1NC(=O)Cn2ccc3c2cc(cc3)F,4,<,
BAR-COM-0f94fc3d-13,Cc1ccc(cc1NC(=O)C(C)(C)c2cccc(c2)F)O,4,<,
MAT-POS-590ac91e-9,Cc1ccncc1NC(=O)CC2(CC2)OC,4,<,
MAT-POS-590ac91e-8,CCO[C@@H]1C[C@H]1C(=O)Nc2cnccc2C,4,<,
MAT-POS-590ac91e-70,c1ccc(c(c1)F)S(=O)(=O)N2CCN(CC2)C(=O)c3cc(=O)[nH]c4c3cc(cc4)Cl,4,<,
MAT-POS-590ac91e-7,Cc1ccncc1NC(=O)CC(C2CC2)O,4,<,
MAT-POS-590ac91e-69,c1cc(cc(c1)Cl)S(=O)(=O)N2CCN(CC2)C(=O)c3cc(=O)[nH]c4c3cc(cc4)F,4,<,
MAT-POS-590ac91e-68,c1ccc(c(c1)S(=O)(=O)N2CCN(CC2)C(=O)c3cc(=O)[nH]c4c3cc(cc4)F)Cl,4,<,
MAT-POS-590ac91e-67,c1cc(ccc1S(=O)(=O)N2CCN(CC2)C(=O)c3cc(=O)[nH]c4c3cc(cc4)F)Cl,4,<,
MAT-POS-590ac91e-66,Cc1ccc(cc1)S(=O)(=O)N2CCN(CC2)C(=O)c3cc(=O)[nH]c4c3cc(cc4)Cl,4,<,
MAT-POS-590ac91e-65,COc1ccc(cc1)S(=O)(=O)N2CCN(CC2)C(=O)c3cc(=O)[nH]c4c3ccc(c4)F,4,<,
MAT-POS-590ac91e-64,Cc1ccc(c(c1)C)S(=O)(=O)N2CCN(CC2)C(=O)c3cc(=O)[nH]c4c3cc(cc4)F,4,<,
MAT-POS-590ac91e-63,Cc1ccc(c(c1)C)S(=O)(=O)N2CCN(CC2)C(=O)c3cc(=O)[nH]c4c3ccc(c4)F,4,<,
MAT-POS-590ac91e-62,c1ccc(c(c1)C#N)S(=O)(=O)N2CCN(CC2)C(=O)c3cc(=O)[nH]c4c3cc(cc4)F,4,<,
MAT-POS-590ac91e-61,c1ccc(c(c1)C#N)S(=O)(=O)N2CCN(CC2)C(=O)c3cc(=O)[nH]c4c3ccc(c4)F,4,<,
MAT-POS-590ac91e-60,c1cc(ccc1C#N)S(=O)(=O)N2CCN(CC2)C(=O)c3cc(=O)[nH]c4c3ccc(c4)F,4,<,
MAT-POS-590ac91e-59,c1cc(ccc1C#N)S(=O)(=O)N2CCN(CC2)C(=O)c3cc(=O)[nH]c4c3cc(cc4)F,4,<,
MAT-POS-590ac91e-58,c1ccc(cc1)S(=O)(=O)N2CCN(CC2)C(=O)c3cc(=O)[nH]c4c3cc(cc4)Cl,4,<,
MAT-POS-590ac91e-57,c1ccc(cc1)S(=O)(=O)N2CCN(CC2)C(=O)c3cc(=O)[nH]c4c3ccc(c4)F,4,<,
MAT-POS-590ac91e-56,c1ccc(cc1)S(=O)(=O)N2CCN(CC2)C(=O)c3cc(=O)[nH]c4c3cc(cc4)F,4,<,
MAT-POS-590ac91e-55,CCCN(CC1COc2ccccc2O1)C(=O)c3cc(=O)[nH]c4c3cc(cc4)Cl,4,<,
MAT-POS-590ac91e-54,COc1ccccc1OC2CCCN(C2)C(=O)c3cc(=O)[nH]c4c3cc(cc4)Cl,4,<,
MAT-POS-590ac91e-53,CC1(Cc2cccc(c2O1)OCCNC(=O)c3cc(=O)[nH]c4c3cc(cc4)Cl)C,4,<,
MAT-POS-590ac91e-52,CCN(CC1COc2ccccc2O1)C(=O)c3cc(=O)[nH]c4c3cc(cc4)[N+](=O)[O-],4,<,
MAT-POS-590ac91e-51,CCN(CC1COc2ccccc2O1)C(=O)c3cc(=O)[nH]c4c3cc(cc4)Cl,4,<,
MAT-POS-590ac91e-50,CCCN(CC1COc2ccccc2O1)C(=O)c3cc(=O)[nH]c4c3ccc(c4)F,4,<,
MAT-POS-590ac91e-5,Cc1ccncc1NC(=O)C(C)CC2CC2,4,<,
MAT-POS-590ac91e-49,CCOc1ccccc1OC2CCN(C2)C(=O)c3cc(=O)[nH]c4c3ccc(c4)F,4,<,
MAT-POS-590ac91e-48,CCOc1ccccc1OC2CCN(C2)C(=O)c3cc(=O)[nH]c4c3cc(cc4)F,4,<,
MAT-POS-590ac91e-47,CC1(Cc2cccc(c2O1)OCCNC(=O)c3cc(=O)[nH]c4c3cc(cc4)F)C,4,<,
MAT-POS-590ac91e-46,CC1(Cc2cccc(c2O1)OCCNC(=O)c3cc(=O)[nH]c4c3ccc(c4)F)C,4,<,
MAT-POS-590ac91e-45,CCOc1ccccc1OC2CCN(C2)C(=O)c3c(c(=O)[nH]c4c3cccc4)C,4,<,
MAT-POS-590ac91e-44,Cc1c(c2ccccc2[nH]c1=O)C(=O)N3CCCC(C3)Oc4ccccc4OC,4,<,
MAT-POS-590ac91e-43,CN(CCOc1ccccc1OC)C(=O)c2cc(=O)[nH]c3c2cc(cc3)Cl,4,<,
MAT-POS-590ac91e-42,COc1ccccc1OCCNC(=O)c2cc(=O)[nH]c3c2cc(cc3)Cl,4,<,
MAT-POS-590ac91e-41,CC(COc1ccccc1OC)NC(=O)c2cc(=O)[nH]c3c2cc(cc3)F,4.8,=,
MAT-POS-590ac91e-40,CC(COc1ccccc1OC)NC(=O)c2cc(=O)[nH]c3c2ccc(c3)F,4.5,=,
MAT-POS-590ac91e-4,Cc1ccncc1NC(=O)C23CC(C2)CO3,4,<,
MAT-POS-590ac91e-39,CC(CNC(=O)c1cc(=O)[nH]c2c1cc(cc2)F)Oc3ccccc3OC,4,<,
MAT-POS-590ac91e-38,CC(CNC(=O)c1cc(=O)[nH]c2c1ccc(c2)F)Oc3ccccc3OC,4,<,
MAT-POS-590ac91e-37,CN(CCOc1ccccc1OC)C(=O)c2cc(=O)[nH]c3c2ccc(c3)F,4,<,
MAT-POS-590ac91e-36,COc1cccc2c1OCC(C2)NC(=O)c3cc(=O)[nH]c4c3ccc(c4)F,4,<,
MAT-POS-590ac91e-35,COc1cccc2c1OCC(C2)NC(=O)c3cc(=O)[nH]c4c3cc(cc4)F,4,<,
MAT-POS-590ac91e-34,CN(CC1COc2ccccc2O1)C(=O)c3cc(=O)[nH]c4c3ccc(c4)F,4,<,
MAT-POS-590ac91e-33,CN(CC1COc2ccccc2O1)C(=O)c3cc(=O)[nH]c4c3cc(cc4)F,4,<,
MAT-POS-590ac91e-32,COc1ccccc1OCCNC(=O)c2cc(=O)[nH]c3c2ccc(c3)F,4,<,
MAT-POS-590ac91e-31,c1ccc2c(c1)OCC(O2)CNC(=O)c3cc(=O)[nH]c4c3ccc(c4)F,4,<,
MAT-POS-590ac91e-30,c1ccc2c(c1)OCC(O2)CNC(=O)c3cc(=O)[nH]c4c3cc(cc4)F,4,<,
MAT-POS-590ac91e-3,Cc1ccncc1NC(=O)[C@]23C[C@H]2COC3,4,<,
MAT-POS-590ac91e-29,Cc1ccncc1NC(=O)C23CCC(C2)CO3,4,<,
MAT-POS-590ac91e-28,Cc1ccncc1NC(=O)C2C3C2COCC3,4,<,
MAT-POS-590ac91e-27,Cc1ccncc1NC(=O)C2(CCOC2)C#N,4,<,
MAT-POS-590ac91e-25,Cc1ccncc1NC(=O)CC23CCCC2C3,4,<,
MAT-POS-590ac91e-24,Cc1ccncc1NC(=O)CC2CC3(C2)CC3,4,<,
MAT-POS-590ac91e-23,Cc1ccncc1NC(=O)CC2CC3CC3C2,4,<,
MAT-POS-590ac91e-22,Cc1ccncc1NC(=O)C2CCC23CCC3,4,<,
MAT-POS-590ac91e-21,Cc1ccncc1NC(=O)C2CCC3(C2)CC3,4,<,
MAT-POS-590ac91e-20,Cc1ccnc(c1NC(=O)C2CC3CC3C2)C,4,<,
MAT-POS-590ac91e-2,Cc1ccncc1NC(=O)[C@H](C)OC,4,<,
MAT-POS-590ac91e-19,Cc1ccncc1NC(=O)[C@H]2[C@H]3[C@@H]2CCCC3,4,<,
MAT-POS-590ac91e-18,Cc1ccncc1NC(=O)C2CC(C2)C3CC3,4,<,
MAT-POS-590ac91e-17,Cc1ccncc1NC(=O)CCc2ccn[nH]2,4,<,
MAT-POS-590ac91e-16,Cc1ccncc1NC(=O)[C@H](C)OC(F)F,4,<,
MAT-POS-590ac91e-13,Cc1ccncc1NC(=O)[C@H](C)NC(=O)C,4,<,
MAT-POS-590ac91e-12,Cc1ccncc1NC(=O)[C@@H]2CNC(=O)O2,4,<,
MAT-POS-590ac91e-11,Cc1ccncc1NC(=O)CC(C)C(C)C,4,<,
MAT-POS-590ac91e-10,Cc1ccncc1NC(=O)CCOC2CC2,4,<,
JAG-UCB-a3ef7265-9,Cc1c(c(on1)C)NC(=O)Cc2cccc(c2Cl)Cl,4,<,
JAG-UCB-a3ef7265-8,Cc1c(c(n(n1)C)OC)NC(=O)Cc2cccc(c2Cl)Cl,4,<,
JAG-UCB-a3ef7265-6,Cc1cc(cc(c1)CS(=O)(=O)N[C@]23C[C@H]2COC3)C,4,<,
JAG-UCB-a3ef7265-4,Cc1nnc(n1C)NC(=O)Cc2cccc(c2F)Cl,4,<,
JAG-UCB-a3ef7265-3,c1cc2c(cc1Cl)[C@@H](CO2)C(=O)Nc3cnccc3CO,4.4,=,
JAG-UCB-a3ef7265-24,Cc1cc2c(cc1C)OC[C@H]2C(=O)Nc3cncnc3n4cccn4,4,<,
JAG-UCB-a3ef7265-23,CCc1ccncc1NC(=O)Cc2cccc(n2)C(F)(F)F,4,<,
JAG-UCB-a3ef7265-22,Cc1cc(cc(c1Cl)C)NC(=O)Cn2cncc2C,4,<,
JAG-UCB-a3ef7265-21,Cc1nc(on1)[C@@H](C)S(=O)(=O)Cc2cccc(c2)C(F)(F)F,4,<,
JAG-UCB-a3ef7265-2,Cn1cnnc1NC(=O)Cc2cccc(c2F)Cl,4,<,
JAG-UCB-a3ef7265-19,Cc1c(c(n(n1)C(C)C)C)CC(=O)Nc2nncn2C3CC3,4,<,
JAG-UCB-a3ef7265-18,Cc1cc(cc(c1)CC(=O)Nc2nncn2C)C,4,<,
JAG-UCB-a3ef7265-17,Cn1cnnc1NC(=O)Cc2cccc(c2)Cl,4,<,
JAG-UCB-a3ef7265-16,Cc1ccc(c(c1)N(C)C(=O)Cc2cnn(c2C)C)C,4,<,
JAG-UCB-a3ef7265-15,Cc1nnc(n1C)NC(=O)Cc2cccc(c2)Cl,4,<,
JAG-UCB-a3ef7265-14,Cc1cccc(n1)NC(=O)Cn2cncc2C,4,<,
JAG-UCB-a3ef7265-13,Cc1cc(cc(c1)NC(=O)Cc2cnn(c2C)C)C,4,<,
JAG-UCB-a3ef7265-12,Cc1cc(cc(c1)NC(=O)Cn2cncc2C)C,4,<,
JAG-UCB-a3ef7265-11,CC(C)(C)c1nc(cs1)CC(=O)Nc2nnnn2C,4,<,
JAG-UCB-a3ef7265-10,Cc1nnc(s1)NC(=O)Cc2cccc(c2F)Cl,4,<,
JAG-UCB-a3ef7265-1,Cc1c(c(on1)C)CS(=O)(=O)Cc2cccc(c2)Cl,4,<,
ERI-UCB-5b47150d-6,Cc1ccncc1NC(=O)[C@@H]2C[C@H]2CF,4,<,
ERI-UCB-5b47150d-5,Cc1ccncc1N(C)C(=O)[C@@H]2C[C@H]2CF,4,<,
ERI-UCB-5b47150d-4,Cc1ccncc1NC(=O)C(=C2CC2)C,4,<,
ERI-UCB-5b47150d-2,Cc1ccncc1N(C)C(=O)[C@@H](C)OC,4,<,
ERI-UCB-5b47150d-1,Cc1ccncc1NC(=O)[C@@H](C)OC,4,<,
RAL-MED-2de63afb-9,C=CC(=O)Nc1cccc(c1)OC2CC(=O)N2,4,<,
RAL-MED-2de63afb-6,c1ccc(cc1)CC(=O)Nc2cccc(c2)OC3CC(=O)N3,4,<,
RAL-MED-2de63afb-5,c1cc(cc(c1)OC2CC(=O)N2)C(=O)NCc3cncnc3,4,<,
RAL-MED-2de63afb-3,c1cc(cc(c1)NC(=O)Cc2cncnc2)C3CC(=O)NC3,4,<,
RAL-MED-2de63afb-2,Cc1cc(cc(c1)OC2CC(=O)N2)NC(=O)Cc3cncnc3,4.5,=,
RAL-MED-2de63afb-14,c1c(cc(cc1OC2CC(=O)N2)F)NC(=O)Cc3cncnc3,4.6,=,
RAL-MED-2de63afb-12,CC(=O)NCc1cccc(c1)NC(=O)Cc2cncnc2,4,<,
RAL-MED-2de63afb-11,CCC(=O)Nc1cccc(c1)OC2CC(=O)N2,4,<,
RAL-MED-2de63afb-10,C/C=C/C(=O)Nc1cccc(c1)OC2CC(=O)N2,4,<,
RAL-MED-2de63afb-1,c1cc(cc(c1)OC2CC(=O)N2)NC(=O)Cc3cccnc3,4.1,=,
NAU-LAT-64f4b287-9,c1ccc(cc1)CNC(=O)Cc2cccnc2,4,<,
NAU-LAT-64f4b287-7,c1cc2cc[nH]c2c(c1)NC(=O)Cc3ccc(cc3)F,4,<,
NAU-LAT-64f4b287-6,c1cc2cc[nH]c2c(c1)NC(=O)Cc3ccc(cc3)O,4,<,
NAU-LAT-64f4b287-5,Cc1nnc(o1)C2Cc3ccccc3CN2C(=O)CCl,4.3,=,
NAU-LAT-64f4b287-4,COc1ccc2c(c1)CN(C(C2)c3ccccc3)C(=O)CCl,5.4,=,
NAU-LAT-64f4b287-3,c1cc(sc1)c2nc(on2)CN3CCN(CC3)C(=O)CCl,4,<,
MAK-UNK-d4768348-1,c1cscc1S(=O)(=O)N2CCN(CC2)C(=O)CCl,5.8,=,
JAG-UCB-cedd89ab-4,c1cc(cnc1)CC(=O)N2CCC[C@H]2c3nc(on3)C4CC4,4,<,
JAG-UCB-cedd89ab-3,c1c(cc(cc1Cl)Cl)CC(=O)Nc2nncs2,4,<,
JAG-UCB-cedd89ab-1,Cc1ccncc1N2CCN(C2=O)c3cccc(c3)Cl,4.1,=,
EDJ-MED-e66f2cc5-1,Cc1ccncc1N2CCC(C2=O)c3cccc(c3)Cl,4.3,=,
EDJ-MED-e58735b6-4,Cc1ccncc1NC(=O)Cc2cccc(c2)c3c[nH]nc3,4.3,=,
EDJ-MED-e58735b6-3,Cc1ccncc1NC(=O)Cc2cccc(c2)S(=O)(=O)N,4,<,
EDJ-MED-e58735b6-2,Cc1ccncc1NC(=O)Cc2cccc(c2)CO,4,<,
EDJ-MED-c9f55a56-1,Cc1ccncc1NC(=O)Cc2cc(n[nH]2)C,4,<,
EDJ-MED-49816e9b-5,Cc1c(n(nn1)C)NC(=O)Cc2cccc(c2)Cl,4,<,
EDJ-MED-49816e9b-4,Cc1ccncc1N2CCC(S2(=O)=O)c3cccc(c3)Cl,4.1,=,
EDJ-MED-49816e9b-3,Cc1cnn(c1NC(=O)Cc2cccc(c2)Cl)C,4,<,
EDJ-MED-49816e9b-2,Cc1ccnc(c1NC(=O)Cc2cccc(c2)Cl)C,4,<,
EDJ-MED-49816e9b-1,Cc1ccncc1CC(=O)Nc2cccc(c2)Cl,4.5,=,
BRU-LEF-c49414a7-1,Cc1ccncc1NC(=O)Cc2cccc(c2)OC3CC(=O)N3,4,<,
BEN-DND-93268d01-8,Cc1ccncc1NC(=O)CN2CCN(CC2)C(=O)C,6.2,=,
BEN-DND-93268d01-7,Cc1ccncc1NC(=O)CCc2ccccc2F,4,<,
BEN-DND-93268d01-6,Cc1ccncc1NC(=O)CCc2cccc(c2)F,4.2,=,
BEN-DND-93268d01-5,Cc1ccncc1NC(=O)CCc2ccc(cc2)F,4,<,
BEN-DND-93268d01-4,Cc1ccncc1NC(=O)CCc2ccccn2,4,<,
BEN-DND-93268d01-15,CC(c1ccccc1)C(=O)Nc2c[nH]ccc2=O,4,<,
BEN-DND-93268d01-14,Cc1ccncc1NC(=O)C(C)Cc2ccccc2,4,<,
BEN-DND-93268d01-13,Cc1ccncc1NC(=O)CC(C)(C)c2ccccc2,4,<,
BEN-DND-93268d01-11,Cc1ccncc1NC(=O)CN2CCCCC2,4,<,
BEN-DND-93268d01-10,Cc1ccncc1NC(=O)CN2CCOCC2,4,<,
BEN-DND-03406596-4,CC(c1ccccc1)C(=O)Nc2cncnc2,4,<,
BEN-DND-7e92b6ca-8,Cc1cc(c(c(c1C)S(=O)(=O)N2CCN(CC2)C(=O)c3cc[nH]c(=O)c3)C)C,4,<,
BEN-DND-7e92b6ca-7,c1ccc(cc1)S(=O)(=O)N2CCN(CC2)C(=O)c3cc(=O)[nH]c4c3cccc4,4,<,
BEN-DND-7e92b6ca-5,c1ccc(cc1)OCCNC(=O)c2cc(=O)[nH]c3c2cccc3,4,<,
BEN-DND-7e92b6ca-4,c1ccc(cc1)NCCNC(=O)c2cc(=O)[nH]c3c2cccc3,4,<,
BEN-DND-7e92b6ca-3,CN(CCNC(=O)c1cc(=O)[nH]c2c1cccc2)c3ccccc3,4,<,
BEN-DND-7e92b6ca-2,CN(CCOc1ccccc1OC)C(=O)c2cc(=O)[nH]c3c2cccc3,4,<,
BEN-DND-7e92b6ca-16,c1ccc2c(c1)c(cc(=O)[nH]2)C(=O)N3CCN(CC3)c4ccccc4F,4.6,=,
BEN-DND-7e92b6ca-14,c1ccc2c(c1)c(cc(=O)[nH]2)C(=O)N3CCN(CC3)c4ccc(cc4)F,4.8,=,
BEN-DND-7e92b6ca-13,COc1ccccc1N2CCN(CC2)C(=O)c3cc(=O)[nH]c4c3cccc4,4.5,=,
BEN-DND-7e92b6ca-12,COc1cccc(c1)N2CCN(CC2)C(=O)c3cc(=O)[nH]c4c3cccc4,5.1,=,
