CatalogID,SMILES,scaffold_SMILES,product_SMILES
EN300-1923403,O=[N+]([O-])c1ccc(F)c(C(O)CBr)c1F,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCC(O)c2c(F)ccc([N+](=O)[O-])c2F)c1
EN300-1927523,CC(CBr)c1cc(Cl)nnc1Cl,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCC(C)c2cc(Cl)nnc2Cl)c1
EN300-1927620,COc1cc(C(C)(C)CBr)c(Cl)cn1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,COc1cc(C(C)(C)COc2cc(Cl)cc(CC(=O)Nc3cnccc3C)c2)c(Cl)cn1
EN300-1927637,COc1cc(C(O)CBr)cc(OC)c1C,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,COc1cc(C(O)COc2cc(Cl)cc(CC(=O)Nc3cnccc3C)c2)cc(OC)c1C
EN300-1927700,Clc1nc2c(cc1CCBr)CCCC2,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCCc2cc3c(nc2Cl)CCCC3)c1
EN300-1938767,COc1ccc(C(C)CBr)c(C)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,COc1ccc(C(C)COc2cc(Cl)cc(CC(=O)Nc3cnccc3C)c2)c(C)c1
EN300-1938783,BrCCCc1ccncn1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCCCc2ccncn2)c1
EN300-1938831,OC(CBr)c1cnc2[nH]nnc2c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCC(O)c2cnc3[nH]nnc3c2)c1
EN300-1938863,COC(=O)c1cc(CBr)cn1C,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,COC(=O)c1cc(COc2cc(Cl)cc(CC(=O)Nc3cnccc3C)c2)cn1C
EN300-1938879,COc1nc2ccccc2cc1CCCBr,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,COc1nc2ccccc2cc1CCCOc1cc(Cl)cc(CC(=O)Nc2cnccc2C)c1
EN300-1939136,CC(CBr)c1ccc(O)cc1O,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCC(C)c2ccc(O)cc2O)c1
EN300-1905951,COc1ncccc1C(O)CBr,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,COc1ncccc1C(O)COc1cc(Cl)cc(CC(=O)Nc2cnccc2C)c1
EN300-1906017,C=C(CBr)c1cccnc1OC,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,C=C(COc1cc(Cl)cc(CC(=O)Nc2cnccc2C)c1)c1cccnc1OC
EN300-1919060,CC(C)(C)c1n[nH]cc1C(C)(C)CBr,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCC(C)(C)c2c[nH]nc2C(C)(C)C)c1
EN300-1919076,CC(C)(CBr)Cc1n[nH]c2c1CCCC2,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCC(C)(C)Cc2n[nH]c3c2CCCC3)c1
EN300-1923306,COc1cc(C(C)CBr)ccc1F,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,COc1cc(C(C)COc2cc(Cl)cc(CC(=O)Nc3cnccc3C)c2)ccc1F
EN300-1923339,Cc1ccc(C(C)(C)CBr)c(Cl)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccc(C(C)(C)COc2cc(Cl)cc(CC(=O)Nc3cnccc3C)c2)c(Cl)c1
EN300-1923485,O=[N+]([O-])c1cc(CBr)n[nH]1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCc2cc([N+](=O)[O-])[nH]n2)c1
EN300-1927621,Cc1ccc(C(O)CBr)c(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccc(C(O)COc2cc(Cl)cc(CC(=O)Nc3cnccc3C)c2)c(O)c1
EN300-1927638,Cc1cc(CCBr)c2ccccc2n1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1cc(CCOc2cc(Cl)cc(CC(=O)Nc3cnccc3C)c2)c2ccccc2n1
EN300-1938751,Cc1ccc(O)c(C(O)CBr)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccc(O)c(C(O)COc2cc(Cl)cc(CC(=O)Nc3cnccc3C)c2)c1
EN300-1938784,CC(CBr)C(C)(C)F,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCC(C)C(C)(C)F)c1
EN300-1938832,Cn1cc(C(C)(C)CBr)c(C(C)(C)C)n1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCC(C)(C)c2cn(C)nc2C(C)(C)C)c1
EN300-1938848,CCc1ccsc1CCBr,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,CCc1ccsc1CCOc1cc(Cl)cc(CC(=O)Nc2cnccc2C)c1
EN300-1938864,C=C(CBr)c1sccc1CC,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,C=C(COc1cc(Cl)cc(CC(=O)Nc2cnccc2C)c1)c1sccc1CC
EN300-1938880,C=C(CBr)c1ccc(C(=O)OC)n1C,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,C=C(COc1cc(Cl)cc(CC(=O)Nc2cnccc2C)c1)c1ccc(C(=O)OC)n1C
EN300-1939137,BrCCc1csc2c1CCCC2,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCCc2csc3c2CCCC3)c1
EN300-1873656,C=C(CBr)C1(NC(=O)OC(C)(C)C)CCCC1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,C=C(COc1cc(Cl)cc(CC(=O)Nc2cnccc2C)c1)C1(NC(=O)OC(C)(C)C)CCCC1
EN300-1906018,COc1ncccc1CC(C)(C)CBr,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,COc1ncccc1CC(C)(C)COc1cc(Cl)cc(CC(=O)Nc2cnccc2C)c1
EN300-1910175,Cc1oncc1C(C)CBr,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCC(C)c2cnoc2C)c1
EN300-1919014,C=C(CBr)c1ccc(-n2cncn2)nc1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,C=C(COc1cc(Cl)cc(CC(=O)Nc2cnccc2C)c1)c1ccc(-n2cncn2)nc1
EN300-1923340,Cc1ccc(C(O)CBr)c(Cl)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccc(C(O)COc2cc(Cl)cc(CC(=O)Nc3cnccc3C)c2)c(Cl)c1
EN300-1927639,C=C(CBr)c1ccc(C)cc1O,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,C=C(COc1cc(Cl)cc(CC(=O)Nc2cnccc2C)c1)c1ccc(C)cc1O
EN300-1927654,Cc1cc(CCCBr)c2ccccc2n1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1cc(CCCOc2cc(Cl)cc(CC(=O)Nc3cnccc3C)c2)c2ccccc2n1
EN300-1927670,Clc1nc2c(cc1CBr)CCCC2,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCc2cc3c(nc2Cl)CCCC3)c1
EN300-1927702,Clc1cc(CCCBr)c(Cl)cn1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCCCc2cc(Cl)ncc2Cl)c1
EN300-1938736,C=C(CBr)c1cc(F)ccc1OC,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,C=C(COc1cc(Cl)cc(CC(=O)Nc2cnccc2C)c1)c1cc(F)ccc1OC
EN300-1938769,COc1ccc(C(C)(C)CBr)c(C)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,COc1ccc(C(C)(C)COc2cc(Cl)cc(CC(=O)Nc3cnccc3C)c2)c(C)c1
EN300-1938785,CC(C)(CBr)Cc1ccncn1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCC(C)(C)Cc2ccncn2)c1
EN300-1938833,C=C(CBr)c1cnc2[nH]nnc2c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,C=C(COc1cc(Cl)cc(CC(=O)Nc2cnccc2C)c1)c1cnc2[nH]nnc2c1
EN300-1938849,CC(CBr)CC(C)C1CC1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCC(C)CC(C)C2CC2)c1
EN300-1938865,C=C(CBr)c1cnc2ccnn2c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,C=C(COc1cc(Cl)cc(CC(=O)Nc2cnccc2C)c1)c1cnc2ccnn2c1
EN300-1938881,CC(C)Cn1nccc1CBr,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCc2ccnn2CC(C)C)c1
EN300-1939138,CC(C)(CBr)c1ccc(O)cc1O,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCC(C)(C)c2ccc(O)cc2O)c1
EN300-1905920,BrCCCc1cccnc1Br,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCCCc2cccnc2Br)c1
EN300-1919015,Cc1cnn(C)c1C(O)CBr,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCC(O)c2c(C)cnn2C)c1
EN300-1919030,CC(CBr)c1ccc(-n2cncn2)nc1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCC(C)c2ccc(-n3cncn3)nc2)c1
EN300-1919062,CC(C)(C)c1n[nH]cc1C(O)CBr,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCC(O)c2c[nH]nc2C(C)(C)C)c1
EN300-1927623,COc1cc(C(O)CBr)c(Cl)cn1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,COc1cc(C(O)COc2cc(Cl)cc(CC(=O)Nc3cnccc3C)c2)c(Cl)cn1
EN300-1938770,C=C(CBr)c1cc(C)ccc1O,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,C=C(COc1cc(Cl)cc(CC(=O)Nc2cnccc2C)c1)c1cc(C)ccc1O
EN300-1938786,C=C(CBr)c1ccc(F)c(F)c1F,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,C=C(COc1cc(Cl)cc(CC(=O)Nc2cnccc2C)c1)c1ccc(F)c(F)c1F
EN300-1938834,BrCCCc1cnc2[nH]nnc2c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCCCc2cnc3[nH]nnc3c2)c1
EN300-1938866,CCc1ccsc1CCCBr,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,CCc1ccsc1CCCOc1cc(Cl)cc(CC(=O)Nc2cnccc2C)c1
EN300-1938882,BrCCc1cnc2ccnn2c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCCc2cnc3ccnn3c2)c1
EN300-1939139,COc1cccnc1C(C)(C)CBr,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,COc1cccnc1C(C)(C)COc1cc(Cl)cc(CC(=O)Nc2cnccc2C)c1
EN300-1939155,C=C(CBr)c1csc2c1CCCC2,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,C=C(COc1cc(Cl)cc(CC(=O)Nc2cnccc2C)c1)c1csc2c1CCCC2
EN300-1910385,Cc1cc(Br)oc1C(C)CBr,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Oc2cc(C)c(C(C)CBr)o2)c1
EN300-1919016,CN(C)Cc1cccc(CBr)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCc2cccc(CN(C)C)c2)c1
EN300-1919127,Cc1cccc(F)c1CCBr,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCCc2c(C)cccc2F)c1
EN300-1919158,C=C(CBr)c1cccc(Br)n1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,C=C(COc1cc(Cl)cc(CC(=O)Nc2cnccc2C)c1)c1cccc(Br)n1
EN300-1923309,COc1cc(C(C)(C)CBr)ccc1F,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,COc1cc(C(C)(C)COc2cc(Cl)cc(CC(=O)Nc3cnccc3C)c2)ccc1F
EN300-1923342,C=C(CBr)C1CCOC1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,C=C(COc1cc(Cl)cc(CC(=O)Nc2cnccc2C)c1)C1CCOC1
EN300-1923488,C=C(CBr)c1c(F)ccc([N+](=O)[O-])c1F,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,C=C(COc1cc(Cl)cc(CC(=O)Nc2cnccc2C)c1)c1c(F)ccc([N+](=O)[O-])c1F
EN300-1927624,COc1cc(CCBr)cc(OC)c1C,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,COc1cc(CCOc2cc(Cl)cc(CC(=O)Nc3cnccc3C)c2)cc(OC)c1C
EN300-1927641,Cc1cc(C(C)CBr)c2ccccc2n1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1cc(C(C)COc2cc(Cl)cc(CC(=O)Nc3cnccc3C)c2)c2ccccc2n1
EN300-1938787,CC(C)(F)C(C)(C)CBr,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCC(C)(C)C(C)(C)F)c1
EN300-1938835,Cn1cc(C(O)CBr)c(C(C)(C)C)n1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCC(O)c2cn(C)nc2C(C)(C)C)c1
EN300-1938851,CC(CC(C)(C)CBr)C1CC1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCC(C)(C)CC(C)C2CC2)c1
EN300-1938867,COC(=O)c1cc(CCBr)cn1C,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,COC(=O)c1cc(CCOc2cc(Cl)cc(CC(=O)Nc3cnccc3C)c2)cn1C
EN300-1938883,CC(C)Cn1nccc1CCBr,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCCc2ccnn2CC(C)C)c1
EN300-1939156,BrCCCc1csc2c1CCCC2,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCCCc2csc3c2CCCC3)c1
EN300-1896089,CC(C)(C)OC(=O)n1cnc(CBr)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCc2cn(C(=O)OC(C)(C)C)cn2)c1
EN300-1901645,C=C(CBr)C1COCCN1C(=O)OC(C)(C)C,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,C=C(COc1cc(Cl)cc(CC(=O)Nc2cnccc2C)c1)C1COCCN1C(=O)OC(C)(C)C
EN300-1906021,CC(C)(CBr)CC1CCC(C)(C)C1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCC(C)(C)CC2CCC(C)(C)C2)c1
EN300-1910178,Cc1oncc1C(C)(C)CBr,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCC(C)(C)c2cnoc2C)c1
EN300-1919017,BrCCCc1ccc(-n2cncn2)nc1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCCCc2ccc(-n3cncn3)nc2)c1
EN300-1919048,BrCCc1n[nH]c2c1CCCC2,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCCc2n[nH]c3c2CCCC3)c1
EN300-1919159,BrCCCc1cccc(Br)n1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCCCc2cccc(Br)n2)c1
EN300-1923310,COc1cc(C(O)CBr)ccc1F,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,COc1cc(C(O)COc2cc(Cl)cc(CC(=O)Nc3cnccc3C)c2)ccc1F
EN300-1923343,Cc1ccc(C(C)CBr)c(Cl)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccc(C(C)COc2cc(Cl)cc(CC(=O)Nc3cnccc3C)c2)c(Cl)c1
EN300-1923425,Oc1c(Br)cccc1CCBr,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Oc2cccc(CCBr)c2O)c1
EN300-1923505,COc1c(C(O)CBr)c(C)nn1C,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,COc1c(C(O)COc2cc(Cl)cc(CC(=O)Nc3cnccc3C)c2)c(C)nn1C
EN300-1938772,COc1ccc(C(O)CBr)c(C)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,COc1ccc(C(O)COc2cc(Cl)cc(CC(=O)Nc3cnccc3C)c2)c(C)c1
EN300-1938788,Cc1ccc(O)c(CC(C)(C)CBr)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccc(O)c(CC(C)(C)COc2cc(Cl)cc(CC(=O)Nc3cnccc3C)c2)c1
EN300-1938836,CC(C)(CBr)Cc1cnc2[nH]nnc2c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCC(C)(C)Cc2cnc3[nH]nnc3c2)c1
EN300-1938852,CCc1ccsc1C(C)CBr,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,CCc1ccsc1C(C)COc1cc(Cl)cc(CC(=O)Nc2cnccc2C)c1
EN300-1938868,CCc1ccsc1CC(C)(C)CBr,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,CCc1ccsc1CC(C)(C)COc1cc(Cl)cc(CC(=O)Nc2cnccc2C)c1
EN300-1938884,COCC1(C(O)CBr)CCCCO1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,COCC1(C(O)COc2cc(Cl)cc(CC(=O)Nc3cnccc3C)c2)CCCCO1
EN300-1939141,Oc1ccc(C(O)CBr)c(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCC(O)c2ccc(O)cc2O)c1
EN300-1883750,CC(C)N(CCCCBr)C(=O)OC(C)(C)C,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCCCCN(C(=O)OC(C)(C)C)C(C)C)c1
EN300-1905891,C=C(CBr)c1ccc(C)s1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,C=C(COc1cc(Cl)cc(CC(=O)Nc2cnccc2C)c1)c1ccc(C)s1
EN300-1919018,CN(C)Cc1cccc(CCBr)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCCc2cccc(CN(C)C)c2)c1
EN300-1919033,CC(C)(CBr)c1ccc(-n2cncn2)nc1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCC(C)(C)c2ccc(-n3cncn3)nc2)c1
EN300-1919256,Clc1oc2ccccc2c1CCBr,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCCc2c(Cl)oc3ccccc23)c1
EN300-1923344,C=C(CBr)c1ccc(C)cc1Cl,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,C=C(COc1cc(Cl)cc(CC(=O)Nc2cnccc2C)c1)c1ccc(C)cc1Cl
EN300-1923490,O=[N+]([O-])c1ccc(F)c(CCCBr)c1F,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCCCc2c(F)ccc([N+](=O)[O-])c2F)c1
EN300-1927577,COc1ccc([N+](=O)[O-])c(C(O)CBr)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,COc1ccc([N+](=O)[O-])c(C(O)COc2cc(Cl)cc(CC(=O)Nc3cnccc3C)c2)c1
EN300-1927626,C=C(CBr)c1cccc(C)c1[N+](=O)[O-],Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,C=C(COc1cc(Cl)cc(CC(=O)Nc2cnccc2C)c1)c1cccc(C)c1[N+](=O)[O-]
EN300-1927643,Cc1ccc(CC(C)(C)CBr)c(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccc(CC(C)(C)COc2cc(Cl)cc(CC(=O)Nc3cnccc3C)c2)c(O)c1
EN300-1938740,Cc1ccc(O)c(CCBr)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccc(O)c(CCOc2cc(Cl)cc(CC(=O)Nc3cnccc3C)c2)c1
EN300-1938789,C=C(CBr)c1ncccc1OC,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,C=C(COc1cc(Cl)cc(CC(=O)Nc2cnccc2C)c1)c1ncccc1OC
EN300-1938837,C=C(CBr)c1cn(C)nc1C(C)(C)C,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,C=C(COc1cc(Cl)cc(CC(=O)Nc2cnccc2C)c1)c1cn(C)nc1C(C)(C)C
EN300-1938853,CC(CC(O)CBr)C1CC1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCC(O)CC(C)C2CC2)c1
EN300-1939142,COc1cccnc1C(O)CBr,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,COc1cccnc1C(O)COc1cc(Cl)cc(CC(=O)Nc2cnccc2C)c1
EN300-1863605,BrCCc1ccccc1Oc1ccccc1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCCc2ccccc2Oc2ccccc2)c1
EN300-1890905,CC(C)(C)OC(=O)N1C[C@H](F)CC1C(O)CBr,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCC(O)C2C[C@@H](F)CN2C(=O)OC(C)(C)C)c1
EN300-1919050,C=C(CBr)c1c(F)ccc(C)c1F,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,C=C(COc1cc(Cl)cc(CC(=O)Nc2cnccc2C)c1)c1c(F)ccc(C)c1F
EN300-1919066,C=C(CBr)c1c[nH]nc1C(C)(C)C,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,C=C(COc1cc(Cl)cc(CC(=O)Nc2cnccc2C)c1)c1c[nH]nc1C(C)(C)C
EN300-1919082,CC(CBr)c1n[nH]c2c1CCCC2,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCC(C)c2n[nH]c3c2CCCC3)c1
EN300-1919130,Cc1cccc(F)c1C(C)CBr,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCC(C)c2c(C)cccc2F)c1
EN300-1923523,C=C(CBr)c1ccc(Br)c(C)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,C=C(COc1cc(Cl)cc(CC(=O)Nc2cnccc2C)c1)c1ccc(Br)c(C)c1
EN300-1927644,Cc1cc(C(C)(C)CBr)c2ccccc2n1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1cc(C(C)(C)COc2cc(Cl)cc(CC(=O)Nc3cnccc3C)c2)c2ccccc2n1
EN300-1938790,CC(C)(CBr)Cc1ccc(F)c(F)c1F,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCC(C)(C)Cc2ccc(F)c(F)c2F)c1
EN300-1938838,C=C(CBr)CC(C)C1CC1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,C=C(COc1cc(Cl)cc(CC(=O)Nc2cnccc2C)c1)CC(C)C1CC1
EN300-1938854,CCc1ccsc1C(C)(C)CBr,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,CCc1ccsc1C(C)(C)COc1cc(Cl)cc(CC(=O)Nc2cnccc2C)c1
EN300-1938870,COc1nc2ccccc2cc1CCBr,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,COc1nc2ccccc2cc1CCOc1cc(Cl)cc(CC(=O)Nc2cnccc2C)c1
EN300-1938886,CC(C)Cn1nccc1C(C)(C)CBr,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCC(C)(C)c2ccnn2CC(C)C)c1
EN300-1939143,CC(CBr)c1csc2c1CCCC2,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCC(C)c2csc3c2CCCC3)c1
EN300-1939159,CC(C)(CBr)Cc1csc2c1CCCC2,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(O)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(OCC(C)(C)Cc2csc3c2CCCC3)c1
