SMILES,ID,product_1,product_2
O=C1NCCNC12CCC2,EN300-1242134,O=C(C[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)N1CCNC(=O)C12CCC2,O=C(CC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)N1CCNC(=O)C12CCC2
C1CC(Cc2nnn[nH]2)CN1,EN300-818709,O=C(C[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)N1CCC(Cc2nnn[nH]2)C1,O=C(CC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)N1CCC(Cc2nnn[nH]2)C1
CNC[C@@H]1CCC(=O)N1,EN300-794464,CN(C[C@@H]1CCC(=O)N1)C(=O)C[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,CN(C[C@@H]1CCC(=O)N1)C(=O)CC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21
O=C1CC2(CNC2)C(O)CN1,EN300-821316,O=C1CC2(CN(C(=O)C[C@@]3(C(=O)Nc4cncc5ccccc45)CCOc4ccc(Cl)cc43)C2)C(O)CN1,O=C1CC2(CN(C(=O)CC[C@@]3(C(=O)Nc4cncc5ccccc45)CCOc4ccc(Cl)cc43)C2)C(O)CN1
O=C1NCCCNC12CC2,EN300-716218,O=C(C[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)N1CCCNC(=O)C12CC2,O=C(CC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)N1CCCNC(=O)C12CC2
O=C1NCCNC12CC2,EN300-1067786,O=C(C[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)N1CCNC(=O)C12CC2,O=C(CC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)N1CCNC(=O)C12CC2
NC(=O)[C@]12C[C@H]1CCCN2,EN300-817777,NC(=O)[C@]12C[C@H]1CCCN2C(=O)C[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,NC(=O)[C@]12C[C@H]1CCCN2C(=O)CC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21
O=C1C[C@@H]2CCNC[C@@H]2N1,EN300-814104,O=C1C[C@@H]2CCN(C(=O)C[C@@]3(C(=O)Nc4cncc5ccccc45)CCOc4ccc(Cl)cc43)C[C@@H]2N1,O=C1C[C@@H]2CCN(C(=O)CC[C@@]3(C(=O)Nc4cncc5ccccc45)CCOc4ccc(Cl)cc43)C[C@@H]2N1
O=C1NC[C@@H]2NCCC[C@H]12,EN300-814102,O=C1NC[C@H]2[C@@H]1CCCN2C(=O)C[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,O=C1NC[C@H]2[C@@H]1CCCN2C(=O)CC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21
COC(=O)C1CNCC1C(=O)OC,EN300-818845,COC(=O)C1CN(C(=O)C[C@@]2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)CC1C(=O)OC,COC(=O)C1CN(C(=O)CC[C@@]2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)CC1C(=O)OC
CCNC(=O)CNCC(=O)NCC,EN300-818844,CCNC(=O)CN(CC(=O)NCC)C(=O)C[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,CCNC(=O)CN(CC(=O)NCC)C(=O)CC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21
Cc1nnc2n1CC(CN(C)C)NC2,EN300-1072597,Cc1nnc2n1CC(CN(C)C)N(C(=O)C[C@@]1(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc31)C2,Cc1nnc2n1CC(CN(C)C)N(C(=O)CC[C@@]1(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc31)C2
O=C1CCNCCCN1,EN300-1072874,O=C1CCN(C(=O)C[C@@]2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)CCCN1,O=C1CCN(C(=O)CC[C@@]2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)CCCN1
O=C1OCCNC12CCOCC2,EN300-1071014,O=C(C[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)N1CCOC(=O)C12CCOCC2,O=C(CC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)N1CCOC(=O)C12CCOCC2
OC[C@@H]1C[C@H](CO)CCN1,EN300-7470991,O=C(C[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)N1CC[C@@H](CO)C[C@H]1CO,O=C(CC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)N1CC[C@@H](CO)C[C@H]1CO
Cc1nnc2n1CC(C(N)=O)NC2,EN300-259830,Cc1nnc2n1CC(C(N)=O)N(C(=O)C[C@@]1(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc31)C2,Cc1nnc2n1CC(C(N)=O)N(C(=O)CC[C@@]1(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc31)C2
C[C@@H]1CNC[C@H]1CS(N)(=O)=O,EN300-724820,C[C@@H]1CN(C(=O)C[C@@]2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)C[C@H]1CS(N)(=O)=O,C[C@@H]1CN(C(=O)CC[C@@]2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)C[C@H]1CS(N)(=O)=O
O=C1CC2(CNC2)n2ccnc2N1,EN300-747319,O=C1CC2(CN(C(=O)C[C@@]3(C(=O)Nc4cncc5ccccc45)CCOc4ccc(Cl)cc43)C2)n2ccnc2N1,O=C1CC2(CN(C(=O)CC[C@@]3(C(=O)Nc4cncc5ccccc45)CCOc4ccc(Cl)cc43)C2)n2ccnc2N1
O=C1NCCC2(CNC2)O1,EN300-658355,O=C1NCCC2(CN(C(=O)C[C@@]3(C(=O)Nc4cncc5ccccc45)CCOc4ccc(Cl)cc43)C2)O1,O=C1NCCC2(CN(C(=O)CC[C@@]3(C(=O)Nc4cncc5ccccc45)CCOc4ccc(Cl)cc43)C2)O1
CON(C)C1CNC1,EN300-741924,CON(C)C1CN(C(=O)C[C@@]2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)C1,CON(C)C1CN(C(=O)CC[C@@]2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)C1
OCC[C@@H]1CNC[C@@H]1CCO,EN300-651736,O=C(C[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)N1C[C@@H](CCO)[C@@H](CCO)C1,O=C(CC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)N1C[C@@H](CCO)[C@@H](CCO)C1
O=C1C[C@@H]2NCC[C@H]2N1,EN300-315198,O=C1C[C@H]2[C@@H](CCN2C(=O)C[C@@]2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)N1,O=C1C[C@H]2[C@@H](CCN2C(=O)CC[C@@]2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)N1
CNCCN1CCNC(=O)C1,EN300-396006,CN(CCN1CCNC(=O)C1)C(=O)C[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,CN(CCN1CCNC(=O)C1)C(=O)CC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21
O=C1CCCN1C1CNC1,EN300-370951,O=C(C[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)N1CC(N2CCCC2=O)C1,O=C(CC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)N1CC(N2CCCC2=O)C1
CCN1CCN(C2CNC2)CC1,EN300-726541,CCN1CCN(C2CN(C(=O)C[C@@]3(C(=O)Nc4cncc5ccccc45)CCOc4ccc(Cl)cc43)C2)CC1,CCN1CCN(C2CN(C(=O)CC[C@@]3(C(=O)Nc4cncc5ccccc45)CCOc4ccc(Cl)cc43)C2)CC1
O=C1NC(=O)C2(CNC2)N1,EN300-650555,O=C1NC(=O)C2(CN(C(=O)C[C@@]3(C(=O)Nc4cncc5ccccc45)CCOc4ccc(Cl)cc43)C2)N1,O=C1NC(=O)C2(CN(C(=O)CC[C@@]3(C(=O)Nc4cncc5ccccc45)CCOc4ccc(Cl)cc43)C2)N1
CCS(=O)(=O)N1CCNCC1,EN300-697456,CCS(=O)(=O)N1CCN(C(=O)C[C@@]2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)CC1,CCS(=O)(=O)N1CCN(C(=O)CC[C@@]2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)CC1
NC(=O)C12CCC(CC1)N2,EN300-637522,NC(=O)C12CCC(CC1)N2C(=O)C[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,NC(=O)C12CCC(CC1)N2C(=O)CC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21
CC1CNC(=O)CN1,EN300-153668,CC1CNC(=O)CN1C(=O)C[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,CC1CNC(=O)CN1C(=O)CC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21
CNC(=O)C1Cn2c(C)nnc2CN1,EN300-259831,CNC(=O)C1Cn2c(C)nnc2CN1C(=O)C[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,CNC(=O)C1Cn2c(C)nnc2CN1C(=O)CC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21
CNC(=O)CN1CCCNCC1,EN300-622289,CNC(=O)CN1CCCN(C(=O)C[C@@]2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)CC1,CNC(=O)CN1CCCN(C(=O)CC[C@@]2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)CC1
CN(C)C(=O)CN1CCCNCC1,EN300-399928,CN(C)C(=O)CN1CCCN(C(=O)C[C@@]2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)CC1,CN(C)C(=O)CN1CCCN(C(=O)CC[C@@]2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)CC1
CCCS(=O)(=O)N1CCNCC1,EN300-37058,CCCS(=O)(=O)N1CCN(C(=O)C[C@@]2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)CC1,CCCS(=O)(=O)N1CCN(C(=O)CC[C@@]2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)CC1
CNC(=O)NC1CCCNC1,EN300-393827,CNC(=O)NC1CCCN(C(=O)C[C@@]2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)C1,CNC(=O)NC1CCCN(C(=O)CC[C@@]2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)C1
CN(C)CCN1CCNCC1,EN300-14608,CN(C)CCN1CCN(C(=O)C[C@@]2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)CC1,CN(C)CCN1CCN(C(=O)CC[C@@]2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)CC1
O=C(C1CCCO1)N1CCNCC1,EN300-16464,O=C(C[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)N1CCN(C(=O)C2CCCO2)CC1,O=C(CC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)N1CCN(C(=O)C2CCCO2)CC1
CS(=O)(=O)NC1CCNCC1,EN300-30350,CS(=O)(=O)N(C(=O)C[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)C1CCNCC1,CS(=O)(=O)N(C(=O)CC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)C1CCNCC1
CCNCC(=O)NCC,EN300-30235,CCNC(=O)CN(CC)C(=O)C[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,CCNC(=O)CN(CC)C(=O)CC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21
OCC1(CO)CNC1,EN300-396146,O=C(C[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)N1CC(CO)(CO)C1,O=C(CC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)N1CC(CO)(CO)C1
NS(=O)(=O)N1CCNCC1,EN300-373905,O=C(C[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)NS(=O)(=O)N1CCNCC1,O=C(CC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)NS(=O)(=O)N1CCNCC1
Cc1cc(=O)[nH]c(N2CCNCC2)n1,EN300-391788,Cc1cc(=O)[nH]c(N2CCN(C(=O)C[C@@]3(C(=O)Nc4cncc5ccccc45)CCOc4ccc(Cl)cc43)CC2)n1,Cc1cc(=O)[nH]c(N2CCN(C(=O)CC[C@@]3(C(=O)Nc4cncc5ccccc45)CCOc4ccc(Cl)cc43)CC2)n1
CN1CCNCC1,EN300-18292,CN1CCN(C(=O)C[C@@]2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)CC1,CN1CCN(C(=O)CC[C@@]2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)CC1
CN1CC(N2CCNCC2)C1,EN300-384139,CN1CC(N2CCN(C(=O)C[C@@]3(C(=O)Nc4cncc5ccccc45)CCOc4ccc(Cl)cc43)CC2)C1,CN1CC(N2CCN(C(=O)CC[C@@]3(C(=O)Nc4cncc5ccccc45)CCOc4ccc(Cl)cc43)CC2)C1
COC1(c2cnnn2C)CNC1,EN300-380827,COC1(c2cnnn2C)CN(C(=O)C[C@@]2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)C1,COC1(c2cnnn2C)CN(C(=O)CC[C@@]2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)C1
C1CNCC(Cc2nnn[nH]2)C1,EN300-383891,O=C(C[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)N1CCCC(Cc2nnn[nH]2)C1,O=C(CC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)N1CCCC(Cc2nnn[nH]2)C1
Cc1nc(C2CNC2)n[nH]1,EN300-384241,Cc1nc(C2CN(C(=O)C[C@@]3(C(=O)Nc4cncc5ccccc45)CCOc4ccc(Cl)cc43)C2)n[nH]1,Cc1nc(C2CN(C(=O)CC[C@@]3(C(=O)Nc4cncc5ccccc45)CCOc4ccc(Cl)cc43)C2)n[nH]1
CNCCn1cnnc1,EN300-379046,CN(CCn1cnnc1)C(=O)C[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,CN(CCn1cnnc1)C(=O)CC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21
CNCc1nnc2n1CCN(C)C2=O,EN300-385232,CN(Cc1nnc2n1CCN(C)C2=O)C(=O)C[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,CN(Cc1nnc2n1CCN(C)C2=O)C(=O)CC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21
CNCc1nnc2n1CCNC2=O,EN300-385239,CN(Cc1nnc2n1CCNC2=O)C(=O)C[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,CN(Cc1nnc2n1CCNC2=O)C(=O)CC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21
CCNC(C)C(=O)NC,EN300-366233,CCN(C(=O)C[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)C(C)C(=O)NC,CCN(C(=O)CC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)C(C)C(=O)NC
C[C@@H]1NCCCNC1=O,EN300-372748,C[C@H]1C(=O)NCCCN1C(=O)C[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,C[C@H]1C(=O)NCCCN1C(=O)CC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21
CNC(=O)CNCC(=O)NC,EN300-366932,CNC(=O)CN(CC(=O)NC)C(=O)C[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,CNC(=O)CN(CC(=O)NC)C(=O)CC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21
C1CC(c2nn[nH]n2)CN1,EN300-366852,O=C(C[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)N1CCC(c2nn[nH]n2)C1,O=C(CC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)N1CCC(c2nn[nH]n2)C1
O=C1CNCCCN1,EN300-366468,O=C1CN(C(=O)C[C@@]2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)CCCN1,O=C1CN(C(=O)CC[C@@]2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)CCCN1
CNCc1nnc2c(=O)n(C)ccn12,EN300-371970,CN(Cc1nnc2c(=O)n(C)ccn12)C(=O)C[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,CN(Cc1nnc2c(=O)n(C)ccn12)C(=O)CC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21
C1CC(Cc2nnn[nH]2)CCN1,EN300-373903,O=C(C[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)N1CCC(Cc2nnn[nH]2)CC1,O=C(CC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)N1CCC(Cc2nnn[nH]2)CC1
NC(=O)CNC1CCOCC1,EN300-373584,NC(=O)CN(C(=O)C[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)C1CCOCC1,NC(=O)CN(C(=O)CC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)C1CCOCC1
c1cn(C2CNC2)nn1,EN300-367405,O=C(C[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)N1CC(n2ccnn2)C1,O=C(CC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)N1CC(n2ccnn2)C1
C[C@@H](O)C1CNC1,EN300-365791,C[C@@H](O)C1CN(C(=O)C[C@@]2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)C1,C[C@@H](O)C1CN(C(=O)CC[C@@]2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)C1
O=C(C1CNC1)N1CCOCC1,EN300-365747,O=C(C[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)N1CC(C(=O)N2CCOCC2)C1,O=C(CC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)N1CC(C(=O)N2CCOCC2)C1
C[C@H](O)C1CNC1,EN300-365650,C[C@H](O)C1CN(C(=O)C[C@@]2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)C1,C[C@H](O)C1CN(C(=O)CC[C@@]2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)C1
OCC1(CO)CCNCC1,EN300-154700,O=C(C[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)N1CCC(CO)(CO)CC1,O=C(CC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)N1CCC(CO)(CO)CC1
NC(=O)C1CNC1,EN300-365106,NC(=O)C1CN(C(=O)C[C@@]2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)C1,NC(=O)C1CN(C(=O)CC[C@@]2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)C1
Cn1nnnc1C1CCNCC1,EN300-370677,Cn1nnnc1C1CCN(C(=O)C[C@@]2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)CC1,Cn1nnnc1C1CCN(C(=O)CC[C@@]2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)CC1
C1CC(c2nn[nH]n2)CCN1,EN300-66779,O=C(C[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)N1CCC(c2nn[nH]n2)CC1,O=C(CC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)N1CCC(c2nn[nH]n2)CC1
CS(=O)(=O)NC1CCCNC1,EN300-344195,CS(=O)(=O)N(C(=O)C[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)C1CCCNC1,CS(=O)(=O)N(C(=O)CC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)C1CCCNC1
OC[C@@H]1CNC[C@@H]1CO,EN300-333677,O=C(C[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)N1C[C@@H](CO)[C@@H](CO)C1,O=C(CC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)N1C[C@@H](CO)[C@@H](CO)C1
OC[C@H]1NCCC[C@H]1CO,EN300-343562,O=C(C[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)N1CCC[C@@H](CO)[C@H]1CO,O=C(CC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)N1CCC[C@@H](CO)[C@H]1CO
CN(C)[C@@H]1CNC[C@@H]1n1ccnn1,EN300-331707,CN(C)[C@@H]1CN(C(=O)C[C@@]2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)C[C@@H]1n1ccnn1,CN(C)[C@@H]1CN(C(=O)CC[C@@]2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)C[C@@H]1n1ccnn1
C[C@@]1(CO)CNC[C@]1(C)CO,EN300-318058,C[C@@]1(CO)CN(C(=O)C[C@@]2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)C[C@]1(C)CO,C[C@@]1(CO)CN(C(=O)CC[C@@]2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)C[C@]1(C)CO
NS(=O)(=O)NC1CNC1,EN300-317866,O=C(C[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)NS(=O)(=O)NC1CNC1,O=C(CC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)NS(=O)(=O)NC1CNC1
NS(=O)(=O)CC1CCCCN1,EN300-318317,O=C(C[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)NS(=O)(=O)CC1CCCCN1,O=C(CC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)NS(=O)(=O)CC1CCCCN1
NC(=O)C(F)C1CCNCC1,EN300-318110,NC(=O)C(F)C1CCN(C(=O)C[C@@]2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)CC1,NC(=O)C(F)C1CCN(C(=O)CC[C@@]2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)CC1
CNCC1CN(C)CCO1,EN300-71203,CN1CCOC(CN(C)C(=O)C[C@@]2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)C1,CN1CCOC(CN(C)C(=O)CC[C@@]2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)C1
O=C1CC2CCC(CN1)N2,EN300-312282,O=C1CC2CCC(CN1)N2C(=O)C[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,O=C1CC2CCC(CN1)N2C(=O)CC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21
NS(=O)(=O)NC1CCNCC1,EN300-321120,O=C(C[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)NS(=O)(=O)NC1CCNCC1,O=C(CC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)NS(=O)(=O)NC1CCNCC1
CN[C@H]1C[C@@H](C(N)=O)C1,EN300-321459,CN(C(=O)C[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)[C@H]1C[C@@H](C(N)=O)C1,CN(C(=O)CC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)[C@H]1C[C@@H](C(N)=O)C1
CNC1CS(=O)(=O)C1,EN300-318341,CN(C(=O)C[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)C1CS(=O)(=O)C1,CN(C(=O)CC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)C1CS(=O)(=O)C1
CNS(=O)(=O)CC1CCCNC1,EN300-323104,CN(C(=O)C[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)S(=O)(=O)CC1CCCNC1,CN(C(=O)CC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)S(=O)(=O)CC1CCCNC1
CC12CNCC1(C)C(=O)NC2=O,EN300-323291,CC12CN(C(=O)C[C@@]3(C(=O)Nc4cncc5ccccc45)CCOc4ccc(Cl)cc43)CC1(C)C(=O)NC2=O,CC12CN(C(=O)CC[C@@]3(C(=O)Nc4cncc5ccccc45)CCOc4ccc(Cl)cc43)CC1(C)C(=O)NC2=O
NC(=O)C1(O)CNC1,EN300-316171,NC(=O)C1(O)CN(C(=O)C[C@@]2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)C1,NC(=O)C1(O)CN(C(=O)CC[C@@]2(C(=O)Nc3cncc4ccccc34)CCOc3ccc(Cl)cc32)C1
NC(=O)c1cn(C2CCNC2)nn1,EN300-306528,NC(=O)c1cn(C2CCN(C(=O)C[C@@]3(C(=O)Nc4cncc5ccccc45)CCOc4ccc(Cl)cc43)C2)nn1,NC(=O)c1cn(C2CCN(C(=O)CC[C@@]3(C(=O)Nc4cncc5ccccc45)CCOc4ccc(Cl)cc43)C2)nn1
NC(=O)[C@@H]1CCCN1,EN300-315545,NC(=O)[C@@H]1CCCN1C(=O)C[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21,NC(=O)[C@@H]1CCCN1C(=O)CC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21
CS(=O)(=O)NC1CNC1,EN300-312805,CS(=O)(=O)N(C(=O)C[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)C1CNC1,CS(=O)(=O)N(C(=O)CC[C@@]1(C(=O)Nc2cncc3ccccc23)CCOc2ccc(Cl)cc21)C1CNC1
