SMILES,TITLE,fragments,Hybrid2,docked_fragment,Mpro-x0434_dock,site
Cc1nnc(n1C)c2cccc(c2)NC(=O)Nc3cccnc3,786,x0434,-4.014601,x0434,-4.014601,active-noncovalent
c1cc(cnc1)NC(=O)NCc2ccc(cc2)c3[nH]ccn3,12280,x0434,-4.014487,x0434,-4.014487,active-noncovalent
c1ccc(cc1)C[NH+]2CCN(CC2)CCCCNC(=O)Nc3cccnc3,4077,x0434,-4.014414,x0434,-4.014414,active-noncovalent
c1cc(cnc1)NC(=O)NC2CCC3(CC2)CS(=O)(=O)C3,13436,x0434,-4.012958,x0434,-4.012958,active-noncovalent
c1cc(cnc1)NC(=O)NCC(=O)NCC2CC2,15145,x0434,-4.012473,x0434,-4.012473,active-noncovalent
c1cc(cnc1)NC(=O)Nc2csc3c2cccn3,1545,x0434,-4.011283,x0434,-4.011283,active-noncovalent
c1ccnc(c1)N2CC(C2)NC(=O)Nc3cccnc3,3261,x0434,-4.011027,x0434,-4.011027,active-noncovalent
c1cc(cc(c1)NC(=O)Nc2cccnc2)C[N@H+]3CCNC(=O)C3,652,x0434,-4.009747,x0434,-4.009747,active-noncovalent
c1cc(cnc1)NC(=O)Nc2ccc(cc2)c3nc[nH]n3,4954,x0434,-4.008293,x0434,-4.008293,active-noncovalent
Cc1cc(c(cc1OC)Cl)NC(=O)Nc2cccnc2,10695,x0434,-4.006176,x0434,-4.006176,active-noncovalent
c1ccc(cc1)C[N@H+]2CCCC[C@H](C2)NC(=O)Nc3cccnc3,8013,x0434,-4.004984,x0434,-4.004984,active-noncovalent
COC(=O)c1nc2ccc(cc2s1)NC(=O)Nc3cccnc3,6310,x0434,-4.004308,x0434,-4.004308,active-noncovalent
CCOc1cc(ccc1OC)CNC(=O)Nc2cccnc2,4752,x0434,-4.003694,x0434,-4.003694,active-noncovalent
CC(=O)Nc1ccc(cc1)S(=O)(=O)N2CCC(CC2)NC(=O)Nc3cccnc3,3950,x0434,-4.003216,x0434,-4.003216,active-noncovalent
Cc1coc(n1)c2cccc(c2)NC(=O)Nc3cccnc3,2806,x0434,-4.002453,x0434,-4.002453,active-noncovalent
C[NH+]1CCN(CC1)C(=O)c2ccc(cc2)CNC(=O)Nc3cccnc3,7829,x0434,-4.002335,x0434,-4.002335,active-noncovalent
Cc1ccc(cc1NC(=O)Nc2cccnc2)N3CCOC3=O,14113,x0434,-4.001946,x0434,-4.001946,active-noncovalent
CC(C)Nc1c(cccn1)NC(=O)Nc2cccnc2,8887,x0434,-4.001600,x0434,-4.0016,active-noncovalent
COC(=O)c1ccc(cn1)CNC(=O)Nc2cccnc2,14476,x0434,-4.001451,x0434,-4.001451,active-noncovalent
COc1cccc(c1)Oc2ccc(cc2Cl)NC(=O)Nc3cccnc3,346,x0434,-3.998980,x0434,-3.99898,active-noncovalent
Cc1ccc(c(n1)N(C)C)NC(=O)Nc2cccnc2,1313,x0434,-3.998203,x0434,-3.998203,active-noncovalent
CS(=O)(=O)NC(=O)CNC(=O)Nc1cccnc1,1696,x0434,-3.997067,x0434,-3.997067,active-noncovalent
c1cc(cnc1)NC(=O)NCCNC(=O)c2c(cccn2)O,8463,x0434,-3.996718,x0434,-3.996718,active-noncovalent
COc1ccc(cc1OC2CCCC2)CNC(=O)Nc3cccnc3,9927,x0434,-3.996341,x0434,-3.996341,active-noncovalent
CCOc1nc2cc(ccc2o1)NC(=O)Nc3cccnc3,4583,x0434,-3.996308,x0434,-3.996308,active-noncovalent
c1cc(cc(c1)n2c(ccc2O)O)NC(=O)Nc3cccnc3,842,x0434,-3.996027,x0434,-3.996027,active-noncovalent
c1ccc(c(c1)N2CC[C@H](C2=O)NC(=O)Nc3cccnc3)Cl,10424,x0434,-3.995795,x0434,-3.995795,active-noncovalent
c1cc(c(cc1)Cl)[C@H]2C[C@@H](C2)NC(=O)Nc3cnccc3,6718,x0434,-3.995371,x0434,-3.995371,active-noncovalent
c1cc(cnc1)NC(=O)Nc2cc(cs2)C(F)(F)F,10906,x0434,-3.995188,x0434,-3.995188,active-noncovalent
COc1c(c(sn1)OC)CNC(=O)Nc2cccnc2,136,x0434,-3.994156,x0434,-3.994156,active-noncovalent
CC(C)(C)OC(=O)[C@H](COC)NC(=O)Nc1cccnc1,10537,x0434,-3.993297,x0434,-3.993297,active-noncovalent
C[C@@H]1CCCC[N@H+]1CC(=O)Nc2ccc(c(c2)NC(=O)Nc3cccnc3)F,11658,x0434,-3.993269,x0434,-3.993269,active-noncovalent
CCNC(=O)c1cc(c(s1)C)NC(=O)Nc2cccnc2,4982,x0434,-3.993265,x0434,-3.993265,active-noncovalent
c1cc(cnc1)NC(=O)Nc2ccc(cc2)N3CCCC3,1253,x0434,-3.993032,x0434,-3.993032,active-noncovalent
Cc1ccc(cc1NS(=O)(=O)c2ccccc2)NC(=O)Nc3cccnc3,13639,x0434,-3.990947,x0434,-3.990947,active-noncovalent
c1cc(cnc1)NC(=O)NC2CC[NH+](CC2)Cc3ccc(c(c3)Cl)Cl,4134,x0434,-3.990235,x0434,-3.990235,active-noncovalent
CCc1c(c(n(n1)c2ccccc2)CC)CNC(=O)Nc3cccnc3,2188,x0434,-3.989304,x0434,-3.989304,active-noncovalent
Cc1c(cc(cn1)NC(=O)Nc2cccnc2)Br,1690,x0434,-3.988704,x0434,-3.988704,active-noncovalent
c1cc(cnc1)NC(=O)Nc2ccc(cc2)C3(CC3)CO,14409,x0434,-3.988429,x0434,-3.988429,active-noncovalent
COC(=O)CNC(=O)CNC(=O)Nc1cccnc1,9137,x0434,-3.987616,x0434,-3.987616,active-noncovalent
Cc1ccnn1c2cccc(c2)NC(=O)Nc3cccnc3,14291,x0434,-3.987559,x0434,-3.987559,active-noncovalent
c1cc(cnc1)NC(=O)Nc2ccc3c(c2)N(CCS3)CC(F)F,625,x0434,-3.987431,x0434,-3.987431,active-noncovalent
Cn1ccc(n1)N2CC[C@H](C2=O)NC(=O)Nc3cccnc3,2810,x0434,-3.986369,x0434,-3.986369,active-noncovalent
c1cc(cnc1)NC(=O)NC2CC[NH+](CC2)Cc3ccncc3,10252,x0434,-3.985543,x0434,-3.985543,active-noncovalent
c1cc(cnc1)NC(=O)NCc2ccc(nc2)n3ccnc3,1067,x0434,-3.984746,x0434,-3.984746,active-noncovalent
CSc1ccc(cc1F)NC(=O)Nc2cccnc2,3422,x0434,-3.984172,x0434,-3.984172,active-noncovalent
COCCOc1cc(ccc1NC(=O)Nc2cccnc2)C(=O)OC,9890,x0434,-3.983891,x0434,-3.983891,active-noncovalent
Cc1ccc(cc1NC(=O)Nc2cccnc2)NC(=O)C(C)C,8298,x0434,-3.983763,x0434,-3.983763,active-noncovalent
c1cc(cnc1)NC(=O)NCc2ccc(cc2)n3cccn3,6676,x0434,-3.982547,x0434,-3.982547,active-noncovalent
Cn1cc(cc1C(=O)OC)NC(=O)Nc2cccnc2,12836,x0434,-3.981997,x0434,-3.981997,active-noncovalent
Cc1ccc(cc1NC(=O)Nc2cccnc2)C[NH+]3CCCC3,14118,x0434,-3.981804,x0434,-3.981804,active-noncovalent
c1ccc(cc1)C[NH+]2CCC3(CC2)C[C@@H](CCO3)NC(=O)Nc4cccnc4,9825,x0434,-3.981323,x0434,-3.981323,active-noncovalent
c1cc(cnc1)NC(=O)N[C@H]2CCC3(C2)CCOCC3,11506,x0434,-3.980245,x0434,-3.980245,active-noncovalent
c1cc(cnc1)NC(=O)N[C@@]2(CCOC2)c3[n-]nnn3,12772,x0434,-3.980001,x0434,-3.980001,active-noncovalent
c1cc(cnc1)NC(=O)Nc2ccc3c(c2)ncs3,5336,x0434,-3.979764,x0434,-3.979764,active-noncovalent
c1cc(cnc1)NC(=O)NCC[NH+]2CCN(CC2)C(=O)C3CCC3,11991,x0434,-3.978497,x0434,-3.978497,active-noncovalent
CCC(=O)Nc1ccc(cc1NC(=O)Nc2cccnc2)OC,8287,x0434,-3.977738,x0434,-3.977738,active-noncovalent
CC(C)(C)OC(=O)CCn1cc(cn1)NC(=O)Nc2cccnc2,7605,x0434,-3.977700,x0434,-3.9777,active-noncovalent
COC(=O)C1(CCC1)c2cccc(c2)NC(=O)Nc3cccnc3,11365,x0434,-3.977474,x0434,-3.977474,active-noncovalent
c1cc(cnc1)NC(=O)Nc2ccc(cc2)c3c4c([nH]n3)CCC4,2466,x0434,-3.977260,x0434,-3.97726,active-noncovalent
c1cc(cnc1)NC(=O)N[C@H]2CCCCC[NH2+]C2,9188,x0434,-3.975808,x0434,-3.975808,active-noncovalent
CC(C)(C)c1cc(c(c(c1)NC(=O)Nc2cccnc2)OC)C(C)(C)C,11751,x0434,-3.975641,x0434,-3.975641,active-noncovalent
Cc1ccc(cc1S(=O)(=O)C)NC(=O)Nc2cccnc2,4884,x0434,-3.975544,x0434,-3.975544,active-noncovalent
c1ccc(cc1)c2ccc(c(c2)Cl)NC(=O)Nc3cccnc3,10238,x0434,-3.975410,x0434,-3.97541,active-noncovalent
CCN1C(=O)C[C@H](NC1=O)[N@@H+]2CC[C@H](C2)NC(=O)Nc3cccnc3,1929,x0434,-3.975226,x0434,-3.975226,active-noncovalent
COc1cc(cc(c1OC)CC=C)CNC(=O)Nc2cccnc2,9957,x0434,-3.975056,x0434,-3.975056,active-noncovalent
CS(=O)(=O)CCOc1cccc(c1)NC(=O)Nc2cccnc2,6376,x0434,-3.974110,x0434,-3.97411,active-noncovalent
COc1cc(c(cc1OC)F)NC(=O)Nc2cccnc2,14591,x0434,-3.972113,x0434,-3.972113,active-noncovalent
c1ccc(c(c1)Oc2ccc(cc2)NC(=O)Nc3cccnc3)Cl,6262,x0434,-3.971076,x0434,-3.971076,active-noncovalent
c1cc(cnc1)NC(=O)N[C@@H]2CCN(C2)c3ccc4nncn4n3,11882,x0434,-3.970627,x0434,-3.970627,active-noncovalent
c1cc(cc(c1)F)CNS(=O)(=O)c2cccc(c2)CNC(=O)Nc3cccnc3,11631,x0434,-3.969546,x0434,-3.969546,active-noncovalent
c1cc(cnc1)NC(=O)Nc2ccc3c(c2)COC3,5299,x0434,-3.967379,x0434,-3.967379,active-noncovalent
c1ccc2c(c1)c(ccn2)Oc3ccc(cc3)NC(=O)Nc4cccnc4,9729,x0434,-3.967303,x0434,-3.967303,active-noncovalent
c1ccc(cc1)[C@@H](CCCNC(=O)Nc2cccnc2)[NH+]3CCCC3,6025,x0434,-3.966356,x0434,-3.966356,active-noncovalent
C=CCNC(=O)Nc1ccc(cc1)NC(=O)Nc2cccnc2,8264,x0434,-3.965553,x0434,-3.965553,active-noncovalent
C[C@@H](C(=O)OC(C)(C)C)NC(=O)CNC(=O)Nc1cccnc1,13434,x0434,-3.964834,x0434,-3.964834,active-noncovalent
COC(=O)c1cc(cc(c1O)NC(=O)Nc2cccnc2)Cl,3928,x0434,-3.963965,x0434,-3.963965,active-noncovalent
c1cncc(c1)NC(=O)N[C@H]2C[C@@H](C2)c3cc(c(cc3)F)Cl,8347,x0434,-3.963734,x0434,-3.963734,active-noncovalent
CC(C)(C)OC(=O)[C@@H]1CCC[C@H](C1)NC(=O)Nc2cccnc2,8200,x0434,-3.961112,x0434,-3.961112,active-noncovalent
COc1cc(c(cc1C(=O)OC)NC(=O)Nc2cccnc2)F,8206,x0434,-3.959137,x0434,-3.959137,active-noncovalent
c1cc(cnc1)NC(=O)Nc2cc3c(cc2F)n[nH]n3,1935,x0434,-3.957813,x0434,-3.957813,active-noncovalent
Cc1cc(cnc1[N@@]2CCCC[C@H]2C)NC(=O)Nc3cccnc3,11939,x0434,-3.957284,x0434,-3.957284,active-noncovalent
c1cc(cnc1)NC(=O)Nc2ccc(cc2)NC(=O)[C@H]3CCCO3,2594,x0434,-3.957160,x0434,-3.95716,active-noncovalent
c1cc(cnc1)NC(=O)Nc2ccc3cc(ccc3c2)S(=O)(=O)N,9942,x0434,-3.957055,x0434,-3.957055,active-noncovalent
Cc1cc(ccc1C[C@@H](CNC(=O)Nc2cccnc2)C(=O)NC)F,13730,x0434,-3.955568,x0434,-3.955568,active-noncovalent
CS(=O)(=O)Nc1cc(ccc1Cl)NC(=O)Nc2cccnc2,981,x0434,-3.955431,x0434,-3.955431,active-noncovalent
Cc1ccnc(n1)c2cccc(c2)NC(=O)Nc3cccnc3,6399,x0434,-3.954906,x0434,-3.954906,active-noncovalent
Cc1cc(cc(c1)NC(=O)Nc2cccnc2)c3ccccc3,10130,x0434,-3.954571,x0434,-3.954571,active-noncovalent
CC(C)(C)c1nc2ccc(cc2s1)NC(=O)Nc3cccnc3,8261,x0434,-3.954060,x0434,-3.95406,active-noncovalent
CC(C)(C[N@@H+]1CC[C@H](C1)NC(=O)Nc2cccnc2)O,5039,x0434,-3.953876,x0434,-3.953876,active-noncovalent
CC(=O)Nc1ccc(c(c1)OC)NC(=O)Nc2cccnc2,4746,x0434,-3.953575,x0434,-3.953575,active-noncovalent
CC(C)(C)OC(=O)c1c(c[nH]n1)NC(=O)Nc2cccnc2,8395,x0434,-3.952359,x0434,-3.952359,active-noncovalent
c1cc(cnc1)NC(=O)NC2CCN(CC2)C(=O)C3CCCCC3,2561,x0434,-3.951674,x0434,-3.951674,active-noncovalent
c1cc(cnc1)NC(=O)NCc2nc3c(o2)cccn3,12716,x0434,-3.951335,x0434,-3.951335,active-noncovalent
c1cc(cc(c1)Cl)NS(=O)(=O)c2ccc(c(c2)NC(=O)Nc3cccnc3)[O-],11667,x0434,-3.951143,x0434,-3.951143,active-noncovalent
c1cc(cnc1)NC(=O)N[C@@H]2C[C@H]2c3ccco3,13492,x0434,-3.951135,x0434,-3.951135,active-noncovalent
Cc1nc(no1)c2ccc(cc2)CNC(=O)Nc3cccnc3,12083,x0434,-3.950517,x0434,-3.950517,active-noncovalent
CCC(CC)[C@H]1C[C@H](CCO1)NC(=O)Nc2cccnc2,8661,x0434,-3.949761,x0434,-3.949761,active-noncovalent
c1cc(cnc1)NC(=O)Nc2ccc3c(c2)[nH]c(n3)[C@H]4CCCO4,8131,x0434,-3.949721,x0434,-3.949721,active-noncovalent
Cc1ccc(cc1NC(=O)Nc2cccnc2)c3nc4ccc(cc4n3C(C)C)F,9741,x0434,-3.948105,x0434,-3.948105,active-noncovalent
c1cc(cnc1)NC(=O)NCc2nc3ccc(cc3o2)Br,3001,x0434,-3.947102,x0434,-3.947102,active-noncovalent
Cc1c2cc(ccc2oc1CNC(=O)Nc3cccnc3)Br,12226,x0434,-3.946844,x0434,-3.946844,active-noncovalent
Cc1ccc(cc1)N2CC[C@H](C2=O)NC(=O)Nc3cccnc3,10421,x0434,-3.944392,x0434,-3.944392,active-noncovalent
C#CCO[C@H]1CC[C@@H](CC1)NC(=O)Nc2cnccc2,6892,x0434,-3.944381,x0434,-3.944381,active-noncovalent
Cc1cc(ccc1NC(=O)Nc2cccnc2)S(=O)(=O)CCO,4411,x0434,-3.942985,x0434,-3.942985,active-noncovalent
c1cc(cnc1)NC(=O)Nc2cncc3c2CCNC3=O,32,x0434,-3.942052,x0434,-3.942052,active-noncovalent
c1ccnc(c1)c2[nH]c(nn2)CNC(=O)Nc3cccnc3,2831,x0434,-3.941794,x0434,-3.941794,active-noncovalent
CC(=O)Nc1cc(ccc1NC(=O)Nc2cccnc2)Cl,14623,x0434,-3.940925,x0434,-3.940925,active-noncovalent
CN=[S@](=O)(C)c1cccc(c1)NC(=O)Nc2cccnc2,10585,x0434,-3.940712,x0434,-3.940712,active-noncovalent
c1cc(cnc1)NC(=O)NCc2ccc(cc2)c3ccc4c(c3)CCCO4,3981,x0434,-3.940114,x0434,-3.940114,active-noncovalent
CC(C)C[C@@H](CC(=O)OC)NC(=O)Nc1cccnc1,10794,x0434,-3.940080,x0434,-3.94008,active-noncovalent
COc1ccc(cc1)CN2CC[C@@H](C2=O)NC(=O)Nc3cccnc3,462,x0434,-3.940021,x0434,-3.940021,active-noncovalent
c1cc(cnc1)NC(=O)Nc2ccc(cc2)S(=O)(=O)C[C@@H]3CCCO3,7951,x0434,-3.939739,x0434,-3.939739,active-noncovalent
COc1ccccc1Oc2ccc(cc2F)NC(=O)Nc3cccnc3,396,x0434,-3.938881,x0434,-3.938881,active-noncovalent
c1cc(cnc1)NC(=O)Nc2ccc(cc2)OC([C@@H](C(F)(F)F)F)(F)F,2236,x0434,-3.937757,x0434,-3.937757,active-noncovalent
c1cc(cnc1)[C@H]2C[C@@H](CCO2)NC(=O)Nc3cccnc3,9612,x0434,-3.935486,x0434,-3.935486,active-noncovalent
c1cc(cnc1)NC(=O)NCc2[nH]c3cc(ccc3n2)N(=O)=O,4418,x0434,-3.935443,x0434,-3.935443,active-noncovalent
c1ccc(cc1)C[N@H+]2C[C@H]([C@@H](C2)NC(=O)Nc3cccnc3)C(F)F,70,x0434,-3.934743,x0434,-3.934743,active-noncovalent
CC(C)COC(=O)Nc1cccc(c1)NC(=O)Nc2cccnc2,8134,x0434,-3.934692,x0434,-3.934692,active-noncovalent
c1cc(cnc1)NC(=O)Nc2ccc3cc(ccc3c2)O,3006,x0434,-3.934257,x0434,-3.934257,active-noncovalent
c1cc(cnc1)NC(=O)Nc2ccc(cc2)Cn3c(ccc3O)O,12002,x0434,-3.933721,x0434,-3.933721,active-noncovalent
c1ccnc(c1)COc2ccc(cc2Cl)NC(=O)Nc3cccnc3,8009,x0434,-3.932675,x0434,-3.932675,active-noncovalent
c1cc2cc(cnc2c(c1)F)CNC(=O)Nc3cccnc3,2791,x0434,-3.931939,x0434,-3.931939,active-noncovalent
Cc1cc(ccc1NC(=O)Nc2cccnc2)OCc3ccccn3,9874,x0434,-3.931481,x0434,-3.931481,active-noncovalent
c1cc(cnc1)NC(=O)NCc2ccc3c(c2)nc(o3)c4ccc(cc4)F,9643,x0434,-3.931470,x0434,-3.93147,active-noncovalent
c1ccc(cc1)[C@@H]2C[C@H]2NC(=O)Nc3cccnc3,2113,x0434,-3.930418,x0434,-3.930418,active-noncovalent
CCc1ccc(cc1)N2CCC(CC2)NC(=O)Nc3cccnc3,10075,x0434,-3.930337,x0434,-3.930337,active-noncovalent
c1ccc2c(c1)CC[C@@H]3[C@H]2C[C@@H]3NC(=O)Nc4cccnc4,4571,x0434,-3.930277,x0434,-3.930277,active-noncovalent
C[NH+](C)NC(=O)Nc1cccc(c1)NC(=O)Nc2cccnc2,4426,x0434,-3.929723,x0434,-3.929723,active-noncovalent
c1cc(cc(c1)N2CCOC2=O)NC(=O)Nc3cccnc3,2870,x0434,-3.929497,x0434,-3.929497,active-noncovalent
Cn1cnnc1[C@H]2C[C@@H]([C@@H](C2)O)CNC(=O)Nc3cccnc3,1998,x0434,-3.929185,x0434,-3.929185,active-noncovalent
COc1ccc(cc1NC(=O)Nc2cccnc2)S(=O)(=O)NC3CCOCC3,7846,x0434,-3.928475,x0434,-3.928475,active-noncovalent
C[C@H]1COCC[N@]1c2ccc(cc2Cl)NC(=O)Nc3cccnc3,9972,x0434,-3.927894,x0434,-3.927894,active-noncovalent
C[C@H]1CCc2c(sc(n2)[C@H](C)NC(=O)Nc3cccnc3)C1,6603,x0434,-3.925374,x0434,-3.925374,active-noncovalent
COC(=O)c1cccc(c1)c2cccc(c2)NC(=O)Nc3cccnc3,2131,x0434,-3.924423,x0434,-3.924423,active-noncovalent
c1cc(cnc1)NC(=O)NCc2nnc(o2)N3CCOCC3,8430,x0434,-3.924199,x0434,-3.924199,active-noncovalent
c1cc(cnc1)NC(=O)N[C@@H]2CCN(C2=O)c3ccc(cc3)Cl,6358,x0434,-3.922446,x0434,-3.922446,active-noncovalent
C[N@@](CCC(F)(F)F)[C@@H](CNC(=O)Nc1cccnc1)c2ccc(cc2)Cl,270,x0434,-3.921583,x0434,-3.921583,active-noncovalent
Cc1ccc(cc1NC(=O)Nc2cccnc2)C(=O)Nc3cccc(c3)C(F)(F)F,13571,x0434,-3.921166,x0434,-3.921166,active-noncovalent
Cc1cc(n(n1)c2ccc(c(c2)C(F)(F)F)CNC(=O)Nc3cccnc3)C,7750,x0434,-3.921054,x0434,-3.921054,active-noncovalent
Cc1c(n(cn1)c2ccc(cc2)NC(=O)Nc3cccnc3)C,12243,x0434,-3.920603,x0434,-3.920603,active-noncovalent
c1cc(cnc1)NC(=O)NCC[NH+]2CCN(CC2)c3ncccn3,679,x0434,-3.919718,x0434,-3.919718,active-noncovalent
CC(C)(C#N)c1ccc(cc1)NC(=O)Nc2cccnc2,12632,x0434,-3.918841,x0434,-3.918841,active-noncovalent
c1cc(cnc1)NC(=O)Nc2ccc3nnc(n3c2)CCCO,2571,x0434,-3.918213,x0434,-3.918213,active-noncovalent
COc1ccccc1Oc2ccc(cc2)NC(=O)Nc3cccnc3,4197,x0434,-3.917270,x0434,-3.91727,active-noncovalent
c1cc(cnc1)NC(=O)Nc2cnn(c2)CCC(F)(F)F,14561,x0434,-3.916333,x0434,-3.916333,active-noncovalent
COCC(=O)NCCCNC(=O)Nc1cccnc1,13525,x0434,-3.914513,x0434,-3.914513,active-noncovalent
c1cc(cnc1)NC(=O)Nc2ccc(cc2)[N@]3CCc4c(ccs4)C3,4155,x0434,-3.912263,x0434,-3.912263,active-noncovalent
c1ccc(cc1)C[C@@H](CNC(=O)Nc2cccnc2)c3ccccc3,6068,x0434,-3.910967,x0434,-3.910967,active-noncovalent
COC(=O)CCC1CC(C1)NC(=O)Nc2cccnc2,3757,x0434,-3.909696,x0434,-3.909696,active-noncovalent
c1cc(cnc1)NC(=O)Nc2cc3c(cc2Cl)CCC3,3239,x0434,-3.909582,x0434,-3.909582,active-noncovalent
C[NH+]1CCN(CC1)S(=O)(=O)c2cccc(c2)NC(=O)Nc3cccnc3,9790,x0434,-3.909461,x0434,-3.909461,active-noncovalent
c1ccnc(c1)c2[nH]c3cc(ccc3n2)NC(=O)Nc4cccnc4,7935,x0434,-3.908676,x0434,-3.908676,active-noncovalent
C[C@]1(C(=O)N(C(=O)N1)C)c2ccc(cc2)NC(=O)Nc3cccnc3,4110,x0434,-3.907289,x0434,-3.907289,active-noncovalent
Cn1c2cccc(c2c(n1)Br)NC(=O)Nc3cccnc3,12858,x0434,-3.907107,x0434,-3.907107,active-noncovalent
Cc1cc(n(n1)c2ccc(cc2)CNC(=O)Nc3cccnc3)C,11989,x0434,-3.906727,x0434,-3.906727,active-noncovalent
Cc1c(cc(cn1)NC(=O)Nc2cccnc2)C(=O)N,1433,x0434,-3.906069,x0434,-3.906069,active-noncovalent
CC(C)S(=O)(=O)Cc1cccc(c1)NC(=O)Nc2cccnc2,6381,x0434,-3.905043,x0434,-3.905043,active-noncovalent
c1cc(cnc1)NC(=O)N[C@@]2(CCOC2)c3ncccn3,6706,x0434,-3.904959,x0434,-3.904959,active-noncovalent
CN(C)C(=O)c1cc(cc(c1)Cl)NC(=O)Nc2cccnc2,10292,x0434,-3.904946,x0434,-3.904946,active-noncovalent
c1cc(cnc1)NC(=O)Nc2cnn(c2)c3ccc(cc3)Cl,10466,x0434,-3.904843,x0434,-3.904843,active-noncovalent
C[S@](=O)c1[nH]c2cc(ccc2n1)NC(=O)Nc3cccnc3,14275,x0434,-3.904054,x0434,-3.904054,active-noncovalent
CCCc1c(cnn1c2ccccc2)NC(=O)Nc3cccnc3,2433,x0434,-3.903138,x0434,-3.903138,active-noncovalent
Cc1nccc(n1)c2cccc(c2)NC(=O)Nc3cccnc3,10217,x0434,-3.902385,x0434,-3.902385,active-noncovalent
Cc1c(cc(c(n1)Cl)Cl)NC(=O)Nc2cccnc2,11403,x0434,-3.900945,x0434,-3.900945,active-noncovalent
c1ccc(cc1)n2cc(nn2)CNC(=O)Nc3cccnc3,4660,x0434,-3.900697,x0434,-3.900697,active-noncovalent
COCC(=O)N1CCC(CC1)NC(=O)Nc2cccnc2,6902,x0434,-3.900530,x0434,-3.90053,active-noncovalent
c1ccc2c(c1)cc(cc2F)NC(=O)Nc3cccnc3,12540,x0434,-3.899630,x0434,-3.89963,active-noncovalent
c1cc(cnc1)NC(=O)NC2CCN(CC2)S(=O)(=O)C3CC3,10340,x0434,-3.899116,x0434,-3.899116,active-noncovalent
c1ccc(c(c1)C#N)Oc2ccc(cc2F)NC(=O)Nc3cccnc3,4091,x0434,-3.898591,x0434,-3.898591,active-noncovalent
Cc1ccc(cc1NC(=O)Nc2cccnc2)NC(=O)N(C)C,4387,x0434,-3.898520,x0434,-3.89852,active-noncovalent
CN(C)CC[NH+]1CCN(CC1)c2cccc(c2)NC(=O)Nc3cccnc3,317,x0434,-3.897998,x0434,-3.897998,active-noncovalent
COc1ccccc1Nc2ccc(cc2)NC(=O)Nc3cccnc3,4219,x0434,-3.897600,x0434,-3.8976,active-noncovalent
CCN(CC)C(=O)Cc1ccc(cc1)NC(=O)Nc2cccnc2,6303,x0434,-3.897149,x0434,-3.897149,active-noncovalent
c1cc(cnc1)NC(=O)NCc2ccc(cc2)n3ccnn3,8360,x0434,-3.896729,x0434,-3.896729,active-noncovalent
c1cc2c(cccc2Br)c(c1)c3nc4cc(ccc4o3)NC(=O)Nc5cccnc5,262,x0434,-3.896572,x0434,-3.896572,active-noncovalent
Cc1ccc(cc1NC(=O)Nc2cccnc2)c3ccc(s3)C#N,11952,x0434,-3.896231,x0434,-3.896231,active-noncovalent
c1cncc(c1)NC(=O)N[C@H]2C[C@@H](C2)[C@H]3NC(=O)NC3=O,3672,x0434,-3.895637,x0434,-3.895637,active-noncovalent
Cc1cc(ccc1NC(=O)Nc2cccnc2)OCc3ccncc3,2408,x0434,-3.895079,x0434,-3.895079,active-noncovalent
CCNC(=O)C[S@](=O)c1cccc(c1)NC(=O)Nc2cccnc2,11918,x0434,-3.894812,x0434,-3.894812,active-noncovalent
c1ccc2c(c1)CC[N@@]2Cc3ccc(cc3)NC(=O)Nc4cccnc4,4059,x0434,-3.894662,x0434,-3.894662,active-noncovalent
C[C@@H](c1nc(on1)c2ccc(cc2)Cl)NC(=O)Nc3cccnc3,6216,x0434,-3.894078,x0434,-3.894078,active-noncovalent
C[C@@H]1C[C@@H](CCS1(=O)=O)NC(=O)Nc2cccnc2,13394,x0434,-3.893094,x0434,-3.893094,active-noncovalent
c1cc(cnc1)NC(=O)Nc2cc3c(cc2O)OCCO3,4976,x0434,-3.892960,x0434,-3.89296,active-noncovalent
c1cc(cnc1)NC(=O)Nc2cc(ccc2F)N3CCCC3=O,10261,x0434,-3.891440,x0434,-3.89144,active-noncovalent
c1cc(cnc1)NC(=O)Nc2cnn(c2)c3ccc(cc3)C(F)(F)F,7887,x0434,-3.891165,x0434,-3.891165,active-noncovalent
c1cncc(c1)NC(=O)N[C@H]2CC[C@@H](CC2)NC(=O)N,5828,x0434,-3.890371,x0434,-3.890371,active-noncovalent
c1cc(cnc1)NC(=O)NC2CC(C2)n3cncn3,1999,x0434,-3.890113,x0434,-3.890113,active-noncovalent
c1cc(cnc1)NC(=O)Nc2ccc3c(c2)C(=O)NCC3,12519,x0434,-3.890050,x0434,-3.89005,active-noncovalent
COC(=O)c1ccc(nc1C2CC2)CNC(=O)Nc3cccnc3,13820,x0434,-3.888919,x0434,-3.888919,active-noncovalent
Cc1c(nc2cc(ccc2n1)NC(=O)Nc3cccnc3)C,2830,x0434,-3.887820,x0434,-3.88782,active-noncovalent
c1ccc(cc1)CNC(=O)CNC(=O)Nc2cccnc2,3064,x0434,-3.887286,x0434,-3.887286,active-noncovalent
c1ccc(cc1)S(=O)(=O)Cc2cccc(c2)NC(=O)Nc3cccnc3,371,x0434,-3.885673,x0434,-3.885673,active-noncovalent
Cc1cc(cnc1OC)NC(=O)Nc2cccnc2,11036,x0434,-3.885613,x0434,-3.885613,active-noncovalent
CCOc1ccc(cc1NC(=O)Nc2cccnc2)S(=O)(=O)N3CCOCC3,3995,x0434,-3.884368,x0434,-3.884368,active-noncovalent
