smiles,broad_id,pert_iname,vendor,catalog_no,vendor_name
COc1cc2nc(nc(N)c2cc1OC)N1CCN(CC1)C(=O)C1CCCO1,BRD-A22256192-310-02-8,terazosin,Selleck,S2059,Terazosin HCl
COc1cc2nc(nc(N)c2cc1OC)N1CCN(CC1)C(=O)C1CCCO1,BRD-A22256192-003-22-7,terazosin,Tocris,1506,Terazosin hydrochloride
CN(C\C=C\C#CC(C)(C)C)Cc1cccc2ccccc12,BRD-K68132782-003-14-6,terbinafine,MicroSource,1505392,TERBINAFINE HYDROCHLORIDE
CN(C\C=C\C#CC(C)(C)C)Cc1cccc2ccccc12,BRD-K68132782-003-13-8,terbinafine,Selleck,S2557,Terbinafine HCl
CN(C\C=C\C#CC(C)(C)C)Cc1cccc2ccccc12,BRD-K68132782-001-03-3,terbinafine,Selleck,S1725,Terbinafine
CC(C)(C)NCC(O)c1cc(O)cc(O)c1,BRD-A50157456-065-21-4,terbutaline,MedChemEx,HY-B0802,Terbutaline (sulfate)
CC(C)(C)NCC(O)c1cc(O)cc(O)c1,BRD-A50157456-065-20-6,terbutaline,MicroSource,1500558,TERBUTALINE HEMISULFATE
OC(COC1(CCCCC1)C#C)CN1CCN(CC1)c1cccc(c1)C(F)(F)F,BRD-A11725667-001-01-8,terciprazine,PrincetonBio,OSSK_922544,1-[(1-ethynylcyclohexyl)oxy]-3-{4-[3-(trifluoromethyl)phenyl]-1-piperazinyl}-2-propanol
CC(C)N1CCN(CC1)c1ccc(OC[C@H]2CO[C@@](Cn3cncn3)(O2)c2ccc(Cl)cc2Cl)cc1,BRD-K86204871-001-16-2,terconazole,MicroSource,1503847,TERCONAZOLE
CC(C)N1CCN(CC1)c1ccc(OC[C@@H]2CO[C@](Cn3cncn3)(O2)c2ccc(Cl)cc2Cl)cc1,BRD-K07400595-001-02-7,terconazole,Kemprotec,67915-31-5,"1-(4-(((2S,4R)-2-((1H-1,2,4-triazol-1-yl)methyl)-2-(2,4-dichlorophenyl)-1,3-dioxolan-4-yl)methoxy)phenyl)-4-isopropylpiperazine"
CC(C)(C)c1ccc(cc1)C(O)CCCN1CCC(CC1)C(O)(c1ccccc1)c1ccccc1,BRD-A06352418-001-25-9,terfenadine,MicroSource,1503708,TERFENADINE
CC(C)(C)c1ccc(cc1)C(O)CCCN1CCC(CC1)C(O)(c1ccccc1)c1ccccc1,BRD-A06352418-001-27-5,terfenadine,Tocris,3948,Terfenadine
CC(C)(C)c1ccc(cc1)C(O)CCCN1CCC(CC1)C(O)(c1ccccc1)c1ccccc1,BRD-A06352418-001-24-2,terfenadine,Selleck,S4353,Terfenadine
CCN(CC)C(=O)N[C@H]1CC2C(Cc3c[nH]c4cccc2c34)N(C)C1,BRD-A89207210-001-01-6,terguride,Kemprotec,37686-84-3,"1,1-diethyl-3-((9S)-7-methyl-4,6,6a,7,8,9,10,10a-octahydroindolo[4,3-fg]quinolin-9-yl)urea"
CC(=O)C(C#N)C(=O)Nc1ccc(cc1)C(F)(F)F,BRD-A42699921-001-02-8,teriflunomide,Selleck,S4169,Teriflunomide
CC(=O)C(C#N)C(=O)Nc1ccc(cc1)C(F)(F)F,BRD-A42699921-001-04-4,teriflunomide,Tocris,5069,Teriflunomide
CC(=O)C(C#N)C(=O)Nc1ccc(cc1)C(F)(F)F,BRD-A42699921-001-03-6,teriflunomide,Selleck,S4169,Teriflunomide
NCCCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CSSC[C@H](NC(=O)CNC(=O)CNC(=O)CN)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(N)=O)C(=O)N1)C(=O)NCC(N)=O,BRD-K73451719-001-01-2,terlipressin,Key,HS-2028,"(S)-N-((S)-6-amino-1-(2-amino-2-oxoethylamino)-1-oxohexan-2-yl)-1-((4R,7S,10S,13S,16S,19R)-7-(2-amino-2-oxoethyl)-10-(3-amino-3-oxopropyl)-19-(2-(2-(2-aminoacetamido)acetamido)acetamido)-13-benzyl-16-;(4-hydroxybenzyl)-6,9,12,15,18-pentaoxo-1,2-dithia-5,8"
CC(CC(c1ccccc1)c1ccccc1)NC(C)(C)C,BRD-A33479817-003-03-7,terodiline,Sigma,MFCD00941402,"N-(tert-butyl)-4,4-diphenyl-2-butanamine hydrochloride"
O=c1n(CC2CO2)c(=O)n(CC2CO2)c(=O)n1CC1CO1,BRD-A39935389-001-05-9,teroxirone,ChemDiv,0168-0391,
CC(C)(O)C1CCC(C)(O)CC1,BRD-K93396439-002-01-2,terpene,MicroSource,1506188,TERPENE HYDRATE
CC1C(=O)[C@H]2O[C@H]2C(=O)C1=O,BRD-A64228451-001-08-4,terreic-acid-(-),Tocris,1405,(-)-Terreic acid
Cc1ccc2C[C@@H](CCc2c1CCC(O)=O)NS(=O)(=O)c1ccc(Cl)cc1,BRD-K43975632-001-01-1,terutroban,MedChemEx,HY-16991,Terutroban
CCO[C@@H](Cc1ccc(OCCc2ccc(OS(C)(=O)=O)cc2)cc1)C(O)=O,BRD-K15507868-001-04-5,tesaglitazar,Tocris,3965,Tesaglitazar
CCO[C@@H](Cc1ccc(OCCc2ccc(OS(C)(=O)=O)cc2)cc1)C(O)=O,BRD-K15507868-001-03-7,tesaglitazar,Cayman,16791,
C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)C=C[C@]34C)[C@@H]1CCC(=O)O2,BRD-K69636617-001-01-7,testolactone,MedChemEx,HY-13763,Testolactone
C[C@]12CCC3C(CCC4=CC(=O)CC[C@]34C)C1CC[C@@H]2O,BRD-A55393291-001-09-9,testosterone,MicroSource,307023,TESTOSTERONE
CCCCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,BRD-K89657519-001-01-8,testosterone-enanthate,Enzo,AC3263,TESTOSTERONE ENANTHATE (DEA license)
CCC(=O)O[C@H]1CCC2C3CCC4=CC(=O)CC[C@]4(C)C3CC[C@]12C,BRD-A48720949-001-04-0,testosterone-propionate,MicroSource,300034,TESTOSTERONE PROPIONATE
CCCCCCCCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,BRD-K70650177-001-01-7,testosterone-undecanoate,MedChemEx,HY-B0626,Testosterone (undecanoate)
COc1cc2CCN3C[C@H](CC(C)C)C(=O)C[C@H]3c2cc1OC,BRD-K95739795-001-04-5,tetrabenazine,Tocris,2175,Tetrabenazine
COc1cc2CCN3C[C@H](CC(C)C)C(=O)C[C@H]3c2cc1OC,BRD-K95739795-001-03-7,tetrabenazine,Tocris,2175,Tetrabenazine
CCCCNc1ccc(cc1)C(=O)OCCN(C)C,BRD-K45071273-003-24-9,tetracaine,Selleck,S2573,Tetracaine HCl
CCCCNc1ccc(cc1)C(=O)OCCN(C)C,BRD-K45071273-003-25-6,tetracaine,MicroSource,1500564,TETRACAINE HYDROCHLORIDE
CN(C)[C@H]1[C@@H]2C[C@H]3C(C(=O)c4c(O)cccc4[C@@]3(C)O)C(=O)[C@]2(O)C(=O)C(C(N)=O)C1=O,BRD-A34788695-003-13-6,tetracycline,MedChemEx,HY-B0474,Tetracycline (hydrochloride)
CN(C)[C@H]1[C@@H]2C[C@H]3C(C(=O)c4c(O)cccc4[C@@]3(C)O)C(=O)[C@]2(O)C(=O)C(C(N)=O)C1=O,BRD-A34788695-003-08-6,tetracycline,Selleck,S2574,Tetracycline HCl
CN(C)[C@H]1[C@@H]2C[C@H]3C(C(=O)c4c(O)cccc4[C@@]3(C)O)C(=O)[C@]2(O)C(=O)C(C(N)=O)C1=O,BRD-A34788695-003-10-2,tetracycline,Selleck,S2574,Tetracycline hydrochloride
CN(C)[C@H]1[C@@H]2C[C@H]3C(C(=O)c4c(O)cccc4[C@@]3(C)O)C(=O)[C@]2(O)C(=O)C(C(N)=O)C1=O,BRD-A34788695-003-14-4,tetracycline,MedChemEx,HY-B0474,Tetracycline (hydrochloride)
CN(C)[C@H]1[C@@H]2C[C@H]3C(C(=O)c4c(O)cccc4[C@@]3(C)O)C(=O)[C@]2(O)C(=O)C(C(N)=O)C1=O,BRD-A34788695-003-09-4,tetracycline,MicroSource,1500566,TETRACYCLINE HYDROCHLORIDE
CN(C)[C@H]1[C@@H]2C[C@H]3C(C(=O)c4c(O)cccc4[C@@]3(C)O)C(=O)[C@]2(O)C(=O)C(C(N)=O)C1=O,BRD-A34788695-003-12-8,tetracycline,Sigma,T3383,"(4S,4aS,5aS,6S,12aS)-4-(dimethylamino)-3,6,10,12,12a-pentahydroxy-6-methyl-1,11-dioxo-1,4,4a,5,5a,6,11,12a-octahydro-2-naphthacenecarboxamide hydrochloride"
CCCCCCCCCCCCCCSCC(O)=O,BRD-K47539947-001-03-7,tetradecylthioacetic-acid,Enzo,GR236,Tetradecylthioacetic acid
NCCNCCNCCNCCN,BRD-K41298358-395-02-6,tetraethylenepentamine,Selleck,S4410,Tetraethylenepentamine 5HCl
NCCNCCNCCNCCN,BRD-K41298358-395-03-4,tetraethylenepentamine,Selleck,S4410,tetraethylenepentamine pentahydrochloride
Nc1nc(O)c2NC(CNc3ccc(cc3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)CNc2n1,BRD-A36978621-001-01-9,tetrahydrofolic-acid,Sigma,MFCD00135583,"(2S)-2-[(4-{[(2-amino-4-oxo-1,4,5,6,7,8-hexahydro-6-pteridinyl)methyl]amino}benzoyl)amino]pentanedioic acid"
COc1ccc(CC2NCCc3cc(OC)c(OC)cc23)cc1OC,BRD-A91831168-003-02-5,tetrahydropapaverine,Selleck,S2367,Tetrahydropapaverine HCl
OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1CCC(O)NC1=O,BRD-A86248581-001-01-4,tetrahydrouridine,EMDBio,584222-10MG,Tetrahydrouridine
C1CN=C(N1)C1CCCc2ccccc12,BRD-A28856712-003-25-2,tetrahydrozoline,Selleck,S4043,Tetrahydrozoline HCl
C1CN=C(N1)C1CCCc2ccccc12,BRD-A28856712-003-26-0,tetrahydrozoline,MicroSource,1500567,TETRAHYDROZOLINE HYDROCHLORIDE
CN(C)C(=S)SC(=S)N(C)C,BRD-K36889451-001-01-1,tetramethylthiuram-monosulfide,AKSci,O362,Tetramethylthiuram monosulfide
C1CN2CC(N=C2S1)c1ccccc1,BRD-A46393198-003-16-6,tetramisole,MicroSource,1505679,TETRAMIZOLE HYDROCHLORIDE
C1CN2CC(N=C2S1)c1ccccc1,BRD-A46393198-003-15-8,tetramisole,Selleck,S4094,Tetramisole HCl
COc1ccc2C[C@@H]3N(C)CCc4cc(OC)c(OC)c(Oc5cc6[C@H](Cc7ccc(Oc1c2)cc7)N(C)CCc6cc5OC)c34,BRD-K08078237-001-19-8,tetrandrine,Selleck,S2403,Tetrandrine (Fanchinine)
COc1ccc2C[C@@H]3N(C)CCc4cc(OC)c(OC)c(Oc5cc6[C@H](Cc7ccc(Oc1c2)cc7)N(C)CCc6cc5OC)c34,BRD-K08078237-001-20-6,tetrandrine,Selleck,S2403,Tetrandrine
NC(C(O)=O)c1nnn[nH]1,BRD-A14757586-001-03-2,tetrazol-5-yl-glycine-(RS),Tocris,312,(RS)-(Tetrazol-5-yl)glycine
C1CCC(CC1)c1ccc2n3CCNC4CCCc(c34)c2c1,BRD-A52660433-066-03-9,tetrindole,Tocris,723,Tetrindole mesylate
C1CCC(CC1)c1ccc2n3CCNC4CCCc(c34)c2c1,BRD-A52660433-066-02-1,tetrindole,Tocris,723,Tetrindole mesylate
OC1C(=O)C(=O)C(O)C(=O)C1=O,BRD-K90177246-001-05-5,tetroquinone,MicroSource,1503330,TETROQUINONE
CC(C)(CO)c1cc2cc(NC(=O)C3(CC3)c3ccc4OC(F)(F)Oc4c3)c(F)cc2n1C[C@@H](O)CO,BRD-K97101532-001-02-8,tezacaftor,Selleck,S7059,VX-661
O=C(Nc1ccc(cc1)N1CCC(CC1)C(=O)N1CCOCC1)c1cnc(Oc2ccccc2)nc1,BRD-K57708067-001-01-3,TFC-007,Tocris,5108,TFC 007
CCN1\C(Sc2ccc(OC)cc12)=C\C(C)=O,BRD-K97072811-001-11-4,TG-003,Selleck,S7320,TG003
CN1C\C=C\CCOc2cccc(c2)-c2ccnc(Nc3cccc(C1)c3)n2,BRD-K14560436-001-01-4,TG-02,MedChemEx,HY-15166,SB1317
Cc1cc(cc2nnc(Nc3ccc(OCCN4CCCC4)cc3)nc12)-c1cc(O)ccc1Cl,BRD-K18424115-003-01-3,TG-100572,MedChemEx,HY-10185,TG 100572 (Hydrochloride)
Nc1nc(N)c2nc(cnc2n1)-c1cccc(O)c1,BRD-K46392623-001-02-5,TG-100713,Selleck,S2870,TG100713
Cc1cc(cc2nnc(Nc3ccc(OCCN4CCCC4)cc3)nc12)-c1cc(OC(=O)c2ccccc2)ccc1Cl,BRD-K12735121-001-01-4,TG-100801,MedChemEx,HY-10186,TG 100801
CN1CCN(CC1)c1ccc(Nc2ncc(C)c(Nc3cccc(c3)S(=O)(=O)NC(C)(C)C)n2)cc1,BRD-K39841531-001-02-1,TG-101209,Selleck,S2692,TG101209
Cc1cnc(Nc2ccc(OCCN3CCCC3)cc2)nc1Nc1cccc(c1)S(=O)(=O)NC(C)(C)C,BRD-K12502280-001-11-4,TG-101348,Selleck,S2736,"Fedratinib (SAR302503, TG101348)"
Cc1cnc(Nc2ccc(OCCN3CCCC3)cc2)nc1Nc1cccc(c1)S(=O)(=O)NC(C)(C)C,BRD-K12502280-001-08-0,TG-101348,Selleck,S2736,TG101348 (SAR302503)
Nc1nc(N)c2nc(-c3cccc(O)c3)c(nc2n1)-c1cccc(O)c1,BRD-K64785675-001-04-0,TG100-115,Selleck,S1352,TG100-115
CC(C)Oc1ccc(cc1F)-c1nn([C@@H](C)c2oc3ccc(F)cc3c(=O)c2-c2cccc(F)c2)c2ncnc(N)c12,BRD-K52579889-001-01-9,TGR-1202,MedChemEx,HY-12279,TGR-1202
CC(Nc1ccccc1)c1cc(C)cn2c1nc(cc2=O)N1CCOCC1,BRD-A41692738-001-10-0,TGX-221,Selleck,S1169,TGX-221
CC(Nc1ccccc1)c1cc(C)cn2c1nc(cc2=O)N1CCOCC1,BRD-A41692738-001-07-6,TGX-221,Selleck,S1169,TGX-221
Cn1c(COP(=O)(NCCBr)NCCBr)cnc1[N+]([O-])=O,BRD-K20958582-001-01-4,TH-302,MedChemEx,HY-10535,TH-302
Nc1nc(NC2CC2)cc(n1)-c1cccc(Cl)c1Cl,BRD-K01054709-001-01-3,TH588,MedChemEx,HY-12814,TH588
COc1cc(C[C@@H]2N(C)CCc3cc(OC)c(OC)cc23)c(Oc2cc3C[C@@H]4N(C)CCc5cc(OC)c(OC)c(-c3cc2OC)c45)cc1OC,BRD-K87548127-300-01-1,thaliblastine,InterBioScreen,STOCK1N-51856,
O=C1N(C2CCC(=O)NC2=O)C(=O)c2ccccc12,BRD-A93255169-001-28-3,thalidomide,Tocris,652,Thalidomide
O=C1N(C2CCC(=O)NC2=O)C(=O)c2ccccc12,BRD-A93255169-001-27-5,thalidomide,Selleck,S1193,Thalidomide
Cn1cnc2n(C)c(=O)[nH]c(=O)c12,BRD-K34888156-001-11-2,theobromine,Selleck,S2368,Theobromine
Cn1cnc2n(C)c(=O)[nH]c(=O)c12,BRD-K34888156-213-01-4,theobromine,MicroSource,1500649,THEOBROMINE
Cn1c2nc[nH]c2c(=O)n(C)c1=O,BRD-K97799481-001-16-0,theophylline,MicroSource,1500568,THEOPHYLLINE
CCNC1=N[C@H]2[C@H](O[C@H](CO)[C@@H](O)[C@@H]2O)S1,BRD-K38380126-001-02-2,thiamet-g,Tocris,4390,Thiamet G
CCNC1=N[C@H]2[C@H](O[C@H](CO)[C@@H](O)[C@@H]2O)S1,BRD-K38380126-001-01-4,thiamet-g,Selleck,S7213,Thiamet G
Cc1c(CCO)sc[n+]1Cc1cnc(C)nc1N,BRD-K95785345-300-14-8,thiamine,Selleck,S3211,Thiamine HCl (Vitamin B1)
Cc1c(CCO)sc[n+]1Cc1cnc(C)nc1N,BRD-K95785345-300-15-5,thiamine,MicroSource,1505464,THIAMINE
Cc1c(CCOP(O)(=O)OP(O)(O)=O)sc[n+]1Cc1cnc(C)nc1N,BRD-A09994331-003-02-4,thiamine-pyrophosphate,ChemImpex,461,Thiamine pyrophosphate
CS(=O)(=O)c1ccc(cc1)[C@@H](O)[C@@H](CO)NC(=O)C(Cl)Cl,BRD-K79711234-001-18-3,thiamphenicol,MicroSource,1503136,THIAMPHENICOL
CS(=O)(=O)c1ccc(cc1)[C@@H](O)[C@@H](CO)NC(=O)C(Cl)Cl,BRD-K79711234-001-17-5,thiamphenicol,Selleck,S2583,Thiamphenicol
CCCC(C)C1(CC=C)C(=O)NC(S)=NC1=O,BRD-A23970436-236-04-2,thiamylal,MicroSource,1900002,THIAMYLAL SODIUM
O=C(NCc1ccccc1)c1csc(Nc2ccncn2)n1,BRD-K03164761-001-02-1,thiazovivin,Selleck,S1459,Thiazovivin
CCSc1ccc2Sc3ccccc3N(CCCN3CCN(C)CC3)c2c1,BRD-K69600043-328-05-5,thiethylperazine,Prestwick,Prestw-1068,Thiethylperazine dimalate
COc1c(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc2CC[C@H](NC(C)=O)c3cc(=O)c(SC)ccc3-c2c1OC,BRD-K26619122-001-02-1,thiocolchicoside,Prestwick,Prestw-539,Thiocolchicoside
OC(=O)CCCCC1CCSS1,BRD-A16347691-001-13-1,thioctic-acid,MicroSource,1503941,THIOCTIC ACID
OCCSCCO,BRD-K54521836-001-02-1,thiodiglycol,MicroSource,1503325,THIODIGLYCOL
Nc1nc2nc[nH]c2c(=S)[nH]1,BRD-K49350383-001-13-7,thioguanine,Selleck,S1774,Thioguanine
Nc1nc2nc[nH]c2c(=S)[nH]1,BRD-K49350383-001-14-5,thioguanine,MicroSource,1500573,THIOGUANINE
Nc1nc2nc[nH]c2c(=S)[nH]1,BRD-K49350383-001-15-2,thioguanine,MicroSource,1504530,TIOGUANINE
CC[Hg]Sc1ccccc1C(O)=O,BRD-K61443650-236-13-1,thiomersal,MicroSource,1500572,THIMEROSAL
CCCC(C)C1(CC)C(=O)NC(S)=NC1=O,BRD-A72603112-236-05-7,thiopental,Key,KS-1432,"5-ethyl-5-(1-methylbutyl)-2-thioxodihydro-4,6(1H,5H)-pyrimidinedione"
CCCC(C)C1(CC)C(=O)NC(S)=NC1=O,BRD-A72603112-236-04-0,thiopental,MicroSource,1900005,THIOPENTAL SODIUM
S=C(NC1CCCCC1)N1CCC(CC1)c1c[nH]cn1,BRD-K63874012-001-03-7,thioperamide,Tocris,644,Thioperamide maleate
S=C(NC1CCCCC1)N1CCC(CC1)c1c[nH]cn1,BRD-K63874012-001-02-9,thioperamide,Tocris,644,Thioperamide
COC(=O)NC(=S)Nc1ccccc1NC(=S)NC(=O)OC,BRD-K90168339-001-09-4,thiophanate,Sigma,MFCD00055294,methyl [2-({[(methoxycarbonyl)amino]carbothioyl}amino)anilino]carbothioylcarbamate
COC(=O)NC(=S)Nc1ccccc1NC(=S)NC(=O)OC,BRD-K90168339-001-08-6,thiophanate,MicroSource,1503974,THIOPHANATE
CN(C)S(=O)(=O)c1ccc2Sc3ccccc3N(CCCN3CCN(C)CC3)c2c1,BRD-K08619574-334-05-4,thioproperazine,Prestwick,Prestw-149,Thioproperazine dimesylate
CSc1ccc2Sc3ccccc3N(CCC3CCCCN3C)c2c1,BRD-A84481105-003-31-3,thioridazine,Selleck,S4374,Thioridazine HCl
CSc1ccc2Sc3ccccc3N(CCC3CCCCN3C)c2c1,BRD-A84481105-003-32-1,thioridazine,MicroSource,1500575,THIORIDAZINE HYDROCHLORIDE
OC(=O)CNC(=O)C(CS)Cc1ccccc1,BRD-A56012032-001-15-5,thiorphan,Sigma,T6031,[(2-benzyl-3-sulfanylpropanoyl)amino]acetic acid
OC(=O)CNC(=O)C(CS)Cc1ccccc1,BRD-A56012032-001-14-8,thiorphan,Enzo,PI113,Thiorphan (DL)
CCC(C)C1NC2C=Cc3c(cc(nc3C2O)C(=O)OC(C)C2NC(=O)c3csc(n3)C(NC(=O)C3CSC(=N3)\C(NC(=O)C(NC(=O)c3csc(n3)C3(CCC(=NC3c3csc2n3)c2nc(cs2)C(=O)NC(=C)C(=O)NC(=C)C(N)=O)NC(=O)C(C)NC(=O)C(=C)NC(=O)C(C)NC1=O)C(C)O)=C/C)C(C)(O)C(C)O)C(C)O,BRD-A20697603-001-07-2,thiostrepton,MicroSource,1505111,THIOSTREPTON
CC[C@H](C)[C@@H]1N[C@@H]2C=Cc3c(cc(nc3[C@H]2O)C(=O)O[C@H](C)[C@@H]2NC(=O)c3csc(n3)[C@@H](NC(=O)[C@H]3CSC(=N3)\C(NC(=O)[C@@H](NC(=O)c3csc(n3)[C@]3(CCC(=N[C@@H]3c3csc2n3)c2nc(cs2)C(=O)NC(=C)C(=O)NC(=C)C(N)=O)NC(=O)[C@H](C)NC(=O)C(=C)NC(=O)[C@H](C)NC1=O)[C@@H](C)O)=C\C)[C@](C)(O)[C@@H](C)O)[C@H](C)O,BRD-K58049875-001-03-9,thiostrepton,MedChemEx,HY-B0990,Thiostrepton
CC[C@H](C)[C@@H]1N[C@@H]2C=Cc3c(cc(nc3[C@H]2O)C(=O)O[C@H](C)[C@@H]2NC(=O)c3csc(n3)[C@@H](NC(=O)[C@H]3CSC(=N3)\C(NC(=O)[C@@H](NC(=O)c3csc(n3)[C@]3(CCC(=N[C@@H]3c3csc2n3)c2nc(cs2)C(=O)NC(=C)C(=O)NC(=C)C(N)=O)NC(=O)[C@H](C)NC(=O)C(=C)NC(=O)[C@H](C)NC1=O)[C@@H](C)O)=C\C)[C@](C)(O)[C@@H](C)O)[C@H](C)O,BRD-K58049875-001-01-3,thiostrepton,MedChemEx,HY-B0990,Thiostrepton
CC[C@H](C)[C@@H]1N[C@@H]2C=Cc3c(cc(nc3[C@H]2O)C(=O)O[C@H](C)[C@@H]2NC(=O)c3csc(n3)[C@@H](NC(=O)[C@H]3CSC(=N3)\C(NC(=O)[C@@H](NC(=O)c3csc(n3)[C@]3(CCC(=N[C@@H]3c3csc2n3)c2nc(cs2)C(=O)NC(=C)C(=O)NC(=C)C(N)=O)NC(=O)[C@H](C)NC(=O)C(=C)NC(=O)[C@H](C)NC1=O)[C@@H](C)O)=C\C)[C@](C)(O)[C@@H](C)O)[C@H](C)O,BRD-K58049875-001-02-1,thiostrepton,Selleck,S4354,thiostrepton
CC[C@H](C)[C@@H]1N[C@@H]2C=Cc3c(cc(nc3[C@H]2O)C(=O)O[C@H](C)[C@@H]2NC(=O)c3csc(n3)[C@@H](NC(=O)[C@H]3CSC(=N3)\C(NC(=O)[C@@H](NC(=O)c3csc(n3)[C@]3(CCC(=N[C@@H]3c3csc2n3)c2nc(cs2)C(=O)NC(=C)C(=O)NC(=C)C(N)=O)NC(=O)[C@H](C)NC(=O)C(=C)NC(=O)[C@H](C)NC1=O)[C@@H](C)O)=C\C)[C@](C)(O)[C@@H](C)O)[C@H](C)O,BRD-K58049875-001-04-7,thiostrepton,Selleck,S4354,Thiostrepton
S=P(N1CC1)(N1CC1)N1CC1,BRD-K09631521-001-12-3,thiotepa,MedChemEx,HY-17574,Thio-TEPA
S=P(N1CC1)(N1CC1)N1CC1,BRD-K09631521-001-09-9,thiotepa,MicroSource,1503324,THIOTEPA
S=P(N1CC1)(N1CC1)N1CC1,BRD-K09631521-001-11-5,thiotepa,MedChemEx,HY-17574,Thio-TEPA
CN(C)S(=O)(=O)c1ccc2Sc3ccccc3\C(=C/CCN3CCN(C)CC3)c2c1,BRD-K97309399-001-09-4,thiothixene,MicroSource,1500576,THIOTHIXENE
CN(C)C(=S)SSC(=S)N(C)C,BRD-K29254801-001-14-7,thiram,MicroSource,1503322,THIRAM
CCCCCCCCCCCCCCCC[N+](C)(C)CCN(Cc1ccc(OC)cc1)c1ncccn1,BRD-K13387373-004-15-2,thonzonium,MicroSource,1503873,THONZONIUM BROMIDE
CCCCCCCCCCCCCCCC[N+](C)(C)CCN(Cc1ccc(OC)cc1)c1ncccn1,BRD-K13387373-004-14-5,thonzonium,Selleck,S4355,Thonzonium Bromide
COc1ccc(CN(CCN(C)C)c2ncccn2)cc1,BRD-K88405679-003-03-1,thonzylamine,MicroSource,1503135,THONZYLAMINE HYDROCHLORIDE
CC(O)([C@@H](CC(O)=O)C(O)=O)C(O)=O.CC(O)([C@H](CC(O)=O)C(O)=O)C(O)=O,BRD-M01344114-348-01-0,threo-2-methylisocitrate-(DL),MedChemEx,HY-16581A,DL-threo-2-methylisocitrate (sodium)
CC(C)c1ccc(C)cc1O,BRD-K17458574-001-07-7,thymol,Enamine,Z57127464,
CC(C)c1cc(c(C)cc1OI)-c1cc(C(C)C)c(OI)cc1C,BRD-K36617478-001-01-5,thymol-iodide,SantaCruz,sc-215985,Thymol iodide
CN(C)C\C=C\C(=O)Nc1ccc(cc1)C(=O)Nc1cccc(Nc2ncc(Cl)c(n2)-c2c[nH]c3ccccc23)c1,BRD-K66401437-001-03-3,THZ1,MedChemEx,HY-80013,THZ1
CN(C)CCCC(=O)Nc1ccc(cc1)C(=O)Nc1cccc(Nc2ncc(Cl)c(n2)-c2c[nH]c3ccccc23)c1,BRD-K02135007-001-01-8,THZ1-R,MedChemEx,HY-19988,THZ1-R
CN(C)C\C=C\C(=O)Nc1cccc(c1)C(=O)Nc1cccc(Nc2ncc(Cl)c(n2)-c2c[nH]c3ccccc23)c1,BRD-K95902121-001-01-0,THZ2,MedChemEx,HY-12280,THZ2
c1nc(cs1)-c1nc2ccccc2[nH]1,BRD-K77695569-001-29-2,tiabendazole,Selleck,S1739,Thiabendazole
c1nc(cs1)-c1nc2ccccc2[nH]1,BRD-K77695569-001-30-0,tiabendazole,MicroSource,1500570,THIABENDAZOLE
Cc1ccsc1C(=CCCN1CCC[C@H](C1)C(O)=O)c1sccc1C,BRD-K60160658-003-12-0,tiagabine,Tocris,4256,Tiagabine hydrochloride
Cc1ccsc1C(=CCCN1CCC[C@H](C1)C(O)=O)c1sccc1C,BRD-K60160658-003-11-2,tiagabine,Enzo,AC3267,TIAGABINE HYDROCHLORIDE
CN1c2ccccc2C(NCCCCCCC(O)=O)c2ccc(Cl)cc2S1(=O)=O,BRD-A53077924-236-07-1,tianeptine,Selleck,S1436,Tianeptine sodium
CN1c2ccccc2C(NCCCCCCC(O)=O)c2ccc(Cl)cc2S1(=O)=O,BRD-A53077924-001-02-0,tianeptine,MedChemEx,HY-90003,Tianeptine
CN1c2ccccc2C(NCCCCCCC(O)=O)c2ccc(Cl)cc2S1(=O)=O,BRD-A53077924-236-09-7,tianeptine,MedChemEx,HY-90003A,Tianeptine (sodium salt)
CN1c2ccccc2C(NCCCCCCC(O)=O)c2ccc(Cl)cc2S1(=O)=O,BRD-A53077924-001-01-2,tianeptine,MedChemEx,HY-90003,Tianeptine
CN1c2ccccc2C(NCCCCCCC(O)=O)c2ccc(Cl)cc2S1(=O)=O,BRD-A53077924-236-05-5,tianeptine,Selleck,S1436,Tianeptine sodium
CN1c2ccccc2C(NCCCCCCC(O)=O)c2ccc(Cl)cc2S1(=O)=O,BRD-A53077924-236-06-3,tianeptine,Tocris,1972,Tianeptine sodium salt
CCN(CC)CCNC(=O)c1cc(ccc1OC)S(C)(=O)=O,BRD-K57432881-003-21-8,tiapride,MicroSource,1503086,TIAPRIDE HYDROCHLORIDE
CC(C(O)=O)c1ccc(s1)C(=O)c1ccccc1,BRD-A72988804-001-10-3,tiaprofenic-acid,Prestwick,Prestw-496,Tiaprofenic acid
