SMILES,TITLE,pert_iname,vendor,catalog_no,vendor_name,Hybrid2,docked_fragment,Mpro-_dock,site
CCCCC[C@@H](C)[NH3+],BRD-A19958636-065-04-4,tuaminoheptane,MicroSource,1500601,TUAMINOHEPTANE SULFATE,-6.497232,x1077,-1.431129,active-noncovalent
Cc1ccccc1/N=N/c2ccc(c(c2)C)NC(=O)c3ccnn3C,BRD-K22314899-001-02-4,CH223191,Tocris,3858,CH 223191,-6.494285,x0104,6.080789,active-noncovalent
C1C[C@H]([C@@H]2[C@@H]([C@@H](C[N@H+]2C1)O)O)O,BRD-K15170068-001-03-2,swainsonine,Enzo,S112,Swainsonine,-6.493390,x1418,1.124058,active-covalent
c1c(cc(c(c1I)[O-])I)I,BRD-K59013864-001-01-1,AM-24,Enamine,EN300-19379,,-6.493266,x0195,-1.069591,active-noncovalent
C([C@@H](C(=O)[O-])[NH3+])SS(=O)(=O)[O-],BRD-K59527975-236-01-8,S-Sulfo-L-cysteine-sodium-salt,Tocris,162,S-Sulfo-L-cysteine sodium salt,-6.491928,x0397,-0.146515,active-noncovalent
Cc1ccc(cc1)S(=O)(=O)Cc2c(oc(n2)c3ccc(cc3)C(=O)NCc4cccnc4)C,BRD-K39171998-001-04-5,STF-118804,Tocris,5207,STF 118804,-6.487862,x0395,10.065716,active-noncovalent
Cc1ccc(cc1)S(=O)(=O)Cc2c(oc(n2)c3ccc(cc3)C(=O)NCc4cccnc4)C,BRD-K39171998-001-01-1,STF-118804,Selleck,S7316,STF-118804,-6.487862,x0395,10.065716,active-noncovalent
C([C@@H]([C@H]([C@@H](C(=O)CO)O)O)O)O,BRD-A73556557-001-07-2,tagatose,Enamine,EN300-85889,hex-2-ulose,-6.485415,x0397,-0.169732,active-noncovalent
C([C@@H]([C@H]([C@@H](C(=O)CO)O)O)O)O,BRD-A73556557-001-06-4,tagatose,EMDBio,567692-250GM,L(-)Sorbose,-6.485415,x0397,-0.169732,active-noncovalent
c1cn(c(=O)nc1N)[C@H]2CO[C@H](S2)CO,BRD-K55172746-001-01-3,apricitabine,Key,AS-2749,"4-amino-1-[(2R,4R)-2-(hydroxymethyl)-1,3-oxathiolan-4-yl]-2(1H)-pyrimidinone",-6.480754,x1386,-0.483216,active-covalent
C/C(=C\[C@H](C(=O)[O-])[NH3+])/CP(=O)([O-])[O-],BRD-A90272038-001-01-7,CGP-37849,EMDBio,504842-10MG,CGP 37849,-6.478532,x0397,-0.300517,active-noncovalent
C/C(=C\[C@H](C(=O)[O-])[NH3+])/CP(=O)([O-])[O-],BRD-A90272038-001-02-5,CGP-37849,Tocris,1469,(3E)-2-amino-4-methyl-5-phosphono-3-pentenoic acid,-6.478532,x0397,-0.300517,active-noncovalent
CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)c3c(cccc3OC)OC)C(=O)[O-])C,BRD-K34388247-236-09-0,methicillin,Sigma,51454,"sodium (2S,5R,6R)-6-[(2,6-dimethoxybenzoyl)amino]-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylate",-6.477583,x0749,2.159463,active-covalent
CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)c3c(cccc3OC)OC)C(=O)[O-])C,BRD-K34388247-236-08-2,methicillin,MicroSource,1500395,METHICILLIN SODIUM,-6.477583,x0749,2.159463,active-covalent
C1CNc2c(c(=O)c2=O)N(C1)CCP(=O)([O-])[O-],BRD-K04643877-001-03-2,perzinfotel,Sigma,MFCD00912427,"2-[8,9-dioxo-2,6-diazabicyclo[5.2.0]non-1(7)-en-2-yl]ethylphosphonic acid",-6.476451,x1311,0.241919,active-covalent
CC1=[NH+]CC[C@H](N1)C(=O)[O-],BRD-K60902958-001-01-9,ectoine-zwitterion,Sigma,MFCD03419286,"(4S)-2-methyl-1,4,5,6-tetrahydro-4-pyrimidinecarboxylic acid",-6.473692,x0678,0.574183,active-noncovalent
CC(C)[NH2+]CCN(c1ccc2c(c1)nc(cn2)c3cnn(c3)C)c4cc(cc(c4)OC)OC,BRD-K84868168-001-01-0,erdafitinib,MedChemEx,HY-18708,Erdafitinib,-6.472165,x0161,5.669953,active-noncovalent
Cc1ccc(cc1)S(=O)(=O)[N-]c2ccc3c(c2)c(cn3CC(=O)N[C@@H](CC(C)C)C(=O)[O-])C(=O)C(F)(F)F,BRD-K07788774-001-01-0,NTRC-824,Tocris,5438,NTRC 824,-6.467732,x0434,7.446362,active-noncovalent
CC(C)CC1(C(=O)NC(=O)NC1=O)CC=C,BRD-K71350836-001-02-4,butalbital,Prestwick,Prestw-1251,Butalbital,-6.467599,x0195,1.446272,active-noncovalent
C[C@@H]1CC(=O)[C@]2([C@@H](O1)O[C@@H]3[C@H]([C@@H]([C@@H]([C@@H]([C@H]3O2)[NH2+]C)O)[NH2+]C)O)O,BRD-K11905747-300-12-1,spectinomycin,Selleck,S2510,Spectinomycin HCl,-6.465862,x0195,0.878049,active-noncovalent
C[C@@H]1CC(=O)[C@]2([C@@H](O1)O[C@@H]3[C@H]([C@@H]([C@@H]([C@@H]([C@H]3O2)[NH2+]C)O)[NH2+]C)O)O,BRD-K11905747-300-11-3,spectinomycin,MedChemEx,HY-B0438,Spectinomycin (dihydrochloride),-6.465862,x0195,0.878049,active-noncovalent
C[C@@H]1CC(=O)[C@]2([C@@H](O1)O[C@@H]3[C@H]([C@@H]([C@@H]([C@@H]([C@H]3O2)[NH2+]C)O)[NH2+]C)O)O,BRD-K11905747-300-10-5,spectinomycin,MedChemEx,HY-B0438,Spectinomycin (dihydrochloride),-6.465862,x0195,0.878049,active-noncovalent
C[C@@H]1CC(=O)[C@]2([C@@H](O1)O[C@@H]3[C@H]([C@@H]([C@@H]([C@@H]([C@H]3O2)[NH2+]C)O)[NH2+]C)O)O,BRD-K11905747-300-08-9,spectinomycin,MicroSource,1500538,SPECTINOMYCIN HYDROCHLORIDE,-6.465862,x0195,0.878049,active-noncovalent
C[C@@H]1CC(=O)[C@]2([C@@H](O1)O[C@@H]3[C@H]([C@@H]([C@@H]([C@@H]([C@H]3O2)[NH2+]C)O)[NH2+]C)O)O,BRD-K11905747-300-09-7,spectinomycin,Selleck,S2510,Spectinomycin  hydrochloride,-6.465862,x0195,0.878049,active-noncovalent
CC1=C([C@@H](C(=C(N1)C)C(=O)O[C@H]2CC[N@H+](C2)Cc3ccccc3)c4cccc(c4)N(=O)=O)C(=O)OC,BRD-K78781788-003-01-9,barnidipine,AKSci,O375,,-6.464103,x0161,6.232798,active-noncovalent
C[C@H]([C@@H](Cc1cccc(c1)C(=[NH2+])N)C(=O)OC)NC(=O)c2ccc(cc2)c3ccn(=O)cc3,BRD-K80082640-001-01-0,otamixaban,MedChemEx,HY-70035,Otamixaban,-6.464006,x0678,4.935571,active-noncovalent
CC(=O)Nc1c(cc(c(c1I)C(=O)[O-])I)I,BRD-K46416130-001-07-7,acetriazoic-acid,MedChemEx,HY-B1406,Acetrizoic acid,-6.461906,x0195,-0.113845,active-noncovalent
CC(=O)Nc1c(cc(c(c1I)C(=O)[O-])I)I,BRD-K46416130-001-06-9,acetriazoic-acid,MicroSource,1504142,ACETRIAZOIC ACID,-6.461906,x0195,-0.113845,active-noncovalent
CC1([C@@H](N2[C@H](S1(=O)=O)CC2=O)C(=O)[O-])C,BRD-K44133266-236-03-7,sulbactam,Selleck,S2551,Sulbactam sodium,-6.461625,x0678,2.462934,active-noncovalent
CC1([C@@H](N2[C@H](S1(=O)=O)CC2=O)C(=O)[O-])C,BRD-K44133266-001-10-0,sulbactam,Selleck,S1958,Sulbactam,-6.461625,x0678,2.462934,active-noncovalent
CC1([C@@H](N2[C@H](S1(=O)=O)CC2=O)C(=O)[O-])C,BRD-K44133266-236-02-9,sulbactam,Selleck,S2551,Sulbactam sodium (Unasyn),-6.461625,x0678,2.462934,active-noncovalent
C1CC1(C(=O)[O-])[NH3+],BRD-K66465025-001-05-1,ACPC,Enzo,AC387,1-Aminocyclopropanecarboxylic acid,-6.460526,x1077,-1.054857,active-noncovalent
C([C@H]([C@@H]([C@H]([C@@H](CO)O)O)O)O)O,BRD-K36513555-001-02-0,sorbitol,MicroSource,1300043,SORBITOL,-6.459620,x0397,-0.318509,active-noncovalent
C([C@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O)O,BRD-K30374899-001-09-3,mannitol-D,Selleck,S2381,D-Mannitol,-6.458498,x0397,0.391323,active-noncovalent
c1ccc(cc1)OCCN2CCCc3c2cccc3CNc4ccc(c(c4)F)CCC(=O)[O-],BRD-K75254015-001-01-9,AS-2034178,Tocris,5035,AS 2034178,-6.456038,x0104,10.214705,active-noncovalent
CCS(=O)(=O)c1cccc(c1)c2cc(c(c3c2c4cc(cnc4[nH]3)C)C)C(=O)NC5CC[NH+](CC5)C,BRD-K01683783-001-02-6,TAK-901,Selleck,S2718,TAK-901,-6.455890,x0104,7.22732,active-noncovalent
CC(C)c1cccc2c1nc(cc2c3ccccc3)c4ccc([nH]4)c5ccc(cc5)C(=O)[O-],BRD-K18347943-001-01-8,ER-50891,Tocris,3823,ER 50891,-6.455600,x0104,6.8936,active-noncovalent
C(CCl)[NH+](CCCl)CCCl,BRD-K29888499-003-03-8,trichlormethine,MicroSource,300563,TRICHLORMETHINE HYDROCHLORIDE,-6.453944,x0434,-0.145017,active-noncovalent
CCCc1cn(c2c1nc([nH]c2=O)c3cc(ccc3OCCC)S(=O)(=O)N4CC[NH+](CC4)CCO)CC,BRD-K82967685-300-01-2,mirodenafil,MedChemEx,HY-14930A,Mirodenafil (dihydrochloride),-6.453191,x0161,6.417799,active-noncovalent
Cc1c(cccc1F)NC(=O)Nc2ccc(c(c2[O-])S(=O)(=O)[C@H]3CCCNC3)Cl,BRD-K13769342-001-01-5,danirixin,MedChemEx,HY-19768,Danirixin,-6.451350,x1077,6.026271,active-noncovalent
CCC[C@@H]([C@H](CC)CO)O,BRD-A55455283-001-02-1,"2-ethyl-1,3-hexanediol",Sigma,MFCD00004578,"2-ethyl-1,3-hexanediol",-6.450663,x0195,-0.001247,active-noncovalent
CCC[C@@H]([C@H](CC)CO)O,BRD-A55455283-001-01-3,"2-ethyl-1,3-hexanediol",TCI,E0119,,-6.450663,x0195,-0.001247,active-noncovalent
CN(C(=O)N[C@H]1CC[C@@H](CC1)CC[NH+]2CCN(CC2)c3c(c(ccc3)Cl)Cl)C,BRD-K57764956-001-02-8,cariprazine,MedChemEx,HY-14763,Cariprazine,-6.450283,x0104,8.131659,active-noncovalent
Cc1cc(c(c(=O)o1)C(=O)C)[O-],BRD-A17300716-001-01-5,dehydroacetic-acid,MicroSource,1301016,DEHYDROACETIC ACID,-6.446742,x0397,-0.640712,active-noncovalent
Cc1cc(=O)[nH]c(=S)[nH]1,BRD-K11900042-001-14-4,methylthiouracil,MicroSource,1500408,METHYLTHIOURACIL,-6.446671,x0678,0.562903,active-noncovalent
Cc1cc(=O)[nH]c(=S)[nH]1,BRD-K11900042-001-13-6,methylthiouracil,Selleck,S3138,Methylthiouracil,-6.446671,x0678,0.562903,active-noncovalent
C1C[N@@H+]2C[C@@H]([C@H]([C@@H]([C@H]2[C@H]1O)O)O)O,BRD-K20897876-001-11-8,castanospermine,Tocris,759,Castanospermine,-6.445244,x0195,1.432321,active-noncovalent
C1C[N@@H+]2C[C@@H]([C@H]([C@@H]([C@H]2[C@H]1O)O)O)O,BRD-K20897876-001-10-0,castanospermine,Tocris,759,Castanospermine,-6.445244,x0195,1.432321,active-noncovalent
c1cc(c(c(c1)F)F)[C@@H]2CC[C@H](c3c(cccn3)[C@H]2[NH3+])OC(=O)N4CCC(CC4)n5c6cccnc6[nH]c5=O,BRD-K55781385-001-01-7,BMS-927711,MedChemEx,HY-15498,BMS-927711,-6.441045,x0967,12.362933,active-noncovalent
c1ccc2c(c1)C3(C(=O)N2)OCC4(CO3)COC5(c6ccccc6NC5=O)OC4,BRD-K24554037-001-08-3,JW-67,Tocris,4651,JW 67,-6.440076,x0161,5.193632,active-noncovalent
c1ccnc(c1)C[NH2+]Cc2ccc(cc2)C[N@@]3CCCNCC[NH2+]CCC[NH2+]CC3,BRD-K03019184-439-01-0,AMD-3465,Tocris,4179,AMD 3465 hexahydrobromide,-6.437649,x1077,6.929173,active-noncovalent
C1C[NH+](CC[N@@](CCN(CC[N@]1CC(=O)[O-])CC(=O)[O-])CC(=O)[O-])CC(=O)[O-],BRD-K11099631-001-08-4,gadoterate-meglumine,Sigma,86734,"2,2',2'',2'''-(1,4,7,10-tetraazacyclododecane-1,4,7,10-tetrayl)tetraacetic acid",-6.436503,x1385,4.543472,active-covalent
C1C[NH+](CC[N@@](CCN(CC[N@]1CC(=O)[O-])CC(=O)[O-])CC(=O)[O-])CC(=O)[O-],BRD-K11099631-001-07-6,gadoterate-meglumine,TCI,T1875,,-6.436503,x1385,4.543472,active-covalent
CC1=[NH+]C[C@@H]([C@H](N1)C(=O)[O-])O,BRD-K03871161-001-01-9,5-hydroxyectoine,Sigma,MFCD01863080,"(4S,5S)-5-hydroxy-2-methyl-1,4,5,6-tetrahydro-4-pyrimidinecarboxylic acid",-6.435124,x0678,0.89056,active-noncovalent
CC1([C@@H]2[C@H]1[C@H](N(C2)C(=O)[C@H](C(C)(C)C)NC(=O)NC(C)(C)C)C(=O)N[C@H](CC3CCC3)C(=O)C(=O)N)C,BRD-A09735281-001-04-1,boceprevir,MedChemEx,HY-10237,Boceprevir,-6.431930,x0161,9.295568,active-noncovalent
CC1([C@@H]2[C@H]1[C@H](N(C2)C(=O)[C@H](C(C)(C)C)NC(=O)NC(C)(C)C)C(=O)N[C@H](CC3CCC3)C(=O)C(=O)N)C,BRD-A09735281-001-03-3,boceprevir,MedChemEx,HY-10237,Boceprevir,-6.431930,x0161,9.295568,active-noncovalent
CC1([C@@H]2[C@H]1[C@H](N(C2)C(=O)[C@H](C(C)(C)C)NC(=O)NC(C)(C)C)C(=O)N[C@H](CC3CCC3)C(=O)C(=O)N)C,BRD-A09735281-001-02-5,boceprevir,MedChemEx,HY-10237,Boceprevir,-6.431930,x0161,9.295568,active-noncovalent
C[C@@]1(CCOC(=O)C1)O,BRD-A05674712-001-06-0,"mevalonic-d,-l-acid-lactone",Prestwick,Prestw-750,"Mevalonic-D, L acid lactone",-6.430621,x0195,1.453366,active-noncovalent
c1cc2c(c(c1)S(=O)(=O)Nc3ccsc3C(=O)N[C@@H](CCC[NH+]=C(N)N)C(=O)[O-])nsn2,BRD-K50653584-019-01-4,EG00229,MedChemEx,HY-10799,EG00229,-6.428161,x1077,5.44295,active-noncovalent
c1cc2c(c(c1)S(=O)(=O)Nc3ccsc3C(=O)N[C@@H](CCC[NH+]=C(N)N)C(=O)[O-])nsn2,BRD-K50653584-001-01-2,EG00229,Tocris,4931,EG 00229,-6.428161,x1077,5.44295,active-noncovalent
c1c(c(cc(c1N)S(=O)(=O)N)S(=O)(=O)N)C(=C(Cl)Cl)Cl,BRD-K97521363-001-15-3,clorsulon,Selleck,S2613,Clorsulon,-6.426647,x0749,1.918982,active-covalent
c1c(c(cc(c1N)S(=O)(=O)N)S(=O)(=O)N)C(=C(Cl)Cl)Cl,BRD-K97521363-001-16-1,clorsulon,MicroSource,1505115,CLORSULON,-6.426647,x0749,1.918982,active-covalent
C/C=C\1/[C@@H](C(=CO[C@@H]1O[C@@H]2[C@@H]([C@H]([C@H]([C@@H](O2)CO)O)O)O)C(=O)OC)CC(=O)OCCc3ccc(c(c3)O)O,BRD-A00842753-001-01-9,oleuropein,Selleck,S7867,Oleuropein,-6.423532,x0434,8.234,active-noncovalent
CCCNS(=O)(=O)Nc1c(c(ncn1)OCCOc2ncc(cn2)Br)c3ccc(cc3)Br,BRD-K48812570-001-02-3,macitentan,Selleck,S8051,Macitentan,-6.419363,x0161,6.405572,active-noncovalent
CCCNS(=O)(=O)Nc1c(c(ncn1)OCCOc2ncc(cn2)Br)c3ccc(cc3)Br,BRD-K48812570-001-03-1,macitentan,Selleck,S8051,Macitentan,-6.419363,x0161,6.405572,active-noncovalent
C[NH2+]CC(=O)[O-],BRD-K51263939-001-08-6,sarcosine,Enamine,Z104480276,,-6.414515,x0397,-0.547569,active-noncovalent
COc1cccc(c1)c2ccc(c(c2)F)NC(=O)C3=C(CCC3)C(=O)[O-],BRD-K40797222-001-01-8,SC-12267,MedChemEx,HY-14908,Vidofludimus,-6.414360,x0104,4.353426,active-noncovalent
c1cc(ccc1N)S(=O)(=O)N,BRD-K02594908-001-15-6,sulfanilamide,Selleck,S1685,Sulfanilamide,-6.414182,x0678,1.135623,active-noncovalent
c1cc(ccc1N)S(=O)(=O)N,BRD-K02594908-001-16-4,sulfanilamide,MicroSource,1500646,SULFANILAMIDE,-6.414182,x0678,1.135623,active-noncovalent
C([C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)O)[NH3+])O)O)O,BRD-K29918010-003-04-1,glucosamine,MicroSource,1500316,GLUCOSAMINE HYDROCHLORIDE,-6.412652,x0107,-0.226572,active-noncovalent
CC(=O)N[C@H]1[C@@H]([C@@H]([C@@H](O[C@@H]1O)CO)O)O,BRD-A92872453-001-01-8,N-acetylmannosamine,Vitas-M,STK801944,,-6.410317,x0749,-0.433607,active-covalent
CS(=O)(=O)OCCCCOS(=O)(=O)C,BRD-K23204545-001-15-6,busulfan,Selleck,S1692,Busulfan,-6.407554,x0749,0.009122,active-covalent
CS(=O)(=O)OCCCCOS(=O)(=O)C,BRD-K23204545-001-16-4,busulfan,MicroSource,1500152,BUSULFAN,-6.407554,x0749,0.009122,active-covalent
CS(=O)(=O)OCCCCOS(=O)(=O)C,BRD-K23204545-001-18-0,busulfan,Selleck,S1692,"Busulfan (Myleran, Busulfex)",-6.407554,x0749,0.009122,active-covalent
CC1(C(=O)N(C(=O)O1)C)C,BRD-K16606819-001-11-9,trimethadione,Sigma,MFCD00047084,"3,5,5-trimethyl-1,3-oxazolidine-2,4-dione",-6.405789,x0195,1.851163,active-noncovalent
CC1(C(=O)N(C(=O)O1)C)C,BRD-K16606819-001-10-1,trimethadione,MicroSource,1505466,TRIMETHADIONE,-6.405789,x0195,1.851163,active-noncovalent
CC1(C(=O)N(C(=O)O1)C)C,BRD-K16606819-001-13-5,trimethadione,MedChemEx,HY-A0092,Trimethadione,-6.405789,x0195,1.851163,active-noncovalent
CC1(C(=O)N(C(=O)O1)C)C,BRD-K16606819-001-12-7,trimethadione,MedChemEx,HY-A0092,Trimethadione,-6.405789,x0195,1.851163,active-noncovalent
Cc1c(cc(cn1)Cl)NCc2ccc(s2)C(=O)N[C@@H](CC3CCCC3)C(=O)NC4CC4,BRD-K17472821-001-02-0,GSK2830371,Tocris,5140,GSK 2830371,-6.404488,x1077,7.73113,active-noncovalent
Cc1c(cc(cn1)Cl)NCc2ccc(s2)C(=O)N[C@@H](CC3CCCC3)C(=O)NC4CC4,BRD-K17472821-001-01-2,GSK2830371,MedChemEx,HY-15832,GSK 2830371,-6.404488,x1077,7.73113,active-noncovalent
[C@@H]([C@@H](C(=O)[O-])S)(C(=O)[O-])S,BRD-K88701661-001-03-7,dimercaptosuccinic-acid,AlfaAesar,A17909,"(2R,3S)-2,3-disulfanylbutanedioic acid",-6.403480,x0397,0.637231,active-noncovalent
[C@@H]([C@@H](C(=O)[O-])S)(C(=O)[O-])S,BRD-K88701661-001-02-9,dimercaptosuccinic-acid,AlfaAesar,A17909,,-6.403480,x0397,0.637231,active-noncovalent
Cc1c(oc(=O)o1)CCl,BRD-K03044000-001-01-8,80841-78-7,Sigma,671975,"4-(chloromethyl)-5-methyl-1,3-dioxol-2-one",-6.402489,x0195,1.07821,active-noncovalent
C([C@H]([C@@H]([C@@H]([C@H](C=O)O)O)O)O)O,BRD-K18320600-001-01-9,tagatose,Sigma,MFCD00134449,D-tagatose,-6.396017,x0397,-0.288589,active-noncovalent
CCC(=O)NC[C@H](Cc1ccc(cc1)OCCc2c(oc(n2)c3ccccc3)C)/N=C(/C)\CC(=O)c4ccc(cc4)C(F)(F)F,BRD-K20828910-001-01-2,GW-6471,Tocris,4618,GW 6471,-6.394127,x0104,11.111118,active-noncovalent
CCC(=O)NC[C@H](Cc1ccc(cc1)OCCc2c(oc(n2)c3ccccc3)C)/N=C(/C)\CC(=O)c4ccc(cc4)C(F)(F)F,BRD-K20828910-001-02-0,GW-6471,Tocris,4618,GW 6471,-6.394127,x0104,11.111118,active-noncovalent
[H]/N=C(\SC)/[C@@H]([C@H](/C(=N/[H])/SC)C#N)C#N,BRD-K63169195-001-01-5,U-0124,Tocris,1868,U0124,-6.393508,x0678,-0.442328,active-noncovalent
C[C@@H](CC(=O)[O-])O,BRD-A41387824-001-06-0,beta-Hydroxybutyrate,Vitas-M,STL377875,,-6.390899,x0397,-0.853151,active-noncovalent
CC1(C2C[C@H](C(O1)([C@H](C2)O)C)O)C,BRD-A59329714-001-01-5,epomediol,TimTec,ST50983621,"1,3,3-trimethyl-2-oxabicyclo[2.2.2]octane-6,7-diol",-6.390732,x0678,2.315909,active-noncovalent
c1c(nc(s1)N)/C(=N/OCC(=O)[O-])/C(=O)N[C@H]2[C@H](N(C2=O)S(=O)(=O)[O-])COC(=O)N,BRD-K71026158-304-01-0,carumonam,Sigma,MFCD00875847,"disodium ({[(Z)-2-[((2S,3S)-2-{[(aminocarbonyl)oxy]methyl}-4-oxo-1-sulfonato-3-azetidinyl)amino]-1-(2-amino-1,3-thiazol-4-yl)-2-oxoethylidene]amino}oxy)acetate",-6.388405,x1077,7.024623,active-noncovalent
[H]/N=C/1\[C@@H]2N(C1=O)[C@H]([C@@H](CS2)COC(=O)C)C(=O)[O-],BRD-K65377893-001-07-4,7-aminocephalosporanic-acid,Selleck,S2530,7-Aminocephalosporanic acid,-6.385460,x0678,0.144051,active-noncovalent
[H]/N=C/1\[C@@H]2N(C1=O)[C@H]([C@@H](CS2)COC(=O)C)C(=O)[O-],BRD-K65377893-001-08-2,7-aminocephalosporanic-acid,Selleck,S2530,7-Aminocephalosporanic acid,-6.385460,x0678,0.144051,active-noncovalent
CC(C)[C@@H](/C=C(\C)/C(=O)[O-])N(C)C(=O)[C@H](C(C)(C)C)NC(=O)[C@H](C(C)(C)c1ccccc1)[NH2+]C,BRD-K87512222-019-01-7,taltobulin,MedChemEx,HY-15584A,Taltobulin (trifluoroacetate),-6.384556,x0967,4.642055,active-noncovalent
CC[NH2+]CCC[NH2+]CCCC[NH2+]CCC[NH2+]CC,BRD-K04603573-376-01-3,"1,12-Besm",Tocris,500,"N~1~,N~4~-bis[3-(ethylamino)propyl]-1,4-butanediamine tetrahydrochloride",-6.384076,x0104,2.476927,active-noncovalent
CCCCc1nc(c(c(=O)n1Cc2ccc(cc2)c3ccccc3c4n[n-]nn4)CC(=S)N(C)C)C,BRD-K21586122-001-01-9,fimasartan,MedChemEx,HY-B0780,Fimasartan,-6.383174,x0161,6.659751,active-noncovalent
CCCCc1nc(c(c(=O)n1Cc2ccc(cc2)c3ccccc3c4n[n-]nn4)CC(=S)N(C)C)C,BRD-K21586122-001-02-7,fimasartan,MedChemEx,HY-B0780,"2-(3-((2'-(1H-tetrazol-5-yl)biphenyl-4-yl)methyl)-2-butylidene-6-methyl-4-oxo-1,2,3,4-tetrahydropyrimidin-5-yl)-N,N-dimethylethanethioamide",-6.383174,x0161,6.659751,active-noncovalent
CC(C)(C)C(=O)OCOP(=O)(COCCn1cnc2c1ncnc2N)OCOC(=O)C(C)(C)C,BRD-K96159438-001-06-3,adefovir-dipivoxil,Selleck,S1718,Adefovir Dipivoxil,-6.382543,x1077,5.390455,active-noncovalent
CC(C)(C)C(=O)OCOP(=O)(COCCn1cnc2c1ncnc2N)OCOC(=O)C(C)(C)C,BRD-K96159438-001-07-1,adefovir-dipivoxil,Selleck,S1718,"Adefovir Dipivoxil (Preveon, Hepsera)",-6.382543,x1077,5.390455,active-noncovalent
CNC(=O)c1ccccc1Nc2cc(ncc2C(F)(F)F)Nc3ccc(cc3OC)N4CCOCC4,BRD-K09877029-001-01-2,VS-4718,MedChemEx,HY-13917,PND-1186,-6.382465,x0161,9.072814,active-noncovalent
C([C@@H](C(=O)[O-])[NH3+])S,BRD-K00795468-001-02-1,L-cysteine,Sigma,95437,L-cysteine,-6.381304,x0397,-0.905945,active-noncovalent
c1ccc(cc1)NC(=O)OC[C@H](C[NH+]2CCCCC2)OC(=O)Nc3ccccc3,BRD-A30693873-003-11-0,diperodon,Selleck,S4397,Diperodon HCl,-6.380083,x1077,5.662772,active-noncovalent
c1ccc(cc1)NC(=O)OC[C@H](C[NH+]2CCCCC2)OC(=O)Nc3ccccc3,BRD-A30693873-003-12-8,diperodon,MicroSource,1505780,DIPERODON HYDROCHLORIDE,-6.380083,x1077,5.662772,active-noncovalent
CCOP(=O)([C@@H](C)NC(=O)N(CCCl)N=O)OCC,BRD-A62893078-001-02-3,fotemustine,MedChemEx,HY-B0733,Fotemustine,-6.379870,x0397,1.78416,active-noncovalent
CCOP(=O)([C@@H](C)NC(=O)N(CCCl)N=O)OCC,BRD-A62893078-001-01-5,fotemustine,MedChemEx,HY-B0733,Fotemustine,-6.379870,x0397,1.78416,active-noncovalent
CC(C)C[C@H](CC(=O)NO)C(=O)N[C@@H](Cc1c[nH]c2c1cccc2)C(=O)NC,BRD-K51662849-001-08-8,ilomastat,Selleck,S7157,GM6001,-6.379023,x0434,3.733557,active-noncovalent
CC(C)C[C@H](CC(=O)NO)C(=O)N[C@@H](Cc1c[nH]c2c1cccc2)C(=O)NC,BRD-K51662849-001-05-4,ilomastat,Selleck,S7157,"Ilomastat (GM6001, Galardin)",-6.379023,x0434,3.733557,active-noncovalent
Cc1nnc(o1)C(=O)NC(C)(C)c2nc(c(c(=O)n2C)[O-])C(=O)NCc3ccc(cc3)F,BRD-K05658747-001-03-7,raltegravir,Selleck,S2005,Raltegravir (MK-0518),-6.378845,x0749,6.361009,active-covalent
Cc1nnc(o1)C(=O)NC(C)(C)c2nc(c(c(=O)n2C)[O-])C(=O)NCc3ccc(cc3)F,BRD-K05658747-001-02-9,raltegravir,Selleck,S2005,Raltegravir (MK-0518),-6.378845,x0749,6.361009,active-covalent
c1cc(cc(c1)F)C#Cc2ccc(cn2)C(=O)NC3CCC3,BRD-K83649660-003-03-0,VU0360172,Tocris,4323,VU 0360172 hydrochloride,-6.378730,x1077,6.039604,active-noncovalent
CC(C)C[C@@H](C(=O)[O-])NC(=O)c1cc(n(n1)c2ccnc3c2ccc(c3)Cl)c4c(cccc4OC)OC,BRD-K79608170-001-02-1,TC-NTR1-17,Tocris,5087,TC NTR1 17,-6.377967,x0395,6.333961,active-noncovalent
CCOC(=O)c1ccc(nc1)C#Cc2ccc3c(c2)C(CCS3)(C)C,BRD-K76841105-001-04-7,tazarotene,Selleck,S1569,Tazarotene,-6.377547,x0104,5.305731,active-noncovalent
C[C@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](Cc3c2c(c4c(c3[O-])C(=O)c5cccc(c5C4=O)OC)[O-])([C@H](C=O)O)O)[NH3+])O[C@@H]6CCCCO6,BRD-K83794624-003-01-3,pirarubicin,MedChemEx,HY-13725A,"(1S,3S)-3-glycoloyl-3,5,12-trihydroxy-10-methoxy-6,11-dioxo-1,2,3,4,6,11-hexahydro-1-naphthacenyl 3-amino-2,3,6-trideoxy-4-O-[(2R)-tetrahydro-2H-pyran-2-yl]-alpha-L-lyxo-hexopyranoside hydrochloride",-6.376424,x0104,16.236561,active-noncovalent
