CatalogID,BB_SMILES,scaffold_SMILES,product_SMILES
EN300-342028,N[C@@H]1CCC[C@@H]1C(=O)O,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(N[C@@H]2CCC[C@@H]2C(=O)O)c1
EN300-343124,NCCc1ccno1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NCCc2ccno2)c1
EN300-343171,N[C@@H]1CCCC[C@@H]1F,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(N[C@@H]2CCCC[C@@H]2F)c1
EN300-343269,CSC1CC(N)C1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,CSC1CC(Nc2cc(Cl)cc(CC(=O)Nc3cnccc3C)c2)C1
EN300-343434,NC1(c2nnn[nH]2)CCC1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NC2(c3nnn[nH]3)CCC2)c1
EN300-344166,NC1CC2CC1C1CC21,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NC2CC3CC2C2CC32)c1
EN300-344448,NCC1(F)CCOCC1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NCC2(F)CCOCC2)c1
EN300-344565,NCC12CCCC1OCC2,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NCC23CCCC2OCC3)c1
EN300-344643,NCC1CCC2(CC1)CC2,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NCC2CCC3(CC2)CC3)c1
EN300-344719,CC(C)(N)C1CCCCO1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NC(C)(C)C2CCCCO2)c1
EN300-344725,NC1COC2(CCCC2)C1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NC2COC3(CCCC3)C2)c1
EN300-344759,CC(F)(F)C(C)(C)CN,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NCC(C)(C)C(C)(F)F)c1
EN300-344818,NC1CCCC12CCCCO2,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NC2CCCC23CCCCO3)c1
EN300-344825,COC(=O)[C@@]12C[C@@H](N)C[C@@H]1C2,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,COC(=O)[C@@]12C[C@@H](Nc3cc(Cl)cc(CC(=O)Nc4cnccc4C)c3)C[C@@H]1C2
EN300-345208,N[C@H]1C[C@H](S(=O)(=O)c2ccccc2)C1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(N[C@H]2C[C@H](S(=O)(=O)c3ccccc3)C2)c1
EN300-345932,NCC1CCC12CCOCC2,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NCC2CCC23CCOCC3)c1
EN300-345626,COC(=O)C(N)C1CC1C(=O)OC,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,COC(=O)C1CC1C(Nc1cc(Cl)cc(CC(=O)Nc2cnccc2C)c1)C(=O)OC
EN300-352291,NC12CC3CC(C1)CC(F)(C3)C2,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NC23CC4CC(CC(F)(C4)C2)C3)c1
EN300-364628,CC(C)(C)OC(=O)N[C@H]1C[C@H](CN)C1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(N(C(=O)OC(C)(C)C)[C@H]2C[C@H](CN)C2)c1
EN300-364631,CC1CC1C1CC1N,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NC2CC2C2CC2C)c1
EN300-352243,NC1CNC1=O,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NC2CNC2=O)c1
EN300-364973,NCC1CC2CCC(C1)S2(=O)=O,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NCC2CC3CCC(C2)S3(=O)=O)c1
EN300-365003,NC1(C2CCCCO2)CCC1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NC2(C3CCCCO3)CCC2)c1
EN300-365108,NC[C@@H]1C[C@H]1C1CCOCC1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NC[C@@H]2C[C@H]2C2CCOCC2)c1
EN300-365363,NC1CC2(CSC2)C1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NC2CC3(CSC3)C2)c1
EN300-365418,N[C@@H]1C[C@H]2C[C@@]2(C(=O)O)C1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(N[C@@H]2C[C@H]3C[C@@]3(C(=O)O)C2)c1
EN300-365605,NC1C2C3CCC(C3)C12,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NC2C3C4CCC(C4)C23)c1
EN300-365607,Cn1ncc(I)c1CN,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NCc2c(I)cnn2C)c1
EN300-365945,CC(C)(C)OC(=O)N1CC(N)(c2ccccc2)C1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NC2(c3ccccc3)CN(C(=O)OC(C)(C)C)C2)c1
EN300-365998,NCCOC(F)(F)C(F)(F)F,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NCCOC(F)(F)C(F)(F)F)c1
EN300-366128,NCCC1(C(F)(F)F)N=N1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NCCC2(C(F)(F)F)N=N2)c1
EN300-366250,CC1(C)COC(CN)C1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NCC2CC(C)(C)CO2)c1
EN300-366299,NC[C@H]1C[C@H](O)C1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NC[C@H]2C[C@H](O)C2)c1
EN300-366552,CC1(N)CC(F)(F)C1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NC2(C)CC(F)(F)C2)c1
EN300-343779,COC(=O)C12CC(N)CC1C2,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,COC(=O)C12CC(Nc3cc(Cl)cc(CC(=O)Nc4cnccc4C)c3)CC1C2
EN300-367210,NN1CC2CCCC(C2)C1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NN2CC3CCCC(C3)C2)c1
EN300-367383,N[C@@]12COC[C@@H]1C2,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(N[C@@]23COC[C@@H]2C3)c1
EN300-367479,NCC1CC2CCCC2O1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NCC2CC3CCCC3O2)c1
EN300-310254,NC1C(=O)NCC12CCOCC2,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NC2C(=O)NCC23CCOCC3)c1
EN300-345025,Cc1conc1CN,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NCc2nocc2C)c1
EN300-371175,NCC1CC2(CCC2)CO1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NCC2CC3(CCC3)CO2)c1
EN300-345831,NC1=NOC(=O)C12CC2,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NC2=NOC(=O)C23CC3)c1
EN300-371760,NC(c1ccncc1)C1CCC1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NC(c2ccncc2)C2CCC2)c1
EN300-345806,CC1(CN)OCCc2ccccc21,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NCC2(C)OCCc3ccccc32)c1
EN300-373280,NC(C1CCOCC1)C(F)(F)F,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NC(C2CCOCC2)C(F)(F)F)c1
EN300-373334,COC[C@@H]1CC[C@@H]1N,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,COC[C@@H]1CC[C@@H]1Nc1cc(Cl)cc(CC(=O)Nc2cnccc2C)c1
EN300-373377,NCC1C=CCC1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NCC2C=CCC2)c1
EN300-373586,CC1(C)CCC(CN)OC1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NCC2CCC(C)(C)CO2)c1
EN300-373736,N[C@@H]1C[C@@H]2CCCC[C@@H]21,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(N[C@@H]2C[C@@H]3CCCC[C@@H]32)c1
EN300-373956,C#CC1(N)CC1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,C#CC1(Nc2cc(Cl)cc(CC(=O)Nc3cnccc3C)c2)CC1
EN300-374266,CC(C)(CN)CC(F)F,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NCC(C)(C)CC(F)F)c1
EN300-374310,CC1(C)CC1(C)CN,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NCC2(C)CC2(C)C)c1
EN300-378184,NCC1CCC2(CCC2)O1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NCC2CCC3(CCC3)O2)c1
EN300-378272,Nc1ccc(C(F)C(F)(F)F)cc1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Nc2ccc(C(F)C(F)(F)F)cc2)c1
EN300-378429,NCC[C@@H]1C[C@H]1C1CC1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NCC[C@@H]2C[C@H]2C2CC2)c1
EN300-364600,NC[C@@H]1CCO[C@H]1c1ncc[nH]1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NC[C@@H]2CCO[C@H]2c2ncc[nH]2)c1
EN300-298418,NCC12CCCCC1C2,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NCC23CCCCC2C3)c1
EN300-366014,NC12COCC1C2,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NC23COCC2C3)c1
EN300-361370,CC(C)(C)OC(=O)NC1(CN)COC1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(N(C(=O)OC(C)(C)C)C2(CN)COC2)c1
EN300-378760,CS(=O)(=O)[C@H]1C[C@H](N)C1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(N[C@H]2C[C@H](S(C)(=O)=O)C2)c1
EN300-378862,COC[C@H]1C[C@@H](N)C1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,COC[C@H]1C[C@@H](Nc2cc(Cl)cc(CC(=O)Nc3cnccc3C)c2)C1
EN300-378881,NCC1CCC2(CCOCC2)CO1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NCC2CCC3(CCOCC3)CO2)c1
EN300-378895,CC(C)(C)C12CC(N)(C1)C2,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NC23CC(C(C)(C)C)(C2)C3)c1
EN300-378941,NC1(c2ccc(Br)cc2)CC(F)C1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NC2(c3ccc(Br)cc3)CC(F)C2)c1
EN300-379472,NCCC1CCCS1(=O)=O,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NCCC2CCCS2(=O)=O)c1
EN300-380967,NC1C2(CC2)C12CC2,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NC2C3(CC3)C23CC3)c1
EN300-381020,COC(=O)[C@@H]1[C@H](CN)C1(F)F,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,COC(=O)[C@@H]1[C@H](CNc2cc(Cl)cc(CC(=O)Nc3cnccc3C)c2)C1(F)F
EN300-381059,NC1CC(C2CC2)C1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NC2CC(C3CC3)C2)c1
EN300-381199,NCCC1CCCC1(F)F,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NCCC2CCCC2(F)F)c1
EN300-383663,NC1CC2(CCC2)Oc2ccccc21,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NC2CC3(CCC3)Oc3ccccc32)c1
EN300-383670,NCCC1(c2ccccc2)CC1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NCCC2(c3ccccc3)CC2)c1
EN300-384108,NC1(C2CC2)CCC1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NC2(C3CC3)CCC2)c1
EN300-384325,NCC1C2(CC2)C12CC2,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NCC2C3(CC3)C23CC3)c1
EN300-384586,COC(=O)[C@@H](F)CN,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,COC(=O)[C@@H](F)CNc1cc(Cl)cc(CC(=O)Nc2cnccc2C)c1
EN300-384690,NC[C@@]12COC[C@@H]1C2,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NC[C@@]23COC[C@@H]2C3)c1
EN300-385210,NC1CCC=CCC1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NC2CCC=CCC2)c1
EN300-393345,N[C@@H]1CCO[C@H]1C1CC1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(N[C@@H]2CCO[C@H]2C2CC2)c1
EN300-396398,NCC12CCCCC1C2,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NCC23CCCCC2C3)c1
EN300-398596,CC1(C)OB(C2(N)CCC2)OC1(C)C,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NC2(B3OC(C)(C)C(C)(C)O3)CCC2)c1
EN300-399336,CC1(C)OB(C2(N)CC2)OC1(C)C,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NC2(B3OC(C)(C)C(C)(C)O3)CC2)c1
EN300-399915,CC(C)(C)OC(=O)N1C[C@@H](N)CO1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(N[C@H]2CON(C(=O)OC(C)(C)C)C2)c1
EN300-624143,NC1CC12CC(O)C2,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NC2CC23CC(O)C3)c1
EN300-631715,NC1CC2CCCC12,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NC2CC3CCCC32)c1
EN300-633491,NC1CC(Cl)(Cl)C1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NC2CC(Cl)(Cl)C2)c1
EN300-637407,N[C@@H]1CO[C@H]1c1ccccc1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(N[C@@H]2CO[C@H]2c2ccccc2)c1
EN300-650540,NCC12CC(C(F)(F)F)(C1)C2,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NCC23CC(C(F)(F)F)(C2)C3)c1
EN300-650549,CCOC(=O)C#CCN,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,CCOC(=O)C#CCNc1cc(Cl)cc(CC(=O)Nc2cnccc2C)c1
EN300-650557,NC1(c2c(F)cccc2F)COC1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NC2(c3c(F)cccc3F)COC2)c1
EN300-651697,NC1(C(F)F)CCOCC1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NC2(C(F)F)CCOCC2)c1
EN300-657153,NC1CC2(C1)CS(=O)(=O)C2,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NC2CC3(C2)CS(=O)(=O)C3)c1
EN300-657285,NC[C@@H]1C[C@H]1C(F)(F)F,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NC[C@@H]2C[C@H]2C(F)(F)F)c1
EN300-657375,NC1CCSC2(CCC2)C1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NC2CCSC3(CCC3)C2)c1
EN300-399812,NC1COC2(CC2)C1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NC2COC3(CC3)C2)c1
EN300-687031,NCC1CCCC(C(F)(F)F)O1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NCC2CCCC(C(F)(F)F)O2)c1
EN300-687036,NCC1CCCC2(CCC2)O1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NCC2CCCC3(CCC3)O2)c1
EN300-687047,CC(C)(C)OC(=O)N1CC[C@@]2(CN)CCC[C@@H]12,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NC[C@]23CCC[C@H]2N(C(=O)OC(C)(C)C)CC3)c1
EN300-378161,CC1(C)CC2(CO1)CC(N)C2,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NC2CC3(COC(C)(C)C3)C2)c1
EN300-697583,NC[C@]12CCC[C@H]1OCC2,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NC[C@]23CCC[C@H]2OCC3)c1
EN300-702542,NCC12CC(CO)(CO1)C2,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NCC23CC(CO)(CO2)C3)c1
EN300-703951,N[C@@H]1C[C@H](C(=O)O)[C@H]2C[C@H]21,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(N[C@@H]2C[C@H](C(=O)O)[C@H]3C[C@H]32)c1
EN300-704236,N[C@@H]1CC[C@H](CS(=O)(=O)F)C1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(N[C@@H]2CC[C@H](CS(=O)(=O)F)C2)c1
EN300-705974,NC1CSC1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NC2CSC2)c1
EN300-706082,CC(C)(C)OC(=O)N1CCCC2(CN)CC12,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NCC23CCCN(C(=O)OC(C)(C)C)C2C3)c1
EN300-706136,NC1CCS(=O)(=O)C2(CCC2)C1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NC2CCS(=O)(=O)C3(CCC3)C2)c1
EN300-717297,NC1CCCC2(CC2)C1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NC2CCCC3(CC3)C2)c1
EN300-694172,CC1CC2(CO1)CC(N)C2,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NC2CC3(COC(C)C3)C2)c1
EN300-719654,NC1(c2ccccc2)COC1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NC2(c3ccccc3)COC2)c1
EN300-722101,CC1(C)CC(N)CCS1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NC2CCSC(C)(C)C2)c1
EN300-702742,NC1CCOC12CCCCC2,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NC2CCOC23CCCCC3)c1
EN300-7432135,Nc1ccn(C(F)(F)F)n1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Nc2ccn(C(F)(F)F)n2)c1
EN300-310246,NC1(C(F)(F)F)CS(=O)(=O)C1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NC2(C(F)(F)F)CS(=O)(=O)C2)c1
EN300-7026726,NCC1CC2CC1C2,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NCC2CC3CC2C3)c1
EN300-206066,NC1CC(OC(F)F)C1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NC2CC(OC(F)F)C2)c1
EN300-1693210,CC(C)(C)OC(=O)N1CC2(CCC2)CC1CN,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NCC2CC3(CCC3)CN2C(=O)OC(C)(C)C)c1
EN300-6970573,NC1(CF)COC1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NC2(CF)COC2)c1
EN300-741823,NC1CCOC12CCCC2,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NC2CCOC23CCCC3)c1
EN300-731673,NC1CCOC12CCOCC2,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NC2CCOC23CCOCC3)c1
EN300-726375,CC1(C)CC(N)CCS1(=O)=O,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NC2CCS(=O)(=O)C(C)(C)C2)c1
EN300-691886,CC(C)(C)OC(=O)N1CCC2CCC(N)C1C2,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NC2CCC3CCN(C(=O)OC(C)(C)C)C2C3)c1
EN300-754590,CCO[C@@H]1C[C@H]1N,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,CCO[C@@H]1C[C@H]1Nc1cc(Cl)cc(CC(=O)Nc2cnccc2C)c1
EN300-755048,CC1(C)C(C)(C)C1(C)N,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NC2(C)C(C)(C)C2(C)C)c1
EN300-760961,NCC12CCC(CC1)CO2,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NCC23CCC(CC2)CO3)c1
EN300-744236,NC1CCOC12CCOC2,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(Br)c1,Cc1ccncc1NC(=O)Cc1cc(Cl)cc(NC2CCOC23CCOC3)c1
